reference	verse	book
Genesis 41:14	So the king called Joseph. The guards quickly brought Joseph from the prison to the palace. Then Joseph shaved. And Joseph put-on clean clothes. Then Joseph went to the king.	Genesis
Joshua 5:8	[After Joshua circumcised all of those men] the Israelites stayed at the camp [while the men healed].	Joshua
Matthew 9:6	But I(Jesus) want [you(scribes) to know [the Son-of-Man _1stas3rd has authority on the earth _frameInferable [in order to forgive sins]]]." So Jesus said to the man [who was paralyzed], ["You(man) (imp) get-up.] You(man) take your(man's) bed/mat. And you(man) (imp) go to your(man's) house."	Matthew
Mark 6:43	Then Jesus's followers/disciples filled 12 baskets with the pieces of bread [(implicit-situational) that the people did not eat] and pieces of fish [(implicit-situational) that the people did not eat].	Mark
Joshua 15:30	And the tribe named Judah owned the towns named Eltolad, Kesil, and Hormah.	Joshua
2 Samuel 21:4	Then those Gibeonites said to David, ["We(people) must not ask/demand [Saul and Saul's family to give silver and gold to us(people)]]. And we(people) must not ask/demand [you(David) to kill people [who are in Israel]]." Then David asked those people, ["Which thing do you(people) want [me(David) to do for you(people)]]?"	2_Samuel
Joshua 21:33	Therefore the Israelites gave 13 towns to the families [that were Gershon’s descendants]. The Israelites also gave all of the fields [that were near those towns] to those families.	Joshua
Matthew 16:19	(complex) (literal) I(Jesus) will give you(Peter) the keys of the kingdom-B of heaven. (complex) (dynamic) I(Jesus) will give you(Peter) the authority of the kingdom-B of heaven. (simple) (literal) I(Jesus) will give you(Peter) the keys [so that you(Peter) will lead the people [whom God rules]]. (simple) (dynamic) I(Jesus) will give you(Peter) authority [so that you(Peter) will lead the people [whom God rules]]. The things [that you(Peter) do not allow [people to do] on earth] will be the things [that were already _implicit not allowed by God _implicitActiveAgent in heaven]. And the things [that you(Peter) allow [people to do] on earth] will be the things [that were already _implicit allowed by God _implicitActiveAgent in heaven]."	Matthew
Genesis 45:20	You(brothers) (imp) do not bring your(brothers') things with you(brothers) from Canaan [because we(king) will give the best things [that we(king) have in Egypt] to you(brothers)].""	Genesis
1 Samuel 13:20	So all of the Israelites went to the Philistines [so that the Philistines would make [the Israelites' tools become sharp]].  So the Philistines made [the Israelites' plows, axes, and sickles become sharp].	1_Samuel
Matthew 3:12	That person's fork [that that person will use [in order to separate chaff from grain]] is already _implicit in that person's hand. And that person will clean that person's place [that that person separates wheat-A from plants/stalks at]. That person will gather that person's wheat-A into that person's barn. And that person will burn the chaff. That chaff will be burned-A by a fire [that never stops burning-B ]."	Matthew
Mark 12:3	But [(implicit-subaction) after that servant-B arrived at the garden/vineyard,] those people/farmers did not give fruit/grapes to that servant-B. Instead, _implicit those people/farmers took/grab that servant-B. And those people/farmers beat-C that servant-B. And those people/farmers sent-A that servant-B from that place to that servant's-B master-A _implicit.	Mark
Genesis 24:41	[If the relatives of my(Abraham's) father will not allow [any woman to marry my(Abraham's) son]] you(servant) may return to Canaan.  You(servant) (imp) do not do any other thing."	Genesis
Mark 14:24	Then Jesus _paragraph said to those followers/disciples, ["This wine (primary) is my(Jesus's) blood]. ["(meaning-1) This wine is like my(Jesus's) blood]. My(Jesus's) blood will show-A to people _implicit the agreement/covenant [that (implicit-situational) is between-A God and God's people] . My(Jesus's) blood will pour-out from my(Jesus's) body _implicit [when I(Jesus) (implicit-situational) die]. And my(Jesus's) blood will be a gift/sacrifice _implicitNecessary [that (implicit-situational) is for God] [so that many people would be saved-C _implicitNecessary by God _implicitActiveAgent].	Mark
2 Samuel 18:7	David’s soldiers defeated the Israelites. Many soldiers died on that day. 20000 men died.	2_Samuel
Matthew 21:9	Some people walked in-front-of Jesus. And other people walked behind Jesus. All _implicitHyperbolic those people shouted, ["You(people) (imp) praise the Son-of-David!] (literal) The person [who comes in-H the name of the Lord] is blessed by God _implicitNecessary! (dynamic) The person [who comes with God's authority] is blessed by God _implicitNecessary! You(people) (imp) praise God _implicitNecessary [who is in heaven]!" (footnote) The people shouted, ["Hosanna"]. The word Hosanna means-A, ["You(God) (imp) save us(people)"]. But during the time [when Matthew lived], Hosanna also meant-A, ["You(people) (imp) praise God"]. (footnote) You(people) (imp) see Psalms 118:25-26.	Matthew
2 Samuel 1:3	David asked that man, ["Where did you(man) come from?"] That man answered David, ["I(man) escaped from the Israelite's camp."]	2_Samuel
Genesis 50:8	All the people [who lived with Joseph] and Joseph's brothers also went with Joseph to Canaan. And all the people [who lived with Jacob] also went to Canaan. These people left the people's children and the people's livestock in Goshen.	Genesis
Joshua 8:15	Then Joshua and all of the Israelite soldiers allowed [the soldiers of Ai to chase the Israelite soldiers]. Then the Israelites started running away from the soldiers of Ai. The Israelite soldiers ran to the desert [which was on the eastern side of the city].	Joshua
Genesis 18:3	and Abraham said, ["Lord, please you(Yahweh) (imp) stay with me(Abraham) for a short time].	Genesis
Matthew 25:12	_paragraph But the man/bridegroom said, ["I(man) am telling you(women) the truth]. I(man) do not know you(women)."	Matthew
2 Samuel 24:25	Then David built an altar for Yahweh at that place. And David gave the gifts/sacrifices to Yahweh. Then Yahweh answered David's prayer. And the people stopped dying in Israel.	2_Samuel
Matthew 8:32	Jesus _paragraph said to those evil spirits/demon, ["You(spirits) (imp) go into the group of pigs _implicit !]" So those evil spirits/demon come-out from the men _dual. And those evil spirits/demon went into the pigs. Then the pigs of whole group _implicitType quickly go-down the steep hill _frameInferable into the lake. And those pigs died in the water .	Matthew
Genesis 28:6	Later Esau find-out [that Isaac blessed Jacob again] [and that Isaac sent Jacob to northwest Mesopotamia [in-order-to marry a woman [who lived in that place]]]. Esau also find-out [that Isaac told Jacob [to not marry a woman [that was from Canaan]]].	Genesis
Matthew 17:24	(title) Jesus talks about taxes. _paragraph [After Jesus and Jesus's followers/disciples arrived in Capernaum,] tax collectors came to Peter. Those tax collectors collected _routinely the tax [that was for the big building of Jerusalem [that Jews worship God in]] of 2 Greek silver coins. Those tax collectors asked Peter _implicit, ["Does your(Peter's) master/teacher pay the tax [that is for the big building of Jerusalem [that Jews worship God in]]?"] (footnote) A Greek silver coin was about the amount of money/wages [that a man received [when that man worked for 1 day]].	Matthew
Genesis 27:1	-Title Jacob tricks Isaac. [When Isaac was old] Isaac did not see well. On one day Isaac called the older son of Isaac named Esau. [After Esau came to Isaac] Isaac said, ["Are you(Esau) Esau?"]  And Esau said to Isaac, ["Yes.] I(Esau) am Esau."	Genesis
Matthew 22:13	_paragraph Then the king said to the servants-A [who worked at the event/feast], ["You(servants) (imp) tie this man's hands and this man's feet]. And you(servants) (imp) take-away this man from this place. You(servants) (imp) take-B this man into the darkness [_descriptive where people _generic will cry/weep] [_descriptive and where people will bite/gnash those people's teeth]."	Matthew
Acts 17:16	Paul (title) told the people in Athens about Jesus. So Paul was waiting [for Timothy and Silas to come to that place]. And Paul felt very upset [because Paul saw [that there were many images of false gods in that city]].	Acts
Matthew 26:68	And those priests said _derogatory, ["Christ, [if (implicit-situational) you(Christ) are truly a person [who tells God's messages to people],] who hit-A you(Christ)]?"	Matthew
Matthew 13:37	_paragraph Jesus said, ["The man [who scatters the good seeds] is-X the Son-of-Man _1stAs3rd].	Matthew
Joshua 13:33	But Moses did not give land to the tribe named Levi. The God of the Israelites named Yahweh promised [that Yahweh would take care of the tribe named Levi].	Joshua
Genesis 41:39	So the king said to Joseph, ["God showed all these things to you(Joseph)]. You(Joseph) are the wisest person [that lives in Egypt].	Genesis
Matthew 11:10	The Scriptures say the following words about John _emphasized. The Scriptures say, ["You(people) (imp) listen/behold]. (primary) I(God) will send my(God's) messenger [before I(God) send you(Lord)]. (meaning-1) I(God) will send my(God's) messenger [so that that messenger will be in front of you(Lord)]. (literal) And that person/messenger will prepare-B your(Lord's) path. (dynamic) And that person/messenger will say/announce [you(Lord) are coming]." (footnote) You(people) (imp) see Malachi 3:1.	Matthew
Mark 15:33	(title) Jesus dies. (paragraph) (literalunits) At-B the 6th hour, the whole country became dark-A until-B the 9th hour. (modernunits) At-B 12PM, the whole country became dark-A until-B 3PM.	Mark
Genesis 18:12	So Sarah laughed.  And Sarah said to Sarah, ["My(Sarah's) husband and I(Sarah) are too old [to birth a baby]].	Genesis
Genesis 42:20	Then you(brothers) must bring your(brother's) youngest brother to me(Joseph). [If you(brothers) bring your(brother's) youngest brother to me(Joseph)] then I(Joseph) will know [that you(brothers) are telling the truth to me(Joseph)]. Then you(brothers) will not die."  Then the brothers agreed [to bring the brother's youngest brother to Joseph].	Genesis
Mark 3:23	(paragraph) So Jesus called those people/scribes. And Jesus told-D parables to those people/scribes. Jesus said, ["Will (rhetorical) Satan force [Satan's evil spirits/demons _implicitType to leave people _implicit]?] ["Satan (statement) will not force [Satan's spirits/demons _implicitType to leave people _implicit]].	Mark
Genesis 8:6	After 40 more days Noah opened the window [that Noah made  in the side of the boat].	Genesis
1 Samuel 20:25	Saul sat on the chair [that Saul always sat on]. That chair was near the wall. Jonathan sat on another chair [that was on the other side of the table]. And Abner sat on a chair [that was beside Saul’s chair]. But no person sat on David’s chair.	1_Samuel
Mark 1:30	The mother of Simon's wife was lying in a bed in Simon's house _implicit [because that mother/mother-in-law had a fever]. Some people immediately told Jesus about that mother/mother-in-law and about that mother's/mother-in-law's fever _implicit.	Mark
Matthew 8:16	(paragraph) In the evening on that day _implicit, many people [whom evil spirits/demon controlled] were brought by people _implicitActiveAgent to Jesus. And Jesus forced [those evil spirits/demon to immediately leave those people] [by saying a command]. Also, _implicit Jesus healed all the people [who were sick].	Matthew
Nehemiah 9:13	You(Yahweh) come-down to mount-Sinai. You(Yahweh) spoke to our(people's) people/ancestors from heaven. You(Yahweh) gave those people laws [that are fair/just and right]. You(Yahweh) ordered those people [to do certain things]. You(Yahweh) gave commands [that are good] to those people.	Nehemiah
Joshua 10:37	The Israelites killed all of the people [who were living in that city].  The Israelites also killed the king of that city.  And the Israelites killed all of the people [who were living in the small towns [that were near that city]]. The Israelites killed all of those people. The Israelites destroyed that city [just-like the Israelites destroyed Eglon].	Joshua
Joshua 2:23	Then the 2 men started walking to the place [where Joshua was]. Those 2 men left the hills. And those 2 men went across the Jordan River. Those 2 men went to Joshua [who was the son of Nun]. And those 2 men told Joshua about all of the things [that happened to the 2 men].	Joshua
Mark 1:43	(paragraph) Jesus much warned the man [the man (implicit-situational) not to tell other people about the thing [that happened]]. And Jesus immediately told [the man to go from that place].	Mark
Joshua 5:6	The Israelites traveled in the desert for 40 years. [While the Israelites were in the desert] all of the men [who lived in Egypt earlier] died. Those men did not obey Yahweh. So Yahweh promised those men [that those men would not see the new land]. Yahweh promised those men [that Yahweh would give the new land to the men's descendants]. That new land has much milk and much honey. And much food grows in that new land.	Joshua
Matthew 7:22	On that day [(implicit-situational) that God will judge people on] many people will say to me(Jesus), ["(yesrhetorical) Lord, Lord, did we(people) prophesy with your(Jesus's) name of the authority _implicitType?] ["(statement) Lord, Lord, we(people) prophesied with your(Jesus's) name of the authority _implicitType]. (yesrhetorical) And did we(people) command [evil spirits/demons to come-out from people _implicitNecessary with your(Jesus's) name of the authority _implicitType]? (statement) And we(people) commanded [evil spirits/demons to come-out from people _implicitNecessary with your(Jesus's) name of the authority _implicitType]. (yesrhetorical) And did we(people) do many actions through God's power with your(Jesus's) name of the authority _implicitType? (statement) And we(people) did many actions through God's power with your(Jesus's) name of the authority _implicitType."	Matthew
Mark 1:3	(literal) That person/messenger be-U a voice [that is shouting in the desert/wilderness, ["You(people) (imp) prepare the path for the Lord]]. (dynamic) That person/messenger is shouting in the desert/wilderness, ["You(people) (imp) prepare your(people's) lives [so that your(people's) lives are ready [to receive the message of the Lord]]]. (literal) You(people) (imp) make straight paths for the Lord."" (dynamic) You(people) (imp) act [so that the Lord is happy].""	Mark
Acts 20:9	[While Paul was talking] A young man named Eutychus sat in the window. Paul talked much,. So Eutychus began to sleep. [When Eutychus was very asleep,] Eutychus fell from the window [that was in the third floor of that building] to the ground. Then a person went to Eutychus.  And that person lifted up Eutychus. But Eutychus was dead.	Acts
1 Samuel 17:22	David (implicit-info) saw [the armies preparing [to fight]]. So David gave the food to the soldier [that guarded the food]. Then David ran to David's brothers. And David greeted David's brothers.	1_Samuel
Titus 2:3	Similarly old women should act well [just like God's special people should act]. Those women should not say bad things [that are about other people]. Those women should not allow wine [to  control those women]. Those women should teach good things to people.	Titus
Joshua 19:10	(title) Yahweh gives land to the tribe named Zebulun. [After the Israelites used the lots again] Yahweh gave the third region to the tribe named Zebulun. Each group of families [that were in that tribe] received land. The border of the land [that the tribe named Zebulun owned] started at Sarid.	Joshua
Genesis 8:13	On the first day of the first month the ground was dry.  At that time Noah was 601 years old.  Noah opened the door of the boat. and Noah saw [that the ground was dry].	Genesis
Genesis 11:6	Then Yahweh said, ["These people are one group]. These people speak the same language. These people will continue doing many things. And These people will be able [to do all the things [that the people want [to do]]].	Genesis
1 Samuel 14:14	Jonathan and the soldier [that carried Jonathan's shield] killed about 20 Philistine soldiers.	1_Samuel
Joshua 17:16	Then the people [that were descendants of Joseph] said, ["The region [that is in the mountains [that belong to Ephraim]] is too small]. So we(people) need more land. But the Canaanites [who are living in the plain] fight well. And the Canaanites have many iron chariots in Beth-Shan and in all of the small towns [that are in that region]. And the Canaanites [that are living in the valley-Jezreel] also have iron chariots."	Joshua
Genesis 42:4	But Jacob did not allow [Joseph's brother named Benjamin to go with those 10 brothers] [because Jacob was afraid [that a bad thing would happen to Benjamin]].	Genesis
1 Samuel 30:5	The Amalekites took/captured David’s two wives. Ahinoam was from Jezreel. And Abigail was previously the wife of Nabal [who lived in Carmel].	1_Samuel
Genesis 18:1	-Title Yahweh visits Abraham.  Later Yahweh appeared to Abraham near the big trees of Mamre. Abraham was sitting at the door of Abraham's tent. At that time the weather was hot.	Genesis
Matthew 20:15	(yesrhetorical) Am I(man) allowed by the laws _implicitActiveAgent [to use my(man's) money [just-like I(man) want [to use my(man's) money]]]? (statement) I(man) am allowed by the laws _implicitActiveAgent [to use my(man's) money [just-like I(man) want [to use my(man's) money]]]. (yesrhetorical) Are you(worker) upset/jealous [because I(man) am generous]? (statement) You(worker) should not be upset/jealous [because I(man) am generous]."	Matthew
Acts 21:12	[After we(disciples) heard that message], we(disciples) and the people [who were in that place] suggested very hard [that Paul not go to Jerusalem].	Acts
Daniel 2:15	Daniel said to Arioch, ["Why did the king order [you(Arioch) to kill all the astrologers and all the magicians]]?" Then Arioch explained the problem to Daniel.	Daniel
Matthew 19:21	_paragraph Jesus answered, ["[If you(man) want [to be perfect],] you(man) (imp) go]. And you(man) (imp) sell all of your(man's) things/possessions . And you(man) (imp) give the money _implicitFrameInferable to poor people. Then-D you(man) will have a treasure in heaven. Then you(man) (imp) come. And you(man) (imp) follow-B _routinely me(Jesus)."	Matthew
1 Samuel 10:27	But certain bad men said, ["Saul is not able [to save us(men)]]."  Those men hated Saul. And those men did not give gifts to Saul. But Saul did not complain about those men.	1_Samuel
Matthew 23:15	_paragraph People [who teach the religious laws] and Pharisees, people [who pretend [to be good/righteous]], you(scribes) will much suffer! (literal) You(scribes) travel to every place on the land and on the sea [in order to cause [1 person to believe the things [that you(scribes) teach]]]. (dynamic) You(scribes) do many actions [in order to cause [1 person to believe the Jewish laws [that you(scribes) teach-B to that person _implicit]]]. (literal) But [when that person starts following _routinely Jewish laws,] you(scribes) cause [that person to become a child of the place [that evil people are punished by God _implicitActieAgent [after those people die] at] [more-than you(scribes) are children of that place/hell-A]]. (dynamic) But [when that person starts following _routinely Jewish laws,] you(scribes) cause [that person to become much evil [more-than you(scribes) are evil]].	Matthew
Nahum 1:7	Yahweh is good. Yahweh protects the people [who have problems]. And Yahweh takes care of the people [who trust in Yahweh].	Nahum
Daniel 2:37	You(king) are a very great king. God [who is in heaven] has appointed you(king) [in order to be a king]. And God has given power, wealth, and honor to you(king).	Daniel
Genesis 45:25	So the brothers left Egypt. and the brothers returned to the brother's father named Jacob [who lived in Canaan].	Genesis
Nehemiah 9:37	[Because we(people's) did bad _morally things] the kings [that you(God) allow [to rule us(people)]] take the food [that grows in this land]. Those kings rule us(people) and our(people's) cattle. We(people) have much trouble.	Nehemiah
1 Samuel 20:26	Saul did not talk about David on that day. Saul thought, ["Perhaps David is unclean.] So David is not able [to eat with us(Saul)]."	1_Samuel
Matthew 22:40	All the religious laws of Moses and all the words [that the people [who tell God's messages to people] said] are actually _implicit about these 2 commands/commandment."	Matthew
Acts 21:14	We(disciples) knew [that we(disciples) were not able to persuade Paul [to stop going to Jerusalem]. So we(disciples) said, ["We(disciples) pray that you(Paul) will do all the things that God wants you(Paul) to do."]	Acts
Mark 3:32	A crowd was sitting around Jesus. And those people _frameInferable said to Jesus, ["You(Jesus) (imp) listen/behold]. Your(Jesus's) mother and your(Jesus's) brothers are outside of the house _implicitNecessary. And your(Jesus's) mother and your(Jesus's) brothers are searching you(Jesus) ."	Mark
Nehemiah 12:23	The names of all of the leaders of the families of the sons/descendants of Levi were written by people _implicit in the book-of-events-of-the-days. The names of the leaders that lived from the time [when Levi was alive] until the time [when Johanan [who was a son of Eliashib] was alive] were written by people _implicit in that book.	Nehemiah
2 Samuel 24:2	King David said to Joab and the officers [that were with Joab], ["(imp) You(Joab) go to all of the tribes of Israel]. (imp) You(Joab) go from Dan to Beersheba.  And (imp) You(Joab) count the people [so that I(David) could know the number of people [that are in Israel]]."	2_Samuel
2 Samuel 3:8	Then Abner became very angry at Ish-Bosheth.  So Abner said, ["I(Abner) do not work for the people [who are  living in Judah]]. I(Abner) was faithful to Saul, Saul's family, and Saul's friends.  I(Abner) did not give you(Ish-Bosheth) to David. But now you(Ish-Bosheth) say [that I(Abner) did a bad thing with this woman]!	2_Samuel
Ruth 2:17	So Ruth picked up grain/barley in that field until the evening. [After Ruth separated the grain/barley from the plants/stalks] Ruth had about 13 kilograms of grain/barley.	Ruth
Genesis 30:8	Then Rachel said, ["I(Rachel) struggle with my(Rachel's) sister.] and I(Rachel) defeated my(Rachel's) sister". So Rachel named that child Naphtali. -Footnote Naphtali means [to struggle].	Genesis
Nehemiah 7:37	721 men [that were from Lod, Hadid, and Ono] returned.	Nehemiah
Daniel 11:38	That king will honor the god [that protects strong cities]. That king will honor a god [that the king's father did not honor]. That king will give gold, silver, valuable stones, and valuable gifts to that god.	Daniel
Genesis 14:2	One day these 4 kings went [in order to fight with Bera [who was the king of Sodom], Birsha [who was the king of Gomorrah], Shinab [who was the king of Admah], Shemeber [who was the king of Zeboiim], and the king of Bela]. -Footnote People sometimes call Bela Zoar.	Genesis
2 Samuel 10:16	Hadadezer paid money to more Aramean soldiers [so that the soldiers would fight the Israelites]. Those soldiers came from the eastern side of the Euphrates River. Then those other soldiers went to Helam. A man named Shobak was the leader of those new soldiers. Shobak was the captain of Hadadezer's army.	2_Samuel
Nehemiah 7:38	3930 men [that were from Senaah] returned.	Nehemiah
Nehemiah 3:29	A man named Zadok [who was a son of Immer] repaired the next part of the wall. That part of the wall was in-front-of Zadok's house. A man named Shemaiah [who was a son of Shekaniah] repaired the next part of the wall. Shemaiah guarded the eastern gate.	Nehemiah
Matthew 10:41	A person [who accepts/welcome a prophet [just-like people should accept/welcome a prophet]] will receive-A the reward [that prophets receive]. And a person [who accept/welcome a good/righteous person [just-like people should accept/welcome a good/righteous person]] will receive-A the reward [that good/righteous people receive].	Matthew
Genesis 1:28	Then God blessed the 2 people.  God said to the 2 people, ["You(people) birth (imp) many children.] You(people) (imp) have many children [that will live on the earth.]  You(people) (imp) care for all things [that are on the earth.]  You(people) (imp) care for the fish [that are in the ocean] and for the birds [that are in the sky].  You(people) (imp) care for all the animals [that live on the earth]."	Genesis
1 Samuel 20:11	Then Jonathan said, ["Let us(Jonathan) go to the field]." So Jonathan and David went to the field.	1_Samuel
Mark 11:3	A person _generic might ask you(followers) _dual, ["Why are you(followers) _dual taking this young horse/donkey?"] . You(followers) _dual (imp) say to that person, ["The master/Lord needs this horse/donkey]. And the master/Lord will send this horse/donkey to this place soon [(implicit-situational) after the master/Lord finishes using this horse/donkey] .""	Mark
Jonah 3:9	Perhaps God will pity us(people).  Perhaps God will stop being angry with us(people). Then we(people) will not die."	Jonah
Matthew 12:50	For all people [who do _routinely the things [that my(Jesus's) Father [who is in heaven] wants [those people to do]]] are-X my(Jesus's) brother, my(Jesus's) sister, and my(Jesus's) mother."	Matthew
Daniel 7:27	Then God will give God's kingdom to the people [who are faithful to God]. Those people will have great power. And those people will rule all the kingdoms [that are on the earth]. The kingdom of God will exist forever. And all the rulers will serve God forever. And all the rulers will do all the things [that God says]."	Daniel
Mark 16:11	Those people were told by Mary-Magdalene _implicitActiveAgent [Jesus was alive] [and Mary-Magdalene saw Jesus]. But those people did not believe-A Mary-Magdalene _implicit.	Mark
Genesis 38:25	[When those people went to Tamar] Tamar wrote a message to Tamar's father-in-law. Tamar wrote, ["The man [who owns these things] caused [me(Tamar) to become pregnant]]. You(Judah) (imp) look at this ring and this staff. Who owns these things?”	Genesis
Genesis 26:20	But one day the men [who lived in Gerar] [who cared for the animals] argued with the servants of Isaac about the well. and those men said to the servants, ["This well belongs to us(men)]." So Isaac named that well Esek [because the men argued with Isaac]. –Footnote Esek means to argue.	Genesis
2 Samuel 3:37	On that day all the people [that were with David] and all of the Israelites knew[that David did not kill Abner]. Abner was Ner’s son.	2_Samuel
2 Samuel 17:27	[When David came to Mahanaim] men named Shobi, Makir, and Barzillai were at that place. Shobi was the son of Nahash. Shobi was from the town named Rabbah. Rabbah was in Aram. Makir was the son of Ammiel. Makir was from Lo-Debar. And Barzillai was from Rogelim. Rogelim was in Gilead.	2_Samuel
Genesis 42:33	Then that official said to us(brothers), ["You(brothers) must prove [that you(brothers) are not lying]]. You(brothers) (imp) leave one brother in this place. Then you(brothers) (imp) take this grain to your(brothers') families [so that your(brothers') families could eat the grain].	Genesis
1 Samuel 5:10	So the Philistines sent the Ark-of-the-Covenant to Ekron. But [when those people saw [the Ark-of-the-Covenant coming toward Ekron]] those people cried out, ["Why are you(people) bringing the Ark-of-the-Covenant of Israel to our(people's) city]? Do you(people) want [to kill us(people) and our(people's) people]?"	1_Samuel
1 Samuel 9:4	So Saul and a servant walked through the mountains [that the tribe named Ephraim owned]. And Saul also walked through the region [that was near Shalisha]. But Saul and the servant did not find the donkeys. Then Saul went to Shaalim. But Saul did not find the donkeys at that place. Then Saul went through the land [that the tribe named Benjamin owned]. But Saul and the servant did not find the donkeys.	1_Samuel
Genesis 25:28	Isaac loved Esau [more-than Isaac loved Jacob] [because Esau hunted the wild animals [that Isaac liked [to eat]]]. But Rebekah loved Jacob [more-than Rebekah loved Esau].	Genesis
Daniel 5:5	Suddenly the hand of a man appeared in the room. The hand wrote a message on the wall of the king's palace. The message was on the wall [that was near the candles]. The king watched [the hand writing the message on the wall].	Daniel
Genesis 4:17	Later Cain sexed Cain's wife. Then Cain's wife became pregnant.  Then Cain's wife birthed a son named Enoch.  At that time Cain was building a city.  Cain also named the city Enoch [in order to honor Cain's son].	Genesis
Genesis 35:8	At that time Rebekah's nurse named Deborah died. Jacob buried Deborah's body under the oak trees [that are at Bethel]. so people named that place the oak trees [where people cry].	Genesis
1 Samuel 14:6	Jonathan said to the young soldier [who carried Jonathan's shield], ["You(soldier) (imp) come with me(Jonathan)]. Let us(Jonathan) go to the camp of those men [who are not circumcised].  Perhaps Yahweh will help us(Jonathan).  Yahweh does not need many soldiers [in order to save us(Israelites)].  No person is able [to prevent [Yahweh from saving us(Israelites) from the Philistines]]."	1_Samuel
Genesis 49:4	But I(Jacob) am not able [to control you(Reuben)]. You(Reuben) are like water.  I(Jacob) am not able [to prevent [you(Reuben) from doing bad things]]. Therefore you(Reuben) will not lead your(Reuben's) brothers.  You(Reuben) will not lead your(Reuben's) brothers [because you(Reuben) lay down in your(Reuben's) father's bed].  I(Jacob) am ashamed [because you(Reuben) sexed my(Jacob's) female slave].	Genesis
2 Samuel 16:9	Then Abishai [who was Zeruiah's son] said to the king, ["Why is this dead dog cursing you(David)?]  You(David) are the king! (imp) You(David) let [me(Abishai) cut off this man's head]."	2_Samuel
Joshua 15:13	Previously Yahweh commanded [Joshua to give some of Judah's land to Caleb].  Caleb was the son of Jephunneh. So Joshua obeyed Yahweh. Joshua gave the town named Kiriath-Arba to Caleb.  People also called that town Hebron. (Arba was the father of Anak.)	Joshua
Acts 15:28	We agree with the Holy Spirit and we(leaders) decided [that we(leaders) should not tell [you(people) to obey a law [that is difficult [to obey]]]].”	Acts
1 Samuel 26:19	My(David's) master and my(David's) king, you(king) (imp) listen to me(David). [If Yahweh caused [you(Saul) to be angry with me(David)]], I(David) will give a gift/offering to Yahweh. But [if men caused [you(Saul) to be angry with me(David)]], I(David) hope [that Yahweh will curse those men]! Those men forced [me(David) to leave the land [that Yahweh gave to me(David)]].  And those men said to me(David), ["You(David) (imp) go]. And you(David) (imp) serve other gods."	1_Samuel
Genesis 20:8	So in the morning Abimelech called Abimelech's officers. and Abimelech told the officers about Abimelech's dream. Then the officers were very afraid.	Genesis
1 Samuel 13:13	Then Samuel said, ["You(Saul) are foolish]. You(Saul) did not obey God's command. [If you(Saul) had obeyed God] Yahweh would have allowed your(Saul's) descendants [to rule Israel forever].	1_Samuel
Esther 9:15	The next day the Jews met again. The date was March 8. That day the Jews killed 300 men [that lived in Susa]. But the Jews did not take away the things [that those people owned].	Esther
2 Samuel 23:31	Abi-Albon was from Arbath.Azmaveth was from Barhum.	2_Samuel
Ruth 3:5	Then Ruth said to Naomi, ["I(Ruth) will do all of the things [that you(Naomi) said]"].	Ruth
1 Samuel 12:10	So your(Israelites') ancestors cried out to Yahweh. And (implicit-info) your(Israelites') ancestors asked [Yahweh to help your(Israelites') ancestors]. Your(Israelites') ancestors said, ["We(ancestors) sinned]. We(ancestors) stopped obeying Yahweh. And we(ancestors) served other gods. We(ancestors) worshiped Baal and Ashtoreth. But now we(ancestors) ask [you(Yahweh) to save us(ancestors) from our(ancestors') enemies]. Then we(ancestors) will serve you(Yahweh)."	1_Samuel
Acts 2:8	Then Adam and Eve learned about good things and evil things.  [After Cain killed Abel], God has seen too much evil in people.  People choose bad things. and people decide [to do evil things].  So God caused [this flood to happen].	Acts
Genesis 24:8	[If the woman refuses [to return to Canaan with you(servant)]] you(servant) (imp) do not search for another woman.  and you(servant) (imp) do not force [a woman to return to Canaan with you(servant)].  But you(servant) must not take my(Abraham's) son to that place".	Genesis
Philemon 1:1	I(Paul) am Paul. I(Paul) am in prison [because I(Paul) follow Christ Jesus]. Philemon, I(Paul) and Timothy [who also believes in Christ Jesus] are writing this letter to you(Philemon). We(Paul) love you(Philemon). You(Philemon) also serve Christ Jesus.	Philemon
Joshua 19:6	And the tribe named Benjamin owned the towns named Beth-Lebaoth and Sharuhen. Therefore the tribe named Benjamin owned 13 towns.  And the tribe named Benjamin also owned the villages [that were near those towns].	Joshua
Genesis 35:28	Isaac lived for 180 years.	Genesis
Matthew 22:7	Then the king became very angry. The king sent the king's army [so that that army would destroy-B the people [who killed those servants]] [and so that that army would burn-A the city of those people].	Matthew
Joshua 21:39	The tribe named Gad also gave the towns named Heshbon and Jazer to those families. And the tribe named Gad also gave the fields [that were near those 4 towns] to those families.	Joshua
Daniel 4:18	That story was my(Nebuchadnezzar's) dream." Then Nebuchadnezzar said to Daniel, ["Now Belteshazzar, you(Belteshazzar) (imp) tell me(Nebuchadnezzar) about the meaning of the dream]. No wise men [that live in my(Nebuchadnezzar's) kingdom] were able [to tell me(Nebuchadnezzar) about the meaning of this dream]. But you(Belteshazzar) are able [to tell me(Nebuchadnezzar) about the meaning of this dream] [because the spirit of the holy gods is in you(Belteshazzar)]."	Daniel
