reference	verse	book
Matthew 9:4	_paragraph (rhetorical) Jesus [_descriptive who knew those scribes's thoughts] asked those scribes _implicit, ["Why do you(scribes) have evil thoughts in your(scribes') hearts?] (statement) Jesus [_descriptive who knew those scribes's thoughts] said to those scribes _implicit, [ " You(scribes) should not have evil thoughts in your(scribes') hearts].	Matthew
Joshua 22:27	You(Israelites) worship Yahweh. And we(people) built this altar [in order to show your(Israelites') descendants and our(people's) descendants [that we(people) also worship Yahweh]]. We(people) will worship Yahweh at Yahweh's tabernacle. And we(people) will give offerings to Yahweh at Yahweh's tabernacle. Then your(Israelites') descendants will not prevent [our(people's) descendants from worshiping Yahweh].	Joshua
Joshua 15:5	The eastern border of Judah's land was the sea-Dead. The place [where the Jordan River flowed into the sea-Dead] was also in the eastern region of Judah's land.  The northern border of Judah's land was at the place [where the river-Jordan flowed into the sea-Dead].	Joshua
2 Samuel 22:28	You(Yahweh) save people [who do not think [that the people are important]].    But you(Yahweh) watch people [who think that [the people are important]]. And you(Yahweh) cause [those people to become less important].	2_Samuel
Matthew 27:46	(literalunits) At about the 9th hour Jesus cry-out-B loudly to God _implicit, ["Eloi-Eloi-lema-sabachthani?"] (modernunits) At about 3PM Jesus cry-out-B loudly to God _implicit, ["Eloi-Eloi-lema-sabachthani?"] (comment-begin) These words mean-B [My(Jesus's) God, my(Jesus's) God, why did you(God) leave/abandon me(Jesus)?] (comment-end) (footnote) You(people) (imp) see Psalms 22:1.	Matthew
2 Samuel 11:2	On one evening David got up from David's bed. And David walked on the roof of the palace. [While David was on the roof], David saw a woman [that was washing that woman]. That woman was very beautiful.	2_Samuel
Ruth 1:18	So Naomi stopped arguing with Ruth. Naomi understood [that Ruth would not return to the house of Ruth's parents].	Ruth
Matthew 5:36	And you(person) (imp) do not promise/swear [(implicit-situational) you(person) will do something] in the name of your(person’s) head. For you(person) are not able [to cause one hair of your(person's) head _implicitNecessary to become white or black].	Matthew
Jonah 4:9	But God said to Jonah, ["You(Jonah) should not be angry with the plant]." Jonah answered, ["I(Jonah) should be angry with the plant]!  I(Jonah) wish [that I(Jonah) were dead] [because I(Jonah) am extremely angry]."	Jonah
Daniel 4:23	Then you(king) saw an angel. The angel was holy. And the angel came from heaven. The angel said, ["You(angels) (imp) cut down the tree]. And you(angels) (imp) destroy the tree. But you(angels) (imp) allow [the roots of the tree to be in the ground]. You(angels) (imp) tie the tree with chains of iron and chains of bronze. You(angels) (imp) allow [the dew [that comes from the sky] to be on the tree]. You(angels) (imp) make [the tree live in a field with animals for 7 years]."	Daniel
Genesis 29:7	Jacob said, ["The time is 2PM.] Later you(shepherds) will gather the sheep [in-order-to protect the sheep during the night]. But you(shepherds) should give water to the sheep now.  And then you(shepherds) should allow [the sheep to return to the place [where the sheep eat grass]].	Genesis
Matthew 26:10	_paragraph Jesus knew the things-C [that the followers/disciples were saying]. (rhetorical) So Jesus asked the followers/disciples, ["Why are you(followers) annoying/bother this woman?] (statement) So Jesus said to the followers/disciples, ["You(followers) should not annoy/bother this woman]. This woman did a good-A action to me(Jesus).	Matthew
Esther 9:16	The other Jews [that lived in Xerxes' kingdom] met [in order to protect themselves(Jews)] on March 7. Those Jews killed 75000 people. But the Jews did not take away the things [that those people owned].	Esther
Genesis 34:14	The sons of Jacob said to Shechem, ["We(sons) will not allow [you(Shechem) to marry the sister of us(sons) now] [because you(Shechem) were not circumcised by a person]]. –Implicit The God of us(sons) commands [the men of us(sons) to be circumcised by a person].	Genesis
Genesis 50:9	Soldiers [who rode chariots] and soldiers [who rode horses] also went with Joseph to Canaan.	Genesis
Joshua 7:1	(title) Achan sins. But the Israelites did not obey Yahweh. A man named Achan was in the tribe named Judah.  Achan was the son of a man named Carmi. And Carmi was the son of a man named Zimri. And Zimri was the son of a man named Zerah. Achan kept some of the things [that were in Jericho]. So Yahweh became very angry at the Israelites.	Joshua
Acts 21:22	Those Jews will certainly hear [that you(Paul) have come to this place.] And we(Jews) do not know which message we(Jews) should tell them(Jews) about you(Paul).	Acts
Mark 1:35	Jesus (title) prays alone. (paragraph) Jesus get-up in the morning very early [while the sky was still dark]. Jesus left the house _implicit and the town _implicit. And Jesus went to a place [that no other people were at]. And Jesus prayed in that place.	Mark
Acts 16:13	On the seventh day of the week, we(disciples) went outside of the city gate. And we(disciples) went to the river. We(disciples) expected [to find a place [where we(disciples) could pray]]. But some women were at that place.  So we(disciples) sat down. And we began to speak to those women [who gathered at the river].	Acts
Nehemiah 7:30	621 men [that were from Ramah and Geba] returned.	Nehemiah
Titus 1:7	God gives God's work to the person [who cares for God's special people]. So other people must not think [that that person does bad things]. That person must not be proud. and that person must not be selfish. That  person must not easily become angry. That person must not drink too much wine. That person must not be violent. That person must not want [to get money [by doing bad things]].	Titus
Nehemiah 11:20	The other Israelites, the other priests, and the other people [who were in the tribe named Levi] lived in all of the towns [that were in Judah].  Each person lived in the land [that belonged to the person’s families/ancestors].	Nehemiah
2 Samuel 15:17	So the king started walking.  And all of the king's servants were following the king. David and those people stopped walking at the last house.	2_Samuel
Joshua 13:11	And Gilead was in that region. And the land [that the people of Geshur owned] was in that region. And the land [that the people of Maacah owned] was in that region.  Mount-Hermon and Bashan were also in that region. And the land [that was near Salekah] was in that region.	Joshua
Matthew 25:3	The stupid/foolish young women brought those young women's lamps. But those young women did not bring extra _implicit oil.	Matthew
Acts 18:13	Then the Jews said to the judge, ["This man is persuading [people to worship God But his words cause people to break our(Jewish) law]".]	Acts
1 Samuel 26:10	Yahweh will certainly punish Saul. And Saul will certainly die.  Or Saul might die [when Saul becomes old]. Or Saul might die [while Saul is fighting].	1_Samuel
Matthew 19:30	(literal) But many people [who are first now _implicit] will be last in the future _implicit. (dynamic) But many people [who are most important now _implicit] will be least important in the future _implicit. (literal) And many people [who are last now _implicit] will be first in the future _implicit. (dynamic) And many people [who are least important now _implicit] will be most important in the future _implicit.	Matthew
Acts 20:6	But we(disciples) traveled to the city named Philippi. And [after the holiday named "Unleavened Bread" ended], we(disciples) entered a ship. And we(disciples) traveled for five days. Then we(disciples) arrived at the city named Troas. We(disciples) met those other men at that place. And we(disciples) stayed in that place for seven days.	Acts
Matthew 1:13	Zerubbabel (literal) became the father of Abihud. Zerubbabel (dynamic) was the grandfather of Abihud. Abihud became the father of Eliakim. And Eliakim became the father of Azor.	Matthew
2 Samuel 1:2	On the third day a young man came from the place [where the Israelites were camping] to Ziklag. [Before that man came to Ziklag] that man tore that man's clothes [in order to show people[that that man was very sad]]. And that man put dust on that man’s head [because that man was extremely sad].[When that man came to David] that man bowed to David.	2_Samuel
1 Samuel 8:6	But [when the leaders asked [Samuel to choose/appoint a king]] Samuel became upset. So Samuel prayed to Yahweh.	1_Samuel
Joshua 24:8	Then I(Yahweh) brought you(people) to the land of the Amorites. The Amorites were living on the eastern side of the river-Jordan. The Amorites fought you(people). But I(Yahweh) caused [you(people) to defeat the Amorites]. And you(people) saw [that I(Yahweh) destroyed those Amorites]. Then you(people) owned that land.  And (explanatory) you(people) lived in that land.	Joshua
Matthew 9:28	_paragraph [After Jesus entered the house [that (implicit-situational) Jesus stayed in Capernaum at],] the men [who were blind] came to Jesus. And Jesus asked those men, ["Do you(men) believe [I(Jesus) am able [to heal you(men)]]?"] _paragraph The men answered, ["Master/Lord-C, yes."]	Matthew
Matthew 3:1	(title) John the Baptist prepares Jesus's path. (paragraph) (implicit-subaction) Many years passed. Then, [while (implicit-situational) Jesus was still in Nazareth, ] John the Baptist came [in order to teach/preach God's message _implicit in the desert/wilderness [that is in Judea]].	Matthew
Ruth 1:19	So Naomi and Ruth traveled to Bethlehem. [when Naomi and Ruth entered Bethlehem] the people [that lived in Bethlehem] became excited. The women [that lived in Bethlehem] asked each-other(women), ["Is this woman Naomi]?"	Ruth
Daniel 1:14	So the guard agreed with Daniel. And the guard tested these four young men for ten days. The guard gave only vegetables and water to Daniel, Hananiah, Mishael, and Azariah for ten days.	Daniel
Acts 15:1	The men (title) [who lead the group of people [who believe in Jesus]] met each-other (men) in Jerusalem. Some men left the area named Judea. And they came to the city named Antioch. Then those men began to teach the people [who believe in Jesus] about Moses' law. Those men said, ["Moses said [that if the leaders do not cut off your(men's) foreskins,] [God will not save you(Gentiles)]"].	Acts
Mark 9:25	(paragraph) [When Jesus saw [many more people were quickly joining the crowd _frameInferable],] Jesus spoke/rebuke the evil/unclean spirit. Jesus said to that spirit, ["Spirit [who causes [people to not be able [to hear sounds]]] [and who causes [people to not be able [to speak]]], I(Jesus) command you(spirit) [you(spirit) to come-out from this boy] [and you(spirit) to never enter this boy again]]."	Mark
Acts 1:21	So now another man must join us(apostles).  And that man must tell people [that Jesus was raised from the dead by God].  That man must be one of the men [who were with us(apostles) [while Jesus was with us(apostles)]].	Acts
Genesis 38:27	Later Tamar birthed twins.	Genesis
Daniel 4:10	[While I(Nebuchadnezzar) was sleeping] I(Nebuchadnezzar) saw a tree [that was at the middle of the earth]. The tree was very tall.	Daniel
1 Samuel 3:20	And all of the people [who were living in Israel] knew [that Samuel was a prophet]. All of the people [who lived between Dan and Beersheba] knew [that Samuel served Yahweh].	1_Samuel
Mark 7:9	(paragraph) Then Jesus said to those Pharisees and those people/scribes, ["You(Pharisees) skillfully _inLdv ignore the things [that God commanded [you(Pharisees) to do]] [in-order-to obey your(Pharisees's) religious _implicit customs]!]	Mark
1 Samuel 14:38	So Saul said to the leaders of the army, ["You(leaders) (imp) come to me(Saul)].  Let us(Saul) find out [which person did not obey God today].	1_Samuel
2 John 1:12	There are many more things [that I(John) want [to tell you(people) about]]. But I(John) do not want [to write about those things in a letter]. Instead I(John) hope [to visit you(people)] [so that we(John) could be with each-other(people)] [and so that we(John) could talk to each-other(people)]. Then we(John) will rejoice with each-other(John) very much.	2_John
Genesis 24:5	The servant said to Abraham, ["[If the woman [that I(servant) find] does not want [to return to Canaan with me(servant)]] should I(servant) take your(Abraham's) son with me(servant) to that place?"]	Genesis
Genesis 14:8	At-that-time the kings of Sodom, Gomorrah, Admah, Zeboiim, and Bela went to the Valley [that is in Siddim] [in-order-to fight these 4 kings].	Genesis
Titus 2:5	And those old women should help [young women be wise]. Those old women should encourage [young women to sex only the husbands of those women]. Those (alt) old women should  encourage [young women to not do any bad things]. Those old women should encourage [young women to work in those young women's houses]. And those old women should encourage [young women to  respect the authority of those young women's husbands]. And (alt) those old women should encourage [young women to allow [those young women's husbands to lead those young women's families]]. Then  no person will say bad things about God's good message.	Titus
Nehemiah 7:13	845 men [that were from Zattu] returned.	Nehemiah
Joshua 24:25	On that day Joshua made a promise/covenant for the people.  And Joshua told the people about the commands [that the people should obey]. Joshua and the people were at Shechem.	Joshua
Genesis 18:31	Then Abraham said, ["Lord, I(Abraham) have courage [to speak to you(Yahweh) again]]. [If there are 20 righteous people [who live in the city]] will you(Yahweh) destroy the city?" Yahweh answered Abraham, ["[If I(Yahweh) find 20 righteous people] I(Yahweh) will not destroy the city."]	Genesis
1 Samuel 9:6	But the servant said, ["There is a man [who tells God's messages to people] in this town]. The people respect this man/prophet. All of the things [that this man/prophet says] always happen.  Let us(servant) go into this town. Perhaps that man/prophet will tell us(servant) about the place [that the donkeys are at]."	1_Samuel
Matthew 19:17	_paragraph (rhetorical) Jesus answered, ["Why do you(man) ask me(Jesus) about a good-B thing?] (statement) You(man) should think [before you(man) ask me(Jesus) about a good-B thing]. No person is good-B. Only God is good-B. [If you(man) want to live forever with God _implicit,] you(man) (imp) obey the commands/commandments _frameInferable of God _implicit."	Matthew
Nehemiah 8:13	On the second day of the month the leaders of all the families, the priests, and the people [that were in the tribe named Levi] met with Ezra [who taught the people about God]. Those people met [in order to study carefully the Law].	Nehemiah
Mark 15:7	A man named Barabbas was in the prison _frameInferable with some other people. Those people _newNounIndex _rebels killed people _otherThingList [while those people _rebels were fighting the Roman _implicit government].	Mark
Genesis 28:9	At that time Esau already had several wives. but [after Esau knew [that the father of Esau did not like the women [who were from Canaan]]] Esau went to the son of Abraham named Ishmael. and Ishmael allowed [Esau to marry the daughter of Ishmael named Mahalath]. Mahalath was the sister of Nebaioth.	Genesis
Daniel 2:47	The king said to Daniel, ["Your(Daniel's) God is greater than all gods]. Your(Daniel's) God rules kings. And your(Daniel's) God explains secrets [that people are not able [to understand]]. I(Nebuchadnezzar) know [that God is great] [because you(Daniel) explained this dream to me(Nebuchadnezzar)]."	Daniel
Mark 15:3	(paragraph) Then those chief priests said/accused about Jesus [Jesus did many bad-A things]. (implicit-situational) But Jesus did not speak.	Mark
2 Samuel 13:18	So Amnon's servant took Tamar outside that house. And that servant locked the door.The king's daughters [who were virgins] wore beautiful robes. Tamar was wearing one of those robes.	2_Samuel
Genesis 24:59	So the mother and the brother allowed [Rebekah and Rebekah's nurse to go with Abraham's servant and with the servant's men].	Genesis
1 Samuel 2:27	One day God sent a man to Eli. That man said, ["Yahweh says to you(Eli), ["I(Yahweh) showed/revealed myself(Yahweh) to the family of your(Eli's) ancestor named Aaron]]. Your(Eli's) ancestors were slaves of the king of Egypt.	1_Samuel
Daniel 4:12	This tree had beautiful leaves. And this tree produced a lot of fruit. The tree produced food for all the people [that live on the earth]. The tree was a shelter for the animals and the birds. All the animals ate the fruit of this tree.	Daniel
1 Samuel 20:15	And you(David) (imp) do not stop being kind to my(Jonathan's) family. [After Yahweh destroys all of your(David’s) enemies] you(David) (imp) continue being kind to my(Jonathan's) family."	1_Samuel
Joshua 7:4	So Joshua sent about 3000 men to Ai. But the people [who were living in Ai] defeated those men.	Joshua
Genesis 35:25	Israel and Rachel's female slave named Bilhah had two sons named Dan and named Naphtali.	Genesis
Joshua 18:10	Then Joshua used lots [in-order-to choose the land [that each tribe should receive]]. Joshua threw the lots in Shiloh in front of Yahweh. Then Joshua divided the land.  And Joshua gave land to each tribe.	Joshua
Mark 4:31	(complex) The kingdom-B _implicitNecessary of God _implicitNecessary be-U like a seed-mustard [that is planted in the ground by a person _implicitActiveAgent]. (simple) This story/parable _implicitNecessary [ _descriptive that is about a seed-mustard [that is planted in the ground by a person _implicitActiveAgent]] explain-how [God rules God's people _implicit] . That seed is smaller than all _hyperbolic other seeds [that are on the earth].	Mark
Genesis 41:7	Then the thin wheat ate the fat wheat. Then the king woke up again. and the king realized [that the king dreamed again].	Genesis
Genesis 31:12	Then that angel said, [“you(Jacob) (imp) look at the goats]. Only male goats [that have black marks or stripe] sex the female goats. -Implicit Thus I(God) will give all Laban's sheep to you(Jacob). I(God) know [that Laban treated you(Jacob) badly]. -Implicit Therefore I(God) am helping you(Jacob).	Genesis
Joshua 22:15	So those men went to Gilead [in-order-to talk to the people [who were in the tribes named Reuben, Gad, and Manasseh]].	Joshua
Matthew 11:22	But I(Jesus) tell you(people) [that God will punish you(people) [more-than God will punish Tyre of the people _metonymy and Sidon of the people _metonymy] on the day [when God will judge all the people of the earth]].	Matthew
Acts 21:30	Many people [who lived in Jerusalem] heard the things [that the Jews said].  Then those people were angry at Paul.  So those people ran to the temple. And those people pulled Paul out of the temple.  And some people closed the temple’s gate.	Acts
Nehemiah 10:9	The following people [who were in the tribe named Levi] put marks on the agreement.  Jeshua [who was a son of Azaniah], Binnui [who was one of the sons of Henadad] and Kadmiel.	Nehemiah
Genesis 14:9	These 5 kings fought against those 4 kings.  Those 4 kings were Kedorlaomer [who was the king of Elam], Tidal [who was the king of Goiim], Amraphel [who was the king of Babylonia], and Arioch [who was the king of Ellasar].	Genesis
Matthew 13:13	I(Jesus) speak to those people [by telling stories/parables] because of this reason. Those people see-A things _implicit. (literal) But those people do not see those things _implicit. (dynamic) But those people do not understand those things _implicit. Those people hear-A things _implicit. (literal) But those people do not hear those things _implicit. (dynamic) But those people do not understand those things _implicit.	Matthew
Genesis 29:28	So Jacob stayed with Leah for 1 week. Then Laban allowed [Jacob to marry Laban's daughter named Rachel].	Genesis
Matthew 16:5	(title) Jesus warns-C Jesus's followers/disciples about the Pharisees and the Sadducees. _paragraph [When Jesus and Jesus's followers/disciples went across the lake,] Jesus's disciples forgot-B [to bring bread].	Matthew
Acts 16:15	Then people baptized Lydia and the members of Lydia’s family. Then Lydia invited us(disciples) [to come to Lydia's home]. Lydia said, ["[If you think [that I(Lydia) am a person [who believes in the Lord Jesus]], then you(disciples) come (imp) to my(Lydia’s) house].  And you(disciples) stay at my(Lydia's) house." So Lydia persuaded us(disciples) [to stay at Lydia’s house].	Acts
Genesis 1:4	God saw the light.  And God thought [that the light was good.]  Then God separated the darkness from the light.	Genesis
1 Samuel 2:16	Perhaps the man [who was giving the sacrifice to Yahweh] might say, ["You(servant) (imp) let [me(man) burn the fat]]. Then you(servant) may take all of the meat [that you(servant) want]." Then the servant said, ["No]. You(man) (imp) give the meat to me(servant) now. [If you(man) do not give the meat to me(servant)] I(servant) will take away the meat from you(man)."	1_Samuel
Esther 3:3	One day the king's officials [that were at the gate of the palace] asked Mordecai, ["Why do you(Mordecai) not do all the things [that the king's command says]?] Why do you(Mordecai) not bow to Haman?"	Esther
Matthew 23:18	You(scribes) also say, ["[If a person promises/swear to God _implicit [that person will do an action] by the structure _instrument [on which people give gifts/sacrifices to God],] a person does not need [to do an action ]]. But [if a person promises/swear to God _implicit [ a person will do an action] by the gift _instrument [that is on that structure/altar],] a person must do an action."	Matthew
Ruth 4:14	The women [who were living in Bethlehem] said to Naomi, ["We(women) praise Yahweh]. Yahweh gave a kinsman-redeemer to you(Naomi). Yahweh gave a person [that will protect Elimelech’s family and Elimelech’s land] to you(Naomi). We(women) pray [that all of the people [who are living in Israel] will know about this child]!	Ruth
Daniel 11:11	Then the king of the south region will be angry. That king will go to the north region [in order to fight the king of the north region]. The king of the north region will gather a big army. But the king of the south region will defeat the army of the king of the north region.	Daniel
Esther 5:1	After three days Esther put on Esther's royal clothes. Then Esther entered the king's palace. And Esther stood near the door of the king's room. The king was sitting on the king's throne [that was in the king's room].	Esther
Philemon 1:11	Previously Onesimus did not help you(Philemon). But recently Onesimus helped me(Paul). And Onesimus is able [to help you(Philemon)]. Onesimus's (footnote) name means a person [who helps people].	Philemon
Genesis 41:10	several years ago you(king) were angry at me(officer) and at the officer [who baked bread for you(king)]. So You(king) put us(officers) in the prison.	Genesis
1 Samuel 26:14	Then David shouted to the army and Abner, ["Abner, you(Abner) (imp) answer me(David)!"] Then Abner shouted, ["Who are you(David)]? Who is calling the king?"	1_Samuel
Ruth 3:3	Therefore you(Ruth) (imp) wash yourself(Ruth). And you(Ruth) (imp) put oil [that smells good] on your(Ruth’s) body. Then you(Ruth) (imp) put on your(Ruth’s) best clothes.  Then you(Ruth) go to the place [that people separate grain from plants at]. But you(Ruth) (imp) do not let [Boaz see you(Ruth)].  Boaz will eat food.  And Boaz will drink wine. You(Ruth) (imp) wait [until Boaz finishes eating food] [and until Boaz finishes drinking wine].	Ruth
Matthew 27:51	_paragraph At that time the curtain of the big building [that Jews honor/worship God in] was torn-A by God _implicitActiveAgent into 2 pieces. That curtain tore-B from the top to the bottom. The ground shook-A. And the stones broke-D.	Matthew
Ruth 1:2	That man's name was Elimelech.  And that man's wife's name was Naomi.  One son's name was Mahlon. And the other son's name was Kilion. Elimelech and Naomi were in Ephrah's family/clan.  That family was living in a town named Bethlehem [which was in Judah]. But that family went to a country named Moab. And that family lived in Moab.	Ruth
Genesis 26:15	So the Philistines filled all the wells [that the servants of the father of Isaac named Abraham dug] with dirt.	Genesis
Joshua 13:25	Moses gave the land [that was in Jazar] to the families [that were in the tribe named Gad].  And Moses gave all of the towns [that were in Gilead] to those people. Moses divided the land of the Ammonites into two regions. Moses gave one of those regions to the tribe named Gad. Aroer [which was near Rabbah] was in that region.	Joshua
Genesis 45:24	Then Joseph told [Joseph's brothers to leave]. Joseph said to Joseph's brothers, ["You(brothers) (imp) do not argue with each-other(brothers) [while you(brothers) are traveling]]."	Genesis
Genesis 10:13	Mizraim had sons named Ludim, named Anamim, named Lehabim, and named Naphtuhim.	Genesis
Matthew 17:2	Then Jesus was changed-D by God _implicitActiveAgent in-front-of Peter, James and John. Jesus's face shined [just-like the sun shines]. And Jesus's clothes became extremely white [just-like light is extremely white].	Matthew
Esther 9:31	So the Jews began celebrating Purim each year. The Jews did all of the things [that Mordecai and Esther commanded [the Jews to do]]. The Jews remember these two days [like the Jews remember the other holidays].	Esther
Mark 14:14	That man will enter a house. You(followers) _dual (rhetorical) (imp) say to the person [who owns that house], ["The Master/Teacher asks you(person) _implicit, [" Where is the room [that is prepared-C by you(person) _implicitActiveAgent for me(Jesus)] [so that I(Jesus) could eat the meal of Passover in that room with my(Jesus's) followers/disciples]?"]"]  You(followers) _dual (statement) (imp) say to the person [who owns that house],["The Master/Teacher says to you(person) _implicit, ["Please you(person) (imp) show-A to my(Jesus's) 2 followers/disciples the room [that is prepared-C by you(person) _implicitActiveAgent for me(Jesus)] [so that I(Jesus) could eat the meal of Passover in that room with my(Jesus's) followers/disciples]"]"].	Mark
Daniel 9:4	I(Daniel) prayed to God. And I(Daniel) confessed my(Daniel's) sins to God. I(Daniel) said, ["Lord, great God, you(Lord) always keep the promises [that you(Lord) gave to the people [who do all the things [that your(Lord's) commands say]]]]. You(Lord) always love the people [who love you(Lord)].	Daniel
Genesis 30:39	Thus the animals sexed each-other(animals) in-front-of the branches [that had white marks]. Then the young animals [that were birthed by the female sheep and female goats] had marks.	Genesis
Esther 4:16	Esther told [Hathach to say to Mordecai, ["You(Mordecai) (imp) call all the Jews [that live in Susa]]]. You(Mordecai) (imp) tell [the Jews to not eat food for three days and for three nights]. My(Esther's) servants and I(Esther) also will not eat food for three days and for three nights. Then I(Esther) will go to the king. [although the king might kill me(Esther)] I(Esther) will go to the king. [If I(Esther) die] then I(Esther) will die."	Esther
Mark 1:33	Very many people [who lived in the town] gathered-C at the door of Simon's house _implicit.	Mark
Matthew 12:1	(title) Jesus is master/Lord-C of the Sabbath. _paragraph Then on one Sabbath Jesus and Jesus's followers/disciples _implicit were going through fields of grain-A. Jesus's followers/disciples were hungry. So those followers/disciples began picking the grains-B. And those followers/disciples began eating those grains-B.	Matthew
Matthew 15:1	(title) Jesus explains the things [that cause [a person to become religiously/ritually dirty]]. _paragraph Then some Pharisees and some scribes came from Jerusalem to Jesus.	Matthew
2 Samuel 10:7	David heard[that the Ammonites were preparing [to fight the Israelites]]. So David sent Joab and all of Israel’s soldiers to the city [that the Ammonite soldiers were camping in].	2_Samuel
Genesis 5:8	Therefore Seth lived for 912 years.  Then Seth died.	Genesis
Joshua 12:4	A man named Og was the king of Bashan. Og was a descendant of giants named Rephaites. Og ruled the people [who were living in Ashtaroth] and the people [who were living in Edrei].	Joshua
