reference	verse	book
Genesis 15:16	After 400 years your(Abram's) descendants will return to this place. Your(Abram's) descendants will not return until that time [because the Amorites [who live in this place] will become very sinful].  Then I(Yahweh) will punish the Amorites."	Genesis
Nehemiah 11:34	Hadid, Zeboim, Neballat,	Nehemiah
1 Samuel 17:3	The Philistines were on one hill. And the Israelites were on another hill. A valley was between those 2 armies.	1_Samuel
Joshua 1:18	We(people) will kill each person [that does not obey you(Joshua)]. But (imp) you(Joshua) be strong and brave!"	Joshua
Genesis 41:33	So you(king) should choose a man [who is very wise]. That man should oversee the crops [that people grow in Egypt].	Genesis
Joshua 18:13	Then the border went to Luz. (Certain people called Luz Bethel.) Then the border went to Ataroth-Addar. Ataroth-Addar was on a hill [that was on the southern side of Lower-Beth-Horon].	Joshua
Matthew 20:28	Similarly, the Son-of-man _1stAs3rd did not come to this earth _implicit [so that people _implicitNecessary would serve the Son-of-man _1stAs3rd]. But the Son-of-man _1stAs3rd came to this earth _implicit [in order to serve people _implicit] [and in order to die [so that many people would become free]]."	Matthew
Genesis 44:24	So we(Judah) returned to our(Judah's) father.  And we(Judah) told our(Judah's) father about all the things [that you(Joseph) said to us(Judah)].	Genesis
Matthew 18:28	_paragraph But [when that servant go-out from the king's palace _implicit,] that servant saw another servant [_descriptive who owed to that servant _first 100 denarii]. The first servant tightly held/grab the other servant. And the first servant began squeezing the other servant's throat. The first servant said , ["You(servant) _second (imp) pay the money [that you(servant) _second owe me(servant)] _first!"] (footnote) 1 denarius was about the amount of money/wages [that a man received [when that man worked for 1 day]].	Matthew
Daniel 10:16	Then another person [who looked like a man] touched my(Daniel's) mouth. Then I(Daniel) opened my(Daniel's) mouth. And I(Daniel) was able [to speak again]. I(Daniel) spoke to the man [who stood in front of me(Daniel)]. I(Daniel) said, ["My(Daniel's) lord, I(Daniel) am suffering because of this vision]. I(Daniel) have become weak.	Daniel
Daniel 5:24	Therefore God sent the hand [in order to write these words on the wall].	Daniel
2 Samuel 12:29	So David led David's army to Rabbah. David's army attacked Rabbah. And David's army defeated/captured Rabbah.	2_Samuel
Joshua 21:9	The tribes named Judah and Simeon gave certain towns to the descendants of Kohath.	Joshua
Matthew 20:7	_paragraph Those people answered, ["We(people) are not working [because no person has employed us(people)]]. _paragraph That man said to those people, ["You(people) (imp) go into my(man's) vineyard [just-like the other people went into my(man's) vineyard _implicit]]. (implicit-situational) And you(people) (imp) work there."	Matthew
Nahum 3:6	I(Yahweh) will throw garbage at you(people). You(people) will not be important. I(Yahweh) will punish you(people) [so that other people would know [that the people must not worship gods]].	Nahum
Genesis 27:43	son of me(Rebekah), you(Jacob) (imp) go to the brother of me(Rebekah) named Laban [who is living in Haran]. You(Jacob) (imp) leave immediately!	Genesis
Daniel 12:2	Then all people [who have died] will live again. Some people will receive a good life forever. Other people will receive a terrible life forever.	Daniel
1 Samuel 29:6	So Achish called David.  And Achish said to David, ["I(Achish) completely trust you(David)]. And I(Achish) want [you(David) to be in my(Achish's) army]. [Since you(David) came to me(Achish)], you(David) always treated me(Achish) well. But the kings of the Philistines do not trust you(David).	1_Samuel
Genesis 49:16	Dan will fairly judge the people [who live in Israel].	Genesis
Matthew 9:23	_paragraph Then Jesus entered the house of the leader of the synagogue. In that house _implicit Jesus saw a crowd. People _frameInferable were playing instruments/flute [that (implicit-situational) people play [when a person dies _immediatePast]]. And other _implicit people were crying/weeping loudly.	Matthew
Genesis 8:7	Several times Noah put a black bird outside the boat.  That bird flew around the region. but the bird always returned to the boat [until the water stopped covering the earth].	Genesis
2 Samuel 17:3	Then I(Ahithophel) will bring all of those people to you(Absalom). [If you(Absalom) kill David]all of the other people will return to Jerusalem.  I(Ahithophel) will not hurt those other people."	2_Samuel
1 Samuel 26:8	Abishai said to David, ["Today God helped [you(David) defeat your(David's) enemy]]. You(David) (imp) let [me(Abishai) kill Saul with this spear]. I(Abishai) will kill Saul quickly."	1_Samuel
Genesis 34:29	Those sons took all of the valuable things [that  were in those houses]. And those sons also took all of those people's women and the children. And (implicit-subaction) those sons led those children and wives to the son's camp.	Genesis
Matthew 20:33	_paragraph Those men _dual answered, ["Lord-B, we(men) want [to be able [to see]]"].	Matthew
Mark 8:20	(paragraph) Then _implicitNecessary Jesus _implicitNecessary said _implicitNecessary to those followers/disciples _implicit, ["[When I(Jesus) _implicitNecessary broke _implicitNecessary 7 pieces/loaves of bread _implicitNecessary [in-order-to give food to 4000 men _implicitNecessary and many other people _implicit],] how-much-many baskets did you(followers) fill with the extra pieces [(implicit-situational) that the people did not eat]?]" (paragraph) Those followers/disciples said to Jesus, ["7"].	Mark
Acts 20:7	Paul (title) caused [a man named Eutychus to live again at the city named Troas]. On the first day of the week, we(disciples) gathered together [in order to eat the Lord's Supper]. And Paul spoke to the people. Paul planned [to leave Troas on the next day]. So Paul continued talking until midnight.	Acts
Joshua 2:20	[If you(Rahab) tell a person about the things [that we(men) are doing]] then we(men) will not protect you(Rahab) and your(Rahab's) family."	Joshua
Matthew 7:20	(literal) Therefore you(people) will certainly recognize false prophets [by looking at the fruit [that those people produce]]. (dynamic) Therefore you(people) will certainly know [those people are false prophets] [by thinking about the actions [that those people do]].	Matthew
Matthew 27:63	Those chief priests and those Pharisees said to Pilate _implicit, ["Ruler/governor, we(priests) remember the words [that that man [who deceived people _generic] said [while that man was still alive]]]. That man said, ["I(Jesus) will become alive again after-B 3 days"].	Matthew
Mark 3:27	But no person is able [to enter the house of a strong man [in-order-to steal that man's things]] [unless that person first ties that man]. Then that person will steal those things _implicit from that strong man's house.	Mark
Matthew 1:15	Eliud became the father of Eleazar. Eleazar became the father of Matthan. And Matthan became the father of Jacob.	Matthew
Joshua 12:3	Sihon also ruled the people [who were living on the eastern side of the valley-Jordan]. That land was between the sea-Galilee and the sea-Dead. And Sihon ruled the people [who were living between Beth-Jeshimoth and the hills [that are near Pisgah]].	Joshua
Joshua 15:63	The Jebusites were living in Jerusalem. The soldiers [that were in the tribe named Judah] were not able [to force [the Jebusites to leave Jerusalem]]. So the Jebusites are still living in Jerusalem with the people [who are in the tribe named Judah].	Joshua
1 Samuel 14:16	The soldiers [that protected Saul] were at Gibeah.  Gibeah was in the region [that the tribe named Benjamin owned]. Saul's soldiers saw [the Philistine soldiers run-away].	1_Samuel
Mark 8:27	(title) Peter says/declares [Jesus is the Christ]. (paragraph) Then Jesus and Jesus's disciples went from the area/region _implicit of Galilee to the villages [that were in Caesarea-philippi]. [While Jesus and Jesus's followers/disciples were traveling,] Jesus asked Jesus's followers/disciples, ["Who do people say-C [I(Jesus) am]?"]	Mark
Matthew 25:8	The stupid/foolish young women said to the wise young women, ["You(women) _wise (imp) give us(women) _stupid some of your(women's) _wise oil]. For our(women's) _stupid lamps will soon stop burning."	Matthew
2 Samuel 5:17	(title) David defeats the Philistines.  The Philistines heard [that David was the king of Israel]. So all of the Philistine soldiers started looking for David. The (implicit-info) Philistines wanted [to kill David].  But David heard [that the Philistines were looking for David]. So David went to a safe place.	2_Samuel
Joshua 8:23	But the Israelite soldiers did not kill the king of Ai. Instead the Israelite soldiers brought that king to Joshua.	Joshua
Acts 3:5	Then that man looked eagerly at Peter and John. That man expected [to receive money from Peter and from John].	Acts
2 Samuel 18:23	Ahimaaz said, ["I(Ahimaaz) want [to run].]" So Joab said to Ahimaaz, ["Ok]. (imp) You(Ahimaaz) run!" Then Ahimaaz ran across the plain to the king. And Ahimaaz ran faster than the man [who was from Cush].	2_Samuel
Matthew 11:13	For all the prophets of the books _implicitType and the laws of Moses _implicit prophesied [until John the Baptist prophesied].	Matthew
Mark 2:5	(complex) [After Jesus saw [those people had much _implicit faith],] Jesus said to that man [who was not able [to move that man's legs]], ["Child, your(man's) bad _morally actions are forgiven by me(Jesus) _implicitActiveAgent."] (simple) [After Jesus saw [those people trusted much _implicit in Jesus _implicit],] Jesus said to that man [who was not able [to move that man's legs]], ["Child, your(man's) bad _morally actions are forgiven by me(Jesus) _implicitActiveAgent."]	Mark
Nehemiah 11:17	Mattaniah [who was a son of Mika]. Mika was a son of Zabdi. Zabdi was a son of Asaph. [When people thanked God] [and when people prayed to God] Mattaniah was the leader. And Bakbukiah was the second leader. Abda [who was a son of Shammua]. Shammua was a son of Galal. Galal was a son of Jeduthun.	Nehemiah
Matthew 7:6	(paragraph) Also _implicit, you(people) (imp) do not give to dogs things [that are special/holy]. [If you(people) do that thing _implicit,] those dogs might turn-around . And those dogs might tear you(people) to pieces. And you(people) (imp) do not throw your(people’s) jewelry/pearls _plural to pigs. [If you(people) do that thing _implicit,] those pigs might step on those jewelry/pearls _plural. (footnote) Jesus spoke about animals [just-like those animals were people [who did not accept the Good-News]].	Matthew
Nahum 3:8	Nineveh is like the city named Thebes. Thebes is near the Nile river. Water surrounds Thebes. That water protected Thebes [like a wall protects a house].	Nahum
Matthew 25:21	_paragraph That servant's master-A said, ["Good and faithful-A servant, you(servant) did your(servant's) work well!] I(master) _implicitNecessary gave/entrust _implicitNecessary to you(servant) few _adj things. And you(servant) were faithful-A to me(master) _implicit. Therefore _implicit I(master) will allow you(servant) to manage many things. You(servant) (imp) come. And you(servant) (imp) be happy/joyful with your(servant's) master _1stAs3rd exclamation."	Matthew
Nehemiah 10:4	Hattush, Shebaniah, Malluk,	Nehemiah
Genesis 46:33	[When the king speaks to you(family)]  the king will ask you(family) about the work [that you(family) do].	Genesis
Daniel 5:2	[After Belshazzar drank some wine] Belshazzar demanded [that the servants bring some gold cups from the temple to the palace]. Nebuchadnezzar [who was the father of Belshazzar] had taken these gold cups from God's temple [that is in Jerusalem]. And Nebuchadnezzar put these cups in the temple of Nebuchadnezzar's god. Belshazzar wanted [the guests of Belshazzar, the wives of Belshazzar, and the other women [that Belshazzar loved] to drink wine from these cups].	Daniel
Genesis 28:5	Thus Isaac sent Jacob to the brother of Rebekah named Laban [who lived in northwest Mesopotamia]. Bethuel [who was an Aramean] was the father of Laban and of Rebekah. and Rebekah was the mother of Jacob and of Esau.	Genesis
Matthew 14:9	Herod became very upset. But because of Herod's promises/oaths and Herod's guests [who (implicit-situational) heard [Herod make those promises/oaths]] Herod commanded [soldiers _implicitNecessary to do the thing [that that daughter asked]].	Matthew
Nehemiah 10:28	Many other people also promised to keep the agreement. Those other people were priests, people [who were in the tribe named Levi], people [who guarded the gates], people [who sang], people [who served God in the temple], and all of the people [who separated those people from people [who came from other countries] [in order to obey the laws/Law of God]]. And those people’s wives, those people’s sons  [who were able [to understand the agreement]], and those people’s daughters [who were able [to understand the agreement]] also promised to keep the agreement.	Nehemiah
Mark 11:25	And [whenever you(followers) are praying, ] you(followers) (imp) first _implicit forgive-C other people. [If you(followers) are angry with a person ,] you(followers) (imp) forgive-C that person. Then-D your(followers') Father [ _descriptive who is in heaven] will also forgive-B your(followers') bad-B _morally actions."	Mark
Ruth 1:10	Naomi's daughters in law said to Naomi, ["We(daughters in law) want [to go to your(Naomi's) people with you(Naomi)]]."	Ruth
Joshua 18:9	So those men left Joshua. And those men traveled through those regions. Those men looked at the land. And those men wrote reports [that were about that land]. Those men looked at each town. And those men divided the land into 7 parts. Those men wrote reports in a scroll. Then those men returned to Joshua. Joshua was still at the camp [that was at Shiloh].	Joshua
Mark 2:6	(paragraph) But some of the scribes were sitting in that house. And those people/scribes thought in those people's/scribes' minds/hearts.	Mark
Genesis 26:21	Then the servants of Isaac dug another well. [When the people [who lived in Gerar] argued with Isaac about that well] Isaac named that well Sitnah. –Footnote Sitnah means to fight.	Genesis
Jonah 2:3	You(Yahweh) threw me(Jonah) into  the Mediterranean Sea. I(Jonah) was in deep water. Water surrounded me(Jonah). Your(Yahweh’s) waves were over me(Jonah).	Jonah
Matthew 22:18	_paragraph But Jesus understood the evil plans of those people. (implicit-situational) Those people did not actually want [to know the thing [that God wanted [those people to do]]]. (rhetorical) Jesus asked those people, ["You(Pharisees), people [who pretend [to be good/righteous]], why are you(Pharisees) trying [to trick me(Jesus)]?] (statement) Jesus said to those people, ["You(Pharisees), people [who pretend [to be good/righteous]], you(Pharisees) should not be trying [to trick me(Jesus)]].	Matthew
1 Samuel 30:23	But David said, ["My(David's) brothers, no]. You(men) must not treat these men badly. Yahweh gave all of these things to us(David). Yahweh protected us(David). And Yahweh helped [us(David) defeat the Amalekites [who attacked us(David)]].	1_Samuel
Genesis 24:32	So Abraham's servant entered the house.  Then Laban remove the things [that were on the backs of the camels]. and Laban gave straw and food to the camels. then Laban gave water to Abraham's servant and to the men [who were with the servant] [so that the servants could wash the feet of the servants].	Genesis
Matthew 24:11	And many people [who tell people false messages [that do not come from God] to people] will come. And those people/prophets will deceive many people.	Matthew
Mark 12:42	Then a poor woman [who had a husband [who died]] came. And that woman/widow put 2 small copper coins into that box _implicit. Those 2 coins were the least valuable coins.	Mark
2 Samuel 11:19	[Before that messenger went to David], Joab told that messenger, ["(imp) you(messenger) tell the king about this battle].	2_Samuel
Matthew 22:45	_paragraph King _implicit David called-C the Christ Lord-C. So how is the Christ able [to be king _implicit David's son/descendant]?"	Matthew
Esther 9:23	[After the Jews read these letters] the Jews continued celebrating. The Jews did all the things [that Mordecai told [the Jews to do]].	Esther
Matthew 27:36	Then the soldiers sit-down. And the soldiers guarded Jesus there [so that (implicit-situational) no person would try [to save Jesus]].	Matthew
2 Samuel 11:23	That messenger said to David, ["The soldiers were defeating us(soldiers)]. Those soldiers attacked us(soldiers) in the field. But we(soldiers) continued fighting those soldiers. We(soldiers) forced [those soldiers to return to the gate of the city].	2_Samuel
Matthew 17:16	I(man) brought my(man's) son to your(Jesus's) followers/disciples. But your(Jesus's) followers/disciples were not able [to heal my(man's) son]."	Matthew
Genesis 46:31	Then Joseph said to Joseph's brothers and to Joseph's father's family, ["I(Joseph) will tell the king [that you(family) arrived]]. I(Joseph) will say to the king, ["My(Joseph's) brothers and my(Joseph's) father's family traveled from Canaan to Egypt [in-order-to see me(Joseph)]].	Genesis
Daniel 9:7	Lord, you(Lord) are righteous. But now the people [who are from Judah], the people [who are from Jerusalem], and the people [who are from Israel] are ashamed. Some of us(people) live near Israel. But you(Lord) have sent some of us(people) to other countries [that are far from Israel] [because we(people) have not been faithful to you(Lord)].	Daniel
2 Samuel 15:13	A messenger came to Jerusalem [in order to tell David about Absalom]. That messenger said, ["The Israelites want [Absalom to become the king]."]	2_Samuel
Genesis 5:14	Therefore Kenan lived for 910 years.  Then Kenan died.	Genesis
Esther 9:12	Then the king said to Queen Esther, ["The Jews have killed 500 men [that live in Susa]]. And the Jews have killed Haman's ten sons. The Jews have also killed many other people [that live in my(king's) kingdom]. You(Esther) (imp) tell me(king) about the other things [that you(Esther) want [to do]]. I(king) will allow [you(Esther) to do all the things [that you(Esther) want [to do]]]."	Esther
Genesis 11:2	[When people moved to eastern regions] the people found a plain [that was in a region named Babylonia]. and the people moved to that plain.	Genesis
Daniel 9:11	All the people [who are from Israel] have not done all the things [that your(Lord's) laws say]. We(people) have ignored you(Lord). We(people) have refused [to do all the things [that you(Lord) said]]. Your(Lord's) servant named Moses wrote [that you(Lord) will punish people [who do not do all the things [that you(Lord) say]]]. So now you(Lord) have punished us(people) [because we(people) did not do all the things [that you(Lord) said]].	Daniel
Genesis 19:35	So that night the daughters caused [their(daughter's) father to become drunk again]. Then the younger daughter sexed Lot. But Lot did not know [that the daughter sexed Lot].	Genesis
Joshua 22:8	Joshua said, ["(imp) You(people) return to your(people's) houses and to all of the things [that you(people) own]]. You(people) have many animals, much silver, much gold, much bronze, and much iron. And you(people) have many beautiful clothes. You(people) took many things from your(people's) enemies. You(people) (imp) share those things with the families [who are in your(people's) tribes]."	Joshua
1 Samuel 15:12	Early the next morning Samuel stood up.  And Samuel started walking [in-order-to meet Saul]. But a person told Samuel, ["Saul was in Carmel].  Saul told [a person to make a statue [that looks like Saul]]. And Saul put that statue in Carmel [so that people would honor Saul].   Then Saul went to Gilgal."	1_Samuel
1 Samuel 1:9	One day [after Elkanah and Elkanah’s family finished eating a meal in Shiloh] Hannah went to the tabernacle. The priest named Eli was at the tabernacle. At that time Eli was sitting on a chair [that was near the entrance of the tabernacle].	1_Samuel
2 Samuel 20:13	[After that man take-away Amasa's body from the road] all of the men continued following Joab. Those men followed Joab [in order to chase Sheba].	2_Samuel
Nehemiah 4:1	(title) People try [to prevent [the Jews from building Jerusalem’s wall]].  [After Sanballat heard [that we(Nehemiah) were building the wall]] Sanballat became very angry. Sanballat (implicit-info) wanted [people to think [that the Jews were foolish]]. So Sanballat insulted/criticized the Jews.	Nehemiah
Genesis 10:17	Canaan was also the ancestor of the Hivite, Arkite, and Sinite.	Genesis
1 Samuel 28:8	Saul did not want [that woman to recognize Saul]. So Saul put on old clothes. And Saul and 2 servants went to that woman at night. Then Saul said to that woman, ["You(woman) (imp) talk to a certain spirit for me(Saul)].  I(Saul) will tell the spirit’s name to you(woman)."	1_Samuel
Matthew 18:32	_paragraph Then the king called-A that servant. The king said, ["Evil servant, I(king) told you(servant) [you(servant) did not need [to pay your(servant's) big debt]] [because you(servant) asked/beg [me(king) to be patient with you(servant)]]].	Matthew
Mark 5:13	Jesus allowed [the spirits to enter _implicitNecessary the pigs _implicitNecessary]. The unclean-B spirits come-out from that man _implicit . And the spirits entered those pigs. The group of pigs quickly run-down the steep hill into the lake. There were about 2000 pigs. And those pigs died in water in the lake.	Mark
Joshua 15:6	The northern border of Judah's land went from Beth-Hoglah to the places [that were on the northern side of Beth-Arabah]. Then the northern border went to Bohan's stone.  Bohan was the son of Reuben.	Joshua
Joshua 2:22	[After those 2 men/spies left] those 2 men/spies went to the hills. And those 2 men/spies stayed in the hills for 3 days. The king's soldiers looked for those 2 men/spies near the road. But after 3 days the king's soldiers returned to the city. Those soldiers did not find those 2 men/spies.	Joshua
Mark 5:20	So that man left. And that man started telling people _implicit in the Decapolis named the region _implicitType about the great things [that Jesus did for that man]. And all _hyperbolic the people were surprised/amazed.	Mark
Nehemiah 5:2	Certain Jews [that were angry] said, ["We(Jews) have many sons and many daughters]. We(Jews) must get grain [so that we(Jews) could eat]. Then we(Jews) will be able [to continue living]."	Nehemiah
Mark 15:46	So Joseph bought linen. Joseph took Jesus's body from that cross _implicit. And Joseph wrapped Jesus's body with that cloth/linen. And Joseph put Jesus's body in a hole [where people put dead bodies] [that was dug by people _implicitActiveAgent in stone ]. Then Joseph and other men _implicit rolled _inLDV a big _implicit stone in-front-of the entrance of that hole/tomb .	Mark
Acts 20:2	Paul traveled through that region. And Paul often encouraged the people [who believe in Jesus]]. Then Paul arrived in the region named Greece.	Acts
Genesis 39:7	-Title Potiphar puts Joseph in prison.  Joseph was very handsome.  The wife of Joseph's master thought [that Joseph was handsome].  So Potiphar's wife wanted [to sex Joseph]. one day Potiphar's wife said to Joseph, ["You(Joseph) lie-down with me(wife).]  I(wife) want [to sex you(Joseph)]."	Genesis
Nehemiah 13:9	Then I(Nehemiah) ordered people [to clean those rooms]. Then I(Nehemiah) put into those rooms the things [that priests used in God’s house], the gifts/offerings of grain, and the substance [that smells good [when people burn that substance]].	Nehemiah
1 Samuel 15:22	But Samuel said, ["Gifts please Yahweh]. But Yahweh wants [people to obey Yahweh] [more than Yahweh wants sacrifices]. [When people give ram's fat to Yahweh,] Yahweh is happy.  But Yahweh wants [people to do the things [that Yahweh says]] [more than Yahweh wants [people to give rams' fat to Yahweh]].	1_Samuel
Joshua 11:22	No Anakites were in the land of the Israelites [after Joshua defeated those people]. But a few Anakites were living in Gaza, Gath, and Ashdod.	Joshua
1 Samuel 17:48	Then Goliath came toward David [in-order-to fight David]. But David ran quickly toward Goliath.	1_Samuel
Matthew 15:16	_paragraph (norhetorical) Jesus asked those followers/disciples ["Do you(followers) understand this lesson/parable?"] (statement) Jesus said to those followers/disciples ["You(followers) still do not understand this lesson/parable."]	Matthew
Matthew 20:6	(literalunits) [When the time was about the 11th hour,] that man left again _implicit. (modernunits) [When the time was about 5PM,] that man left again _implicit. And that man found more people [who were standing] [and who were not working]. That man asked those people, ["Why are you(people) standing here?] Why were you(people) not working during the whole day?" (footnote) (literalunits) The 11th hour was 5PM.	Matthew
2 Samuel 3:24	Then Joab went to the king. Joab asked, ["Why did you(David) allow [Abner to leave]]? Abner came to you(David). You(David) should not have allowed [Abner to leave]!	2_Samuel
Joshua 19:21	The tribe named Issachar also owned the towns named Remeth, En-Gannim, En-Haddah, and Beth-Pazzez.	Joshua
Acts 1:25	Judas stopped doing this work.  And Judas went to the place [that God sent Judas to]. Lord, you(Lord) (imp) show the man [that should become an apostle] to us(apostles)."	Acts
1 Samuel 26:9	But David said to Abishai, ["You(Abishai) (imp) do not kill Saul]! [If we(David) kill the king [that Yahweh chose]], we(David) will be guilty!	1_Samuel
Mark 11:21	Peter remembered the thing-C _implicit [that Jesus said to the tree-fig]. And Peter said to Jesus, ["Rabbi, you(Jesus) (imp) look at that tree-fig!] You(Jesus) said [bad things will happen to that tree-fig]. Now _implicit that tree-fig died/wither."	Mark
Genesis 32:2	[When Jacob saw those angels] Jacob said, ["This place is the camp of God!"] So Jacob named that place Mahanaim. -Footnote Mahanaim means 2 camps.	Genesis
Genesis 49:14	Issachar is like a strong donkey [who lies down [while the donkey is carrying a heavy load]].	Genesis
Acts 2:2	Then the Holy Spirit will be with the disciples. The Holy Spirit will give power to Jesus' disciples. And the Holy Spirit will lead the disciples to other countries. Then the disciples will tell other people about Jesus' kingdom.	Acts
1 Samuel 1:1	(title) Samuel is born. There was a certain man who was from <<a town named>> Ramathaim.  He was in Zuph's clan. He lived in the hills that the tribe named Ephraim owned.  That man's name was Elkanah. He was a son of Jeroham.  Jeroham was Elihu's son.  Elihu was Tohu's son.  And Tohu was Zuph's son.  Elkanah was in the tribe named Ephraim.	1_Samuel
Matthew 25:28	_paragraph (implicit-subaction) Then the master turned to the people [who were standing near to that master and that servant]. (literalunits) The master _implicitNecessary said _implicitNecessary, ["You(people) (imp) take-away the talent from this servant]. (modernunits) The master _implicitNecessary said _implicitNecessary, ["You(people) (imp) take-away the bag [that contains gold] from this servant]. (literalunits) And you(people) (imp) give/entrust that talent to the servant-B [who has 10 talents]. (modernunits) And you(people) (imp) give/entrust that bag to the servant-B [who has 10 bags].	Matthew
Matthew 8:19	Then a scribe came to Jesus. And that person/scribe said, ["Master/Teacher, I(scribe) will follow-B you(Jesus) to every place [that you(Jesus) will go to]"].	Matthew
Nehemiah 7:29	743 men [that were from Kiriath-Jearim, Kephirah, and Beeroth] returned.	Nehemiah
1 Samuel 14:4	A deep valley was between the Israelites’ camp  and the Philistines’ camp.  People called one side of that valley Bozez.  And people called the other side of that valley Seneh.  Jonathan planned [to climb down to the bottom of that valley]. And Jonathan also planned [to climb up the other side of that valley].	1_Samuel
Genesis 18:15	[Because Sarah was afraid] Sarah lied to Yahweh.  Sarah said, ["I(Sarah) did not laugh"]. But Yahweh said, ["I(Yahweh) know [that you(Sarah) laughed]"].	Genesis
Nehemiah 8:4	Ezra [who taught people about the Law] stood on a tall wood structure [that people built for this event]. Men named Mattithiah, Shema, Anaiah, Uriah, Hilkiah, and Maaseiah were standing on Ezra's right side. And men named Pedaiah, Mishael, Malkijah, Hashum, Hashbaddanah, Zechariah and Meshullam were standing on Ezra's left side.	Nehemiah
Joshua 13:6	The Sidonians are living in the mountains [that are between Lebanon and Misrephoth-Maim]. But I(Yahweh) will force [those people to leave that region]. (imp) You(Joshua) remember that region [when you(Joshua) give land to the tribes of Israel].	Joshua
1 Samuel 25:18	Then Abigail quickly prepared [to go to David]. Abigail took bread -quantity 200 loaves and two bags [that contained wine]. Abigail also took 5 sheep [that Abigail cooked]. And Abigail also took about 27 kilograms of grain [that Abigail roasted]. And Abigail prepared 100 raisin cakes and 200 fig cakes. Then Abigail put all of that food on donkeys.	1_Samuel
Genesis 47:6	You(Joseph) may choose any place [that is in Egypt].  Then Your(Joseph's) father's family may live in that place. You(Joseph) (imp) give the best land [that is in Egypt] to your(Joseph's) father's family. You(Joseph) (imp) allow [your(Joseph's) father's family to live in Goshen]. [If any men [who are in your(Joseph's) father's family] are able [to care well for livestock]] then you(Joseph) (imp) tell those men [to care for my(king's) livestock also]."	Genesis
Genesis 5:31	Therefore Lamech lived for 777 years.  Then Lamech died.	Genesis
Matthew 19:26	_paragraph Jesus looked at those followers/disciples. And Jesus said, ["[Humans _generic save-A themselves(people)] is not possible]. But God is able [to do all things]. (implicit-situational) So [God saves-A people _generic] is possible."	Matthew
Matthew 11:18	Similarly [when John the Baptist came,] John the Baptist was not eating good food _implicit. And John the Baptist was not drinking alcohol _implicit. So people say, ["This man is controlled by an evil spirit/demon"].	Matthew
1 Samuel 27:5	One day David said to Achish, ["[If you(Achish) are pleased with me(David)], then you(Achish) (imp) give to me(David) a place [that is in one of the small towns]].  Then I(David) will live in that town. I(David) am your(Achish’s) servant.  So I(David) should not be living in this great city with you(Achish)."	1_Samuel
Esther 6:13	Then Haman told Haman's wife named Zeresh and all of Haman's friends about all of the things [that happened]. Haman's wife and Haman's friends said to Haman, ["Mordecai is a Jew]. So you(Haman) will not be able [to kill the Jews]. [If you(Haman) continue to hate Mordecai] you(Haman) will die."	Esther
Matthew 20:21	_paragraph And Jesus asked that mother _implicit, ["What do you(mother) want [me(Jesus) to do for you(mother) _implicit]?"] _paragraph (complex) That mother said, ["You(Jesus) (imp) let [my(mother's) 2 sons sit beside you(Jesus) on important seats _implicit in your(Jesus's) kingdom]]. (simple) That mother said, ["You(Jesus) (imp) let [my(mother's) sons sit beside you(Jesus) on important seats _implicit [when you(Jesus) rule in heaven _implicit]]]. You(Jesus) (imp) let [one of my(mother's) 2 sons sit at the right-B side]. And you(Jesus) (imp) let [the other son sit at the left side]."	Matthew
Genesis 15:1	-Title God makes a covenant with Abram. Later Yahweh spoke to Abram in a vision.  Yahweh said to Abram, ["Abram, you(Abram) (imp) don't be afraid]. I(Yahweh) will protect you(Abram). and I(Yahweh) will reward you(Abram) much."	Genesis
Daniel 11:13	The king of the north region will gather another very big army. This army will be bigger than the other army of the king of the north region. After a few years the king of the north region will go to the south region with this very big army. This army will have many weapons.	Daniel
Mark 10:5	(paragraph) But Jesus said to those Pharisees, ["Moses wrote-F that law for you(Jews) and your(Pharisees') parents/ancestor _implicit [because your(Jews') hearts were stubborn]].	Mark
Joshua 7:24	Then Joshua and all of the Israelites took Achan [who was the son of Zerah] to the valley-Achor. The Israelites also took the silver, the robe, and the gold. And the Israelites took Achan's sons, Achan's daughters, Achan's cows, Achan's donkeys, Achan's sheep, Achan's tent, and all of the things [that Achan owned].  The (footnote) word Achor means trouble.	Joshua
1 Samuel 1:15	But Hannah said, [“Master, I(Hannah) did not drink wine or beer]. I(Hannah) am very sad. I(Hannah) was telling Yahweh about my(Hannah's) big problem.	1_Samuel
1 Samuel 9:24	So that man put the best meat on the table in-front-of Saul. Then Samuel said to Saul, ["I(Samuel) saved this meat for you(Saul)]. You(Saul) (imp) eat this meat. This meat is for you(Saul). I(Samuel) invited all of these people [to come to this place] today [in-order-to see you(Saul)]." So Saul ate with Samuel that day.	1_Samuel
1 Samuel 6:10	So the Philistines obeyed the priests and the magicians. The Philistines got two cows [that recently birthed baby cows]. And the Philistines tied the wagon to those cows. Then the Philistines put the baby cows into a pen.	1_Samuel
Mark 8:9	About 4000 men _necessaryImplicit were at that place _implicit. And Jesus sent those people from that place [(implicit-situational) after those people ate that food ].	Mark
Matthew 8:5	(title) A Roman officer believes in Jesus. (paragraph) [After Jesus entered Capernaum ,] a Roman officer [who commanded 100 soldiers] came to Jesus. And that officer asked/beg Jesus [Jesus to help that officer].	Matthew
1 Samuel 15:4	So Saul called Israel’s soldiers.  All of the soldiers met Saul at Telaim.  200000 soldiers came to Saul.  And 10000 soldiers [who were from Judah] also came to Saul.	1_Samuel
