reference	verse	book
Matthew 11:24	But I(Jesus) tell you(people) [that God will punish you(people) [more-than God will punish Sodom] on the day [when God will judge all the people of the earth]]."	Matthew
Philemon 1:4	Paul (title) thanks God because of Philemon. And Paul (title) prays for Philemon. I(Paul) worship God. And [when I(Paul) pray to God for you(Philemon)] I(Paul) thank God because of you(Philemon).	Philemon
Matthew 22:43	_paragraph (literal) Jesus said to those Pharisees, ["Then-D why did king _implicit David in-H the Holy-Spirit call-C the Christ Lord-C?] (dynamic) Jesus said to those Pharisees, ["Then-D why did king _implicit David, [_descriptive who was being influenced by the Holy Spirit,] call-C the Christ Lord-C?] For David said the following words.	Matthew
Joshua 21:11	The tribe named Judah gave the town named Kiriath-Arba to those families. ( Some people called Kiriath-Arba Hebron. ) The tribe named Judah also gave the fields [that were near that town] to those families. That town was in the mountains [that the tribe named Judah owned]. ( Arba was the father of Anak. )	Joshua
Esther 2:7	Mordecai had a female cousin named Hadassah. People called Hadassah Esther. [After Esther's father and Esther's mother died] Mordecai cared for Esther. Esther was like Mordecai's daughter. Esther was very beautiful.	Esther
Matthew 15:8	(literal) Isaiah said, ["These people honor me(God) with these people's lips]. (dynamic) Isaiah said, ["These people honor me(God) with the words [that these people say]]. (literal) But these people's hearts-A are far from me(God). (dynamic) But these people do not actually care-B about me(God).	Matthew
2 Samuel 16:22	So several men put a tent on the roof of the palace for Absalom. Then Absalom sexed David's female slaves. Many people [who were living in Israel] saw that tent.	2_Samuel
Genesis 3:20	Adam named the wife of Adam Eve [because Eve was the mother of all the people [that  will live on the earth]].  Eve means live.	Genesis
Joshua 19:13	Then the border went to Gath-Hepher, Eth-Kazin, Rimmon, and Neah.	Joshua
2 Samuel 5:3	Then all of the leaders of Israel came to King David at Hebron. And David made a promise/covenant to those leaders in front of Yahweh.  David (implicit-info) agreed to become king of the Israelites. And David promised (implicit-info) to lead the people. Then those leaders poured oil/anointed on David’s head[in order to show the people [that David was the new king of Israel]].	2_Samuel
Acts 18:1	Paul (title) visited the city called Corinth. After that time, Paul left the city named Athens. And Paul went to the city named Corinth.	Acts
Jonah 4:6	Then Yahweh caused [a plant [that had big leaves] to grow] for Jonah. That plant grew over Jonah's head. And that plant's shadow protected Jonah from the sun's light. So Jonah was very happy because of the plant.	Jonah
Matthew 18:29	_paragraph The other servant knelt in-front-of the first servant . And the other servant said/beg, ["Please _implicit, you(servant) _first (imp) be patient with me(servant) _second]. I(servant) will pay all the money to you(servant) _firstImplicit."	Matthew
Nehemiah 2:20	But I(Nehemiah) answered, ["The God of heaven will cause [us(Nehemiah) to succeed]]. We(Nehemiah) are God's servants. And we(Nehemiah) will start building the wall of this city again. But you(people) do not own a part of Jerusalem. You(people) are not from this city. And your(people's) ancestors are not from this city."	Nehemiah
1 Samuel 1:11	Hannah made a promise to Yahweh. Hannah said, ["Yahweh-Almighty, you(Yahweh-Almighty) (imp) look at me(Hannah)]. I(Hannah) am very sad! You(Yahweh-Almighty) (imp) remember me(Hannah)! (imp) You(Yahweh-Almighty) do not forget me(Hannah). [If you(Yahweh-Almighty) will give a son to me(Hannah)], I(Hannah) will give that son to you(Yahweh-Almighty). That son will serve you(Yahweh-Almighty) [until that son dies].  And no person will cut my(Hannah's) son's hair. We(Hannah) (implicit-info) will not cut my(Hannah's) son's hair [in order to show people [that my(Hannah's) son serves you(Yahweh-Almighty)]]."	1_Samuel
Nehemiah 13:24	Half of those men’s children spoke the language [that people speak in Ashdod] or the languages [that people speak in other countries]. Those children did not know-how [to speak the language of Judah].	Nehemiah
Genesis 18:24	Will you(Yahweh) destroy the city [if  50 righteous people live in the city]? You(Yahweh) will certainly save the 50 righteous people.	Genesis
Titus 1:4	I(Paul) am writing this letter to Titus. I(Paul) love Titus [just like a father loves that father's son]. Titus believes in Christ Jesus [just like I(Paul) believe in Christ Jesus]. I(Paul) pray [that God [who is  our(Paul's) Father] and Christ Jesus [who saves us(Paul) from bad things and death] will treat you(Titus) kindly]. And I(Paul) pray [that God and Christ Jesus will cause [you(Titus) to be peaceful]].	Titus
Genesis 18:13	Then Yahweh said to Abraham, ["Why did Sarah laugh?] Why did Sarah say, ["I(sarah) am too old [to birth a baby]"]?	Genesis
1 Samuel 28:22	So you(Saul) (imp) please listen to me(woman). You(Saul) (imp) let [me(woman) give food to you(Saul)]. [If you(Saul) eat food] then you(Saul) will be able [to go]."	1_Samuel
Mark 14:58	Those people _implicitNecessary said _implicitNecessary , ["We(people) heard [this man say, ["I(Jesus) will destroy-A this temple [that people made]]]]. And I(Jesus) will build another temple [that people did not make] [before 3 days pass].""	Mark
Mark 10:30	But [if that person leaves those things,] that person will certainly receive now 100 times-B the amount of things [that that person left]. That person will receive houses, brothers, sisters, mothers, children, and farms. That person will also be _routinely treated cruelly by people [(implicit-situational) because that person follows-B me(Jesus)]. But in the future that person will live forever with God _implicit.	Mark
Genesis 10:20	All these people were the descendants of Ham. All the families spoke different languages. and all the families lived in different places.	Genesis
Daniel 11:43	That king will take away all the gold, all the silver, and all the valuable things from Egypt.  And that king will defeat Libya and Cush.	Daniel
Mark 2:15	(paragraph) One day _implicit Jesus and the people [who follow _routinely Jesus] were lying/reclining [in-order-to eat (implicit-situational) a meal] at the house of Levi. And many people [who collect taxes] and many people [who do bad _morally actions] were eating with Jesus and Jesus's disciples. For many people _differentNounIndex were following-B Jesus. (footnote) (implicit-situational) In-those-days people lay/reclined beside a table [while those people ate a meal].	Mark
Joshua 19:30	Then the border went to the towns named Ummah, Aphek, and Rehob. Therefore the tribe named Asher owned 22 towns.  And the tribe named Asher also owned the villages [that were near those towns].	Joshua
1 Samuel 2:30	Therefore Israel's God named Yahweh says, ["I(Yahweh) promised your(Eli's) ancestors [that your(Eli's) family will serve me(Yahweh) forever]]." But now Yahweh says, ["No!] I(Yahweh) (implicit-info) will not allow [your(Eli's) family to continue serving me(Yahweh)]! I(Yahweh) will honor people [who honor me(Yahweh)]. But I(Yahweh) will not honor people [who do not honor me(Yahweh)].	1_Samuel
Genesis 44:27	Then my(Judah's) father said to us(Judah), ["You(Judah) know [that my(Jacob's) wife named Rachel birthed 2 sons for me(Jacob)]].	Genesis
Nehemiah 2:5	And I(Nehemiah) answered the king, ["The city [that people buried my(Nehemiah's) ancestors in] is in Judah].  [If I(Nehemiah) please the king] you(king) (imp) please send me(Nehemiah) to that city [so that I(Nehemiah) could build that city again]."	Nehemiah
Mark 4:20	Other people are like good soil [that seeds were scattered by the person/farmer _implicitActiveAgent in]. Those people hear the message of God _implicit. And those people accept that message. (literal) Those people produce a crop. (dynamic) Those people do the things [that God wants [those people to do]]. (literal) And those people produce 30 new seeds, 60 new seeds, or 100 new seeds . (dynamic) God's message becomes in those people like a plant [that produces 30 new seeds, 60 new seeds, or 100 new seeds]."	Mark
Mark 12:28	(title) Jesus teaches-A people about the most important command/commandment. (paragraph) Then one of the scribes came. And that person/scribe heard-C [Jesus and those Sadducees talking/debating with each-other(Jesus)]. That person/scribe realized [Jesus answered-C the Sadducee's question well]. So _implicit that person/scribe asked Jesus, ["Which command/commandment of God _implicit is the most important command/commandment?"]	Mark
Matthew 22:26	The same thing happened to the second brother-B, the third brother-B, and all of the other _implicit brothers-B. All of the 7 brothers-C died [before (implicit-situational) those brothers-C had-J a child].	Matthew
Daniel 9:13	You(Lord) have punished us(people) [just like Moses said [that you(Lord) will punish us(people)]]. But we(people) still have not tried [to please the Lord [who is our(people's) God]]. We(people) still do things [that you(Lord) hate]. We(people) still do not do all the things [that your(Lord's) laws say].	Daniel
Genesis 36:4	Adah birthed Eliphaz for Esau. And Basemath birthed Reuel.	Genesis
Genesis 48:8	Then Jacob saw Joseph's 2 sons. Then Jacob said to Joseph, ["Who are these 2 boys?"]	Genesis
Matthew 5:33	(title) Jesus talks about promises/oaths . (paragraph) Also, you(people) heard [our(Jesus’s) people/ancestors were told _distantPast by the religious _implicit laws/Law _implicitActiveAgent, ["You(person) (imp) do not break-E your(person’s) promises/oaths]]. Instead, you(person) (imp) do the things [that you(person) promised/swear to the Lord [to do]]." (footnote) You(people) (imp) see Leviticus 19:12, Numbers 30:2 and Deuteronomy 23:21.	Matthew
2 Samuel 3:7	[While  Saul was alive] Saul had a female slave named Rizpah. Rizpah was the daughter of Aiah. [After Saul died] Abner sexed Rizpah. Then Ish-Bosheth asked Abner, ["Rizpah was my(Ish-Bosheth's) father's slave]. Why did you(Abner) sex Rizpah?"	2_Samuel
Matthew 22:20	And Jesus asked those people, ["Which person's picture is this picture [that (implicit-situational) is on the coin/denarius]?] And which person's name was written by people _implicitActiveAgent on the coin/denarius _implicit?"	Matthew
Genesis 41:5	Later the king slept again. and the king dreamed again. [while the king was dreaming] The king saw [wheat growing in a field].  The king saw 7 plants [that were big].  Those 7 plants had much grain.	Genesis
2 Samuel 19:24	Mephibosheth [who was Saul’s grandson] also went to the Jordan River [in order to meet King David]. [After David left Jerusalem] Mephibosheth did not take care of Mephibosheth’s feet. And Mephibosheth did not cut Mephibosheth’s beard. And Mephibosheth did not wash Mephibosheth's clothes.  Mephibosheth did not take care of Mephibosheth [while the king was not in Jerusalem].	2_Samuel
Genesis 24:28	Then Rebekah ran to the house of the mother of Rebekah.  and Rebekah told Rebekah's family about the words [that Abraham's servant said to Rebekah].	Genesis
Joshua 2:18	You(Rahab) will help us(men) [by letting [us(men) climb down this red rope]]. [When we(people) return to this city] you(Rahab) must put this red rope in this window. You(Rahab) (imp) bring your(Rahab's) father, your(Rahab's) mother, your(Rahab's) brothers, and your(people's) families into your(Rahab's) house.	Joshua
1 Samuel 6:2	Then the Philistines called the Philistines’ priests and the Philistines’ magicians. And the Philistines said, ["We(Philistines) should do which thing to the Ark-of-the-Covenant of Yahweh]? How should we(Philistines) return the Ark-of-the-Covenant to Israel?"	1_Samuel
Joshua 18:18	Then the border went to Beth-Arabah and the region named Arabah.	Joshua
Matthew 26:30	_paragraph [After Jesus and those followers/disciples sang a song [that was about God],] Jesus and those followers/disciples went to the mount-Olives.	Matthew
1 Samuel 17:20	So early in the morning David left David’s father’s sheep. And another shepherd took care of those sheep. David put the food into a bag.  And David went to the Israelites’ army.  David did all of the things [that Jesse said].  [When David arrived at the place [that the Israelites were camping at]] the Israelite soldiers were leaving the soldiers’ camp. The soldiers’ were going to the hill [that was in front of the Philistines]. And the soldiers were shouting loudly [in-order-to prepare [to fight]].	1_Samuel
Mark 6:33	But many people saw [Jesus and those men/apostles leaving]. And those people recognized Jesus and those men/apostles. Those people ran from all the towns [(implicit-situational) that were in that region] to the place _implicit [that Jesus was going to]. And those people arrived at that place [before Jesus and those men/apostles arrived at that place _implicit].	Mark
Nehemiah 2:16	I(Nehemiah) still did not tell the Jews, the priests, the leaders/nobles, the officials, or the other people [who will repair the walls] about the things [that I(Nehemiah) was doing].  So the officials did not know the place [that I(Nehemiah) went to that night]. And those officials did not know the things [that I(Nehemiah) was doing].	Nehemiah
2 Samuel 6:9	On that day David was afraid of Yahweh. David asked, ["How will we(David) bring Yahweh’s Ark of the Covenant to me(David)?”]	2_Samuel
Mark 14:19	(paragraph) Those followers/disciples became very sad. And each follower/disciple asked Jesus, ["Am I(follower) that follower/disciple [(implicit-situational) who will give you(Jesus) to your(Jesus's) enemies]?"]	Mark
1 Samuel 2:35	Then I(Yahweh) will choose a priest [who will serve me(Yahweh) faithfully]. That priest will listen to me(Yahweh).  And that priest will obey me(Yahweh). I(Yahweh) will cause [that man’s descendants to become my(Yahweh’s) priests]. And those priests will always serve the king [that I(Yahweh) will choose/appoint].	1_Samuel
Nehemiah 3:6	A man named Joiada and a man named Meshullam repaired the gate-Jeshanah. Joiada was the son of Paseah.  And Meshullam was the son of Besodeiah.  Joiada and Meshullam put the doors in that gate. And Joiada and Meshullam put bars on that gate [so that people could lock those doors].	Nehemiah
1 Samuel 6:3	The priests and the magicians answered the Philistines, ["[If you(Philistines) return the Ark-of-the-Covenant to Israel] you(Philistines) must give a gift/offering to the Israelites' god].  Then (implicit-info) the Israelites' god will forgive your(Philistines') sins. Then the Israelites' god will heal you(Philistines). And the Israelites' god will stop punishing you(Philistines)."	1_Samuel
Joshua 11:6	Then Yahweh said to Joshua, ["(imp) You(Joshua) do not be afraid of those kings]. Tomorrow I(Yahweh) will cause [you(Joshua) to defeat all of those kings]. You(Joshua) will kill all of the soldiers of those kings. You(Joshua) must cut the back legs of those kings' horses. And you(Joshua) must burn all of those kings' chariots."	Joshua
Genesis 8:10	After 7 days Noah again put the dove outside the boat.	Genesis
Genesis 6:18	But I(God) will make a covenant with you(Noah).  You(Noah), your(Noah's) sons, your(Noah's) wife, and the wives of your(Noah's) sons will enter this boat.	Genesis
1 Samuel 25:24	Abigail lie-down in-front-of David's feet. And Abigail said, ["My(Abigail's) master, please (imp) listen to me(Abigail)]. You(David) (imp) let [me(Abigail) speak to you(David)].	1_Samuel
Nehemiah 12:37	At the gate-Fountain those people go-up the steps of the city of David. Those steps go-up the wall. Those people passed the place [where David’s palace was]. Then those people went to the gate-Water [that was on the eastern side of the city].	Nehemiah
1 Samuel 20:9	Jonathan said to David, ["No!] Jonathan (implicit-info) definitely will not kill you(David)! [If I(Jonathan) find-out [that my(Jonathan's) father plans [to hurt you(David)]]] then I(Jonathan) will certainly tell you(David)!"	1_Samuel
Joshua 11:4	Then the armies of all of those kings came to a certain place. Those armies brought many horses and chariots. That army was extremely big.  There were many soldiers!	Joshua
Mark 7:15	No thing [that is outside of a person] is able [to cause [that person to become religiously _implicit dirty/unclean] [by entering that person ]]. Instead, the things _emphasized [that come-out from a person] cause [that person to become religiously _implicit dirty/unclean]."	Mark
Matthew 26:43	_paragraph [When Jesus returned to Jesus's 3 followers/disciples _implicit,] those 3 followers/disciples were sleeping again. For those followers/disciples were very tired/sleepy.	Matthew
Genesis 24:65	and Rebekah asked the servant, ["Who is that man [who is walking towards us(Rebekah)]?"] The servant answered, ["That man is my(servant's) master."] So Rebekah covered Rebekah's face with a cloth.	Genesis
Joshua 16:2	Then the border went from Bethel through the region named Ataroth. the Arkites were living in Ataroth.  ( People called Bethel Luz. )	Joshua
Joshua 10:13	So the sun did not move!   And the moon stopped moving [until the Israelites defeated the Israelites' enemies]. A man named Jashar wrote about these things in Jashar's book. On that day the sun stopped moving in the middle of the sky. The sun did not set on that day.	Joshua
Mark 10:4	Those Pharisees said, ["Moses allowed [a man to write a letter for that man's wife _implicit]]. That letter says [that that woman will not continue to be that man's wife]. Then that man may send that man's wife from that man." (footnote) You(people) (imp) see Deuteronomy 24:1.	Mark
Joshua 4:20	The people carried the 12 stones [that the soldiers brought from the Jordan River]. And Joshua put those stones in a pile near Gilgal.	Joshua
Matthew 21:4	_paragraph These events happened [so that the words [that were said by God _implicitActiveAgent through the prophet] would happen/be-fulfilled].	Matthew
Matthew 19:10	_paragraph Jesus's followers/disciples said to Jesus, ["[If men are not allowed by God _implicitActiveAgent [to divorce those men's wives],] it is-V better [men do not marry women _implicit]"].	Matthew
1 Samuel 26:3	Saul and those soldiers camped beside a road [that was on the hill named Hakilah]. But David heard [that Saul was following David]. So David stayed in the desert.	1_Samuel
Matthew 4:8	(paragraph) The devil took Jesus again. And the devil led Jesus to a very high mountain. (complex) At that place _implicit the devil showed Jesus all of the earth’s countries/kingdom-A and those countries's/kingdom-A glory . (simple) At that place _implicit the devil showed Jesus all of the earth’s countries/kingdom-A and the wonderful/glorious things of those countries/kingdom-A .	Matthew
Genesis 31:53	The God of Abraham, of Nahor, and of the ancestors of Abraham will punish us(Laban) [if we(Laban) lied to each-other(Laban)]." So Jacob promised Laban in the name of the God [who Jacob's father named Isaac worshiped] [that Jacob will do all these things].	Genesis
Genesis 28:4	God-Almighty will bless you(Jacob) and the descendants you(Jacob) [just-like God-Almighty blessed Abraham]. God-Almighty will give this land [that we(Isaac) are foreigners in] to you(Jacob) and to the descendants of you(Jacob). God gave this land to Abraham."	Genesis
Genesis 41:13	And that man explained the dreams correctly!  You(king) allowed [me(officer) to work for you(king) again].  But you(king) hanged the man [who baked bread for you(king)]. That man said [that you(king) will do those things].  That man is Joseph."	Genesis
Matthew 11:3	Those followers/disciples asked Christ, [" Are you(Christ) the person [that we(Jews) are expecting [to come to us(Jews) _implicit]]?] Or should we(Jews) expect [another person to come]?"	Matthew
Genesis 15:21	And the Amorite, Canaanite, Girgashite, and Jebusite live in this land also."	Genesis
Matthew 10:28	You(followers) (imp) do not be afraid of people [who kill the body of people _implicitDifferentNounIndex]. Those people are not able [to kill the spirit/soul of a person _implicit]. Instead, you(people) (imp) be afraid of the person [who is able [to destroy the spirit/soul and the body in hell]].	Matthew
Joshua 9:11	So our(men's) leaders and all of the people [who are living in our(men's) country] said to us(men), ["(imp) you(men) take food]. And (imp) you(men) go to the Israelites. And (imp) you(men) tell the Israelites, ["We(men) are your(Israelites') servants].  So (imp) you(Israelites) make a treaty with us(men).	Joshua
Joshua 18:1	(title) Joshua and the leaders of the Israelites give land to the other tribes. Then all of the Israelites gathered at Shiloh. And the Israelites set-up the tabernacle. At that time the Israelites ruled all of the land [that was in Canaan].	Joshua
Genesis 38:2	Then Judah met a Canaanite girl [that lived in Adullam]. This girl was the daughter of a man named Shua.  Judah married this girl. And Judah sexed this girl.	Genesis
Genesis 27:45	The brother of you(Jacob) will not continue to be angry at you(Jacob) always. The brother of you(Jacob) will forget [that you(Jacob) caused [the father of you(Jacob) to bless you(Jacob)]]. Then I(Rebekah) will send a servant [who will bring you(Jacob) to this place]. I(Rebekah) do not want [the husband of me(Rebekah) and the son of me(Rebekah) to die on the same day!]"	Genesis
Matthew 8:18	(title) People want [people to follow-B Jesus]. (paragraph) [When Jesus saw the crowd [that was around Jesus],] Jesus commanded Jesus’s followers/disciples _implicit [Jesus’s followers/disciples to go with Jesus _implicit to the other side of the lake named Galilee _implicit].	Matthew
Matthew 1:10	Hezekiah became the father of Manasseh. Manasseh became the father of Amon. And Amon became the father of Josiah.	Matthew
Genesis 46:27	Joseph had 2 sons [whom Joseph's wife birthed in Egypt]. Joseph (alt) had 9 sons [whom Joseph's wife birthed in Egypt]. Thus 70 people [who were descendants of Jacob] lived in Egypt. Thus (alt) 75 people [who were descendants of Jacob] lived in Egypt.	Genesis
Mark 11:10	(complex) God did good things for the kingdom-B [that will begin soon] of our(people's) father/ancestor named king _implicit David! (simple) God did good things for the person [who will soon rule us(people) [just-like our(people's) father/ancestor named king _implicit David ruled us(people)]]! You(people) (imp) praise God [who is in heaven ]!"	Mark
Genesis 9:7	I(God) want [you(Noah) and your(Noah's) family to have many children]. I(God) want [many people to live on the earth]."	Genesis
Mark 2:2	And many people gathered in that house _implicit [until there was no space for more people _implicit]. There was not even space at the door. Jesus was telling/preaching the message of God _implicit to those people .	Mark
Mark 6:32	(paragraph) So Jesus and those men/apostles left the other people. And Jesus and those men/apostles went in a boat to a place [that no other people were at].	Mark
Genesis 14:18	Also the king of Salem named Melchizedek brought bread and wine to Abram. Melchizedek was a priest of God-Most-High.	Genesis
Genesis 41:54	Then there was a famine for 7 years [just-like Joseph said]. People [who lived in other countries] did not have food.  But the people [who lived in Egypt] had the food [that Joseph stored].	Genesis
Acts 19:22	Then Paul sent two men [who often helped Paul] to the region named Macedonia.  One man’s name was Timothy.  And the other man’s name was Erastus. But Paul stayed in the region named Asia.	Acts
2 Samuel 20:4	Then the king said to Amasa, ["(imp) You(Amasa) tell[the men [who are in the tribe named Judah] to meet me(David) in 3 days]]. You(Amasa) also must come."	2_Samuel
