reference	verse	book
Mark 4:25	(literal) Every person [who has some things] will be given more things by God _implicitActiveAgent . (dynamic) Every person [who understands my(Jesus's) words] will be able [to understand more things]. (literal) But [if a person has only very few things], even those things will be take-away by God _implicitActiveAgent from that person. (dynamic) But [if a person does not understand my(Jesus's) words] that person will even stop understanding the words [that that person previously understood].	Mark
Genesis 36:1	-Title Esau has a family. The following people are the wives of Esau and the sons of Esau. Esau was also called Edom by people.	Genesis
Genesis 36:9	The following people are the descendants of Esau. Esau is the ancestor of the Edomites [who lived in the hills [that are in Edom]].	Genesis
Matthew 12:27	And [if I(Jesus) use the power of Beelzebul [in order to force [demons to leave people _implicit]],] which person's power do your(Pharisees') people use [in order to force [demons to leave people _implicit]]? Those people _Pharisees'People will judge you(Pharisees).	Matthew
Genesis 36:28	Dishan had sons named Uz and named Aran.	Genesis
Matthew 12:35	(literal) A good person pull-out _present good things from the good things/treasure [that that person stored in that person's heart]. (dynamic) A good person does good-B things. (literal) And an evil person pull-out evil things from the evil things/treasure [that that person stored in that person's heart]. (dynamic) And an evil person does evil things.	Matthew
Mark 10:43	But you(followers) should act differently. Instead, [if a person wants [to become a great person among you(followers)],] a person must become your(followers') servant.	Mark
Esther 5:9	[when Haman left the palace] Haman was very happy. But then Haman saw [Mordecai standing at the gate]. Then Haman became angry. [When Haman walked near Mordecai] Mordecai did not bow to Haman. And Mordecai did not honor Haman. So Haman became very angry with Mordecai.	Esther
Genesis 41:57	And people [who lived in the other countries [that were near Egypt]] also came to Joseph [because the famine was in those countries also].	Genesis
2 Samuel 13:30	[While the king’s sons were riding to David's house], a messenger came to David. That messenger said to David, ["Absalom killed all of the king’s sons.] All of the king’s sons are dead."	2_Samuel
Daniel 4:3	The things [that God does] are wonderful. The kingdom of God will exist forever. God  always rules the whole earth.	Daniel
Genesis 31:46	And Jacob said to Jacob's relatives, ["You(relatives) (imp) gather some stones"]. So Jacob's relatives gathered some stones.  And Jacob's relatives put those stones on that big stone.  Then Jacob, Laban, and the relatives ate beside those stones.	Genesis
1 Samuel 23:13	So David and the men [who were with David] left Keilah. At that time about 600 men were with David.  Then David and those men moved to other places often. [After Saul heard [that David left Keilah]] Saul did not go to that place.	1_Samuel
Mark 3:12	But Jesus much warned those spirits [those spirits must not tell other _implicit people about Jesus].	Mark
Matthew 21:12	(title) Jesus enters the big building of Jerusalem [that Jews worship God in]. _paragraph Jesus entered the yard/courtyard of the big building of Jerusalem [that Jews worship God in]. Jesus started forcing [the people [who were buying animals/sacrifice _implicit] and the people [who were selling animals/sacrifices _implicit] to leave that building/temple]. Jesus knock-over the tables of the people [who were selling/trade _routinely money] and the seats of the people [who were selling _routinely birds/dove [ that (implicit-situational) people gave/sacrifice to God]].	Matthew
Nehemiah 10:31	[When people [who are from other countries] bring goods or grain to us(people) [in order to sell those goods or grain] on the seventh day of the week] we(people) will not buy those things on the seventh day of the week or on a special/holy day. And we(people) will not plant crops on every seventh year.  And we(people) will forgive/cancel all of the debts on every seventh year.	Nehemiah
Daniel 9:10	We(people) have not done all the things [that the Lord [who is our(people's) God] said]. God sent the prophets [who were served God] [in order to give laws to us(people)]. But we(people) have not done all the things [that the laws of God said].	Daniel
Joshua 22:25	The river-Jordan is a border [that is between us(Israelites) and you(people)]. Therefore the people [who are in the tribes named Reuben and Gad] may not worship Yahweh." So your(Israelites') descendants might cause [our(people's) descendants to stop worshiping Yahweh].	Joshua
1 Samuel 20:5	Then David said to Jonathan, ["Tomorrow the king will eat the New-Moon feast]. The king wants [me(David) to eat with the king]. But I(David) will hide in the field tomorrow and the next day.	1_Samuel
Nehemiah 12:2	Amariah, Malluk, Hattush,	Nehemiah
1 Samuel 19:22	So Saul started walking to Ramah. Saul came to the big well [that was at Seku]. Then Saul asked the people [who were at that well], ["Where are Samuel and David?"] The people answered, ["Samuel and David are in Naioth [which is in Ramah]]."	1_Samuel
Joshua 4:13	About 40000 soldiers carried weapons across the river. Those soldiers went to the plain [that was near Jericho] [in-order-to fight].	Joshua
Genesis 19:29	Thus God destroyed the cities [that were in the valley]. but God remembered [that Abraham asked God [to save Lot]]. So God saved Lot. but God completely destroyed the cities [where Lot lived].	Genesis
Genesis 37:9	Then Joseph dreamed again. and Joseph told Joseph's brothers about that dream also. Joseph said, ["You(brothers) listen to me(Joseph)]. I(Joseph) dreamed again. I(Joseph) saw [the sun, moon, and 11 stars bowing to me(Joseph)]."	Genesis
Genesis 25:6	But [before Abraham died] Abraham gave gifts to the sons of the concubines of Abraham. Then Abraham forced [those sons to live in the eastern region] [so that the sons would be far-from Isaac].	Genesis
Genesis 10:6	Ham had sons named Cush, named Mizraim, named Put, and named Canaan.	Genesis
Joshua 9:10	We(men) also heard [that Yahweh defeated the two kings of the Amorites]. Those kings lived on the eastern side of the river-Jordan. King Sihon ruled Heshbon. And King Og ruled Bashan. King Og was living in Ashtaroth.	Joshua
Genesis 29:32	So Leah became pregnant. and Leah birthed a son. Leah named this son Reuben. Leah said, ["Yahweh sees [that I(Leah) am sad]]. Now my(Leah's) husband certainly will love me(Leah)". -Footnote Reuben means [Yahweh sees [that I(Leah) am sad]].	Genesis
2 Samuel 15:3	Then Absalom said to that person, ["I(Absalom) agree with you(person).] But the king’s officials will not listen to you(person)."	2_Samuel
1 Samuel 24:1	(title) David treats Saul kindly. [After Saul finished chasing the Philistines] Saul returned to Saul’s house. Then a person told Saul, ["David is in the Desert named En-Gedi."]	1_Samuel
Daniel 10:3	[Because I(Daniel) was sad] I(Daniel) did not eat good food. And I(Daniel) did not eat meat. And I(Daniel) did not drink wine. I(Daniel) did not wash my(Daniel's) body. And I(Daniel) did not comb my(Daniel's) hair for three weeks.	Daniel
Matthew 14:25	_paragraph Very early in the morning, Jesus came toward those followers/disciples [by walking on the lake]. (footnote) The Greek copies/manuscripts say, ["fourth period _LDV"]. That period is the time [that is between 3AM and 6AM].	Matthew
Daniel 6:25	[After the king punished Daniel's enemies] King Darius wrote a letter to all the people [that live on the earth]. The king wrote, ["I(king) hope [that all of you(people) have happy and prosperous lives]].	Daniel
Genesis 34:31	But the brothers said to Jacob, ["We(brothers) will not allow [these people to treat the sister of us(brothers) [just like these people treat a prostitute]]]."	Genesis
Nehemiah 9:31	But [because you(Yahweh) are very kind/merciful] you(Yahweh) did not destroy your(Yahweh’s) people. And You(Yahweh) did not leave/abandon your(Yahweh’s) people. You(Yahweh) are a kind and merciful God.	Nehemiah
Acts 15:40	But Paul chose Silas. So the people [who believe in Jesus] asked Ruler Jesus to show the Ruler Jesus' goodness [by helping Paul and Silas]. Then Paul and Silas left Antioch.	Acts
1 Samuel 20:16	So Jonathan promised David [that Jonathan would always be David's friend]. Jonathan said to David, ["I(Jonathan) hope [that Yahweh will punish David's enemies]]." (alt) I(Jonathan) hope [that Yahweh will punish David's family [if David does not treat me(Jonathan) kindly]].	1_Samuel
1 Samuel 14:42	Then Saul said, ["You(soldiers) (imp) use the lots again]. Did I(Saul) sin? Or did Jonathan sin?" Then the lots chose Jonathan.	1_Samuel
Joshua 24:26	And Joshua wrote these things in the Book-of-the-Law-of-God. Then Joshua put a large stone under the tree-oak [that was near Yahweh's tabernacle].	Joshua
Daniel 8:1	[When King Belshazzar had been the king of Babylon for about 3 years] God showed another vision to me(Daniel), Daniel.	Daniel
Acts 15:34	But Silas (questionable text) decided to remain in Antioch.	Acts
Joshua 13:30	Moses gave the land [that was between Mahanaim and Bashan] to those people. A man named Og was the king of Bashan.  All of Bashan and the land [that Og ruled] were in that region. And Moses gave all of the towns of Jair to those people. 60 towns were in that region.	Joshua
Nehemiah 1:7	We(Nehemiah) acted very badly to you(Yahweh). We(Nehemiah) did not obey you(Yahweh). You(Yahweh) gave your(Yahweh's) commands, your(Yahweh's) rules/decrees, and your(Yahweh's) laws to Moses. But we(Nehemiah) did not obey those commands, those rules/decrees, and those laws.	Nehemiah
Esther 1:20	We(men) must tell all of the people [that live in your(king's) kingdom] about this new law. Then all the women [that live in your(king's) kingdom] will do all the things [that the women's husbands say]. The important women will do all the things [that the women's husbands say]. And the women [who are not important] will do all the things [that the women's husbands say]."	Esther
Daniel 11:15	Then the king of the north region will attack a strong city [that is in the south region]. That king will put dirt against the walls of that strong city. Then the king will be able [to defeat the city]. The army of the king of the south region will not be able [to defeat this king]. The best soldiers will not be able [to defeat the king of the north region] [because the king of the north region will be very strong].	Daniel
Ruth 2:20	Naomi said to Naomi's daughter-in-law, ["I(Naomi) will pray [that Yahweh will do good things for Boaz]]! Yahweh continues to be kind to alive people and dead people."  Naomi also said to Ruth, ["Boaz is our(Naomi's) close relative].  Boaz is one of our(Naomi's) kinsman-redeemers. Boaz is one of the people [that must protect our(Naomi's) land and our(Naomi's) family]."	Ruth
Nehemiah 11:13	Other priests [who worked with Adaiah] were the leaders of the priests’ families. 242 men [who were the leaders of the priests’ families] lived in Jerusalem. The following priests also lived in Jerusalem. Amashsai [who was a son of Azarel].  Azarel was a son of Ahzai. Ahzai was a son of Meshillemoth. And Meshillemoth was a son of Immer.	Nehemiah
2 Samuel 22:40	You(Yahweh) gave strength to me(David) [so that I(David) could fight my(David's) enemies].    You(Yahweh) caused  [my(David's) enemies to bow to me(David)].	2_Samuel
Nehemiah 12:19	Mattenai was the leader of Joiarib’s family. Uzzi was the leader of Jedaiah’s family.	Nehemiah
Mark 12:36	King _implicit David _emphasized said through the Holy-Spirit, ["The Lord-A said to my(David's) master/Lord-C, ["You(master) (imp) sit at my(Lord's) right side [(implicit-situational) which is a place of honor] [(literal) until I(Lord) put your(master's) enemies under your(master's) feet]"]" [(dynamic) until I(Lord) defeat-A your(master's) enemies completely"]"]. (footnote) You(people) (imp) see Psalms 110:1.	Mark
Joshua 22:34	The people [who were in the tribes named Reuben and of Gad] named that altar [You(Israelites) and we(people) know [that Yahweh Is God]].	Joshua
1 Samuel 13:9	So Saul said, ["I(Saul) (implicit-info) will not continue waiting for Samuel]. You(soldiers) (imp) bring gifts/offerings to me(Saul)." Then Saul gave/sacrificed those gifts/offerings to God.	1_Samuel
2 Samuel 19:19	And Shimei said to the king, ["My(Shimei's) master, (imp) you(David) do not punish me(Shimei)]. (imp) You(David) do not remember the bad things [that I(Shimei) did to you(David) [when you(David) left Jerusalem]].	2_Samuel
Matthew 5:31	(title) Jesus talks about men [who divorce those men's wives]. (paragraph) You(people) heard [that our(Jesus's) people/ancestors were told _distantPast by the religious _implicit laws/Law _implicit, ["A man [who divorces a woman] must give to that woman a letter [that was written by a priest]]]. That letter says [that that woman will not continue to be that man's wife]". (footnote) You(people) (imp) see Deuteronomy 24:1.	Matthew
Matthew 27:59	Joseph took the body . And Joseph wrapped the body with clean good and light cloth.	Matthew
Genesis 16:8	The angel said, ["Hagar, you(Hagar) are Sarai’s servant.]  where did you(Hagar) come from? Where are you(Hagar) going?"  Hagar answered, ["I(Hagar) am running from my(Hagar's) master named Sarai."]	Genesis
Matthew 23:12	For God will cause [the people [who show other people [that those people _firstNounIndex are extremely great]] to know [that those people are not more important than other people]]. And God will show people [that the people [who think [that those people are not more important than other people]] are extremely great].	Matthew
Matthew 9:17	And similarly _implicit people _generic should not pour new wine into old wineskins. For [if a person does that thing,] that wine will cause [those containers/wineskins to burst]. And that wine will flow from those containers/wineskins. And the containers/wineskins will be ruined by that person _implicit. Instead, people pour new wine into new containers/wineskins [so that that wine and those containers/wineskins continue to be good]."	Matthew
Matthew 27:48	_paragraph Immediately one of those people ran [in order to get a cloth/sponge]. That person put that cloth/sponge in sour wine. And that person put that cloth/sponge on a stick. Then that person put that cloth/sponge beside Jesus's mouth [so that Jesus could drink that sour wine].	Matthew
Matthew 14:4	John had repeatedly _implicit said to Herod, ["The religious laws do not allow [you(Herod) to marry your(Herod's) brother's wife]."]	Matthew
Mark 15:29	And people [who walked by Jesus] were insulting Jesus. Those people shook those people's heads [(implicit-cultural) in-order-to show [those people did not respect Jesus]]. And those people said, [" You(Jesus) said [you(Jesus) will destroy the temple] [and you(Jesus) will build the temple again [before 3 days pass]]].	Mark
Nehemiah 7:20	655 men [that were from Adin] returned.	Nehemiah
Daniel 1:10	But the chief official said to Daniel, ["I(official) am afraid of the king [who is giving food and wine to you(Daniel)]]. The king might see [that you(Daniel) are less healthy than the other young men]. And then the king will kill me(official)."	Daniel
Nehemiah 2:19	But Sanballat [who was from Horon], the official named Tobiah [who was from Ammon], and a man named Geshem [who was from Arabia] heard about these things.  Then Sanballat, Tobiah, and Geshem laughed at us(Nehemiah). And Sanballat, Tobiah, and Geshem insulted us(Nehemiah). Sanballat, Tobiah, and Geshem asked, ["Which thing are you(people) doing?] Are you(people) not obeying/rebelling  the king?"	Nehemiah
Joshua 24:29	Later Joshua [who was the son of Nun] died. Joshua was 110 years old. Joshua served Yahweh.	Joshua
Daniel 5:11	A man [who has the spirit of the holy gods] is living in your(king's) kingdom. [When your(king's) father ruled Babylon] this man was very wise. This man was wise [like the gods are wise]. Your(king's) father gave authority to this man. This man was the leader of the magicians and astrologers.	Daniel
Genesis 1:22	Then God blessed these animals [and God said to these animals, ["You(animals) (imp) have many children]]."	Genesis
Esther 2:23	[After the king heard about the men's plan] the king ordered [the king's servants to hang the two guards]. So the king's servants hung the two guards. The king's secretaries wrote about all the things [that the king did]. So the secretaries wrote about this event in the king's book.	Esther
2 Samuel 17:21	[After Absalom’s servants left that house] Jonathan and Ahimaaz climbed out of the well. Then Jonathan and Ahimaaz went to King David. Jonathan said to David, ["(imp) You(David) quickly go across the river]. Ahithophel advised[Absalom to attack you(David)]."	2_Samuel
Nehemiah 9:38	The people (title) promise [to obey God’s commands]. we(people) are making an agreement because of all of these things. And we(people) are writing down this agreement. Our(people’s) leaders, our(people’s) people [that are in the tribe named Levi], and our(people’s) priests are putting the marks/seals of those people on this agreement.”	Nehemiah
Matthew 9:8	[When the crowd saw this event,] the crowd was very surprised/amazed. And the crowd praised God [because God allowed [a person to do that miracle]].	Matthew
1 Samuel 19:11	So Saul sent some men to David’s house. Those men watched David’s house.  Those men planned [to kill David in the morning]. But David’s wife named Michal warned David. Michal said, ["[If you(David) do not run from this place tonight] then Saul’s men will kill you(David) tomorrow."]	1_Samuel
Matthew 11:15	You(people) [who have ears [in-order-to hear things _implicit]], you(people) (imp) listen to these words.	Matthew
Ruth 3:9	Boaz asked that woman, ["Who are you(Ruth)?"] Ruth said, ["I(Ruth) am your(Boaz's) servant named Ruth]. You(Boaz) (imp) please cover me(Ruth) with the edge of your(Boaz's) robe [because you(Boaz) are our(Ruth's) family's kinsman-redeemer]." You(Boaz) (imp) please cover me(Ruth) with the edge of your(Boaz's) robe [because you(Boaz) must protect our(Ruth's) family and our(Ruth's) family's property]."	Ruth
1 Samuel 2:10	But Yahweh will break the people [who fight Yahweh] into many pieces. Yahweh’s voice will sound like thunder in heaven [when Yahweh fights Yahweh’s enemies]. Yahweh will judge all of the people [who are on the earth]. Yahweh will give power to Yahweh's king. And the man [who Yahweh chose/appointed to be king] will become powerful.”	1_Samuel
Genesis 16:13	Then Hagar gave a new name to Yahweh.  Hagar named Yahweh God [that you(God) sees me(Hagar)]. Hagar said to Hagar, ["I(Hagar) saw the God [who sees me(Hagar)]]."	Genesis
Acts 21:2	At that place, we(disciples) found a ship [that was traveling to the region named Phoenicia.] So we(disciples) entered that ship. Then that ship started to travel.	Acts
Mark 6:14	(title) John the Baptist is killed by Herod of the soldiers _metonymy. (paragraph) King Herod named Antipas _implicit heard about Jesus [(literal) because Jesus's name was known by many people ] [(dynamic) because many people were talking about Jesus]. Some people were saying, ["John the Baptist was caused by God _implicitNecessary [to become alive again]]. (implicit-situational) This man is John the Baptist. So this man is able [to do these actions [by using God's power]]."	Mark
Matthew 8:29	(rhetorical) Those evil spirits/demons shouted through those men _ImplicitDual, ["Son-of-God, why do you(Jesus) come to us(spirits)?] (statement) Those evil spirits/demons shouted through those men _ImplicitDual, ["We(spirits) do not want [you(Jesus) to come to us(spirits)]]. (rhetorical) Did you(Jesus) come here [in order to cause [us(spirits) to much suffer] [before the time [that God chose]]]? (statement) You(Jesus) (imp) do not cause [us(spirits) to much suffer] [before the time [that God chose]]!"	Matthew
Matthew 15:26	_paragraph Jesus said to that woman _implicit, ["People should not take-away bread from children [in order to give that bread to dogs]"].	Matthew
Matthew 18:9	And [if your(follower's) eye causes [you(follower) to sin],] you(follower) (imp) take-out that eye. And you(followers) (imp) throw-away that eye. It is-V bad-A [you(follower) take-out that eye]. But it is-V extremely worse-A [you(follower) be thrown by God _implicitActiveAgent into hell-A _implicitNecessary [where fire always burns] [because you(follower) did not take-out that eye]].	Matthew
Genesis 34:12	You(brothers) (imp) tell me(Shechem) how much money [I(Shechem) should pay to you(brothers)] [so that I(Shechem) could marry Dinah].  And you(brothers) (imp) ask me(Shechem) for a very expensive gift [that you(brothers) want]. And I(Shechem) will give that gift to you(brothers). But you(brothers) let [me(Shechem) marry the young woman]".	Genesis
Genesis 11:25	Nahor lived for 119 years [after Terah was born]. and Nahor had other children.	Genesis
1 Samuel 20:6	Your(Jonathan's) father might notice [that I(David) am not at the feast]. So your(Jonathan’s) father might talk to you(Jonathan) about me(David). Then you(Jonathan) (imp) say to your(Jonathan’s) father, ["David asked/begged [me(Jonathan) to allow [David to go quickly to David's father’s house]]]. David's father’s house is in Bethlehem. And David's family gives/offers a gift/sacrifice each year for David’s family."	1_Samuel
Genesis 41:50	Joseph's wife was a woman named Asenath.  Asenath was the daughter of Potiphera [who was the priest of On]. [Before the famine started] Joseph and Asenath had 2 sons.	Genesis
1 Samuel 3:8	Then Yahweh called Samuel again. Yahweh said, ["Samuel!"] So Samuel stood up. And Samuel went to Eli. Samuel said, ["I(Samuel) am at this place]. You(Eli) called me(Samuel)." Then Eli realized [that Yahweh was calling the boy].	1_Samuel
Genesis 27:31	Then Esau cooked the animal [that Esau killed]. and Esau brought that food to the father of Esau. Then Esau said to Isaac, ["Father, you(Isaac) sit-up.] and you(Isaac) eat the food [that I(Esau) killed for you(Isaac)]. then you(Isaac) (imp) bless me(Esau)".	Genesis
Genesis 32:9	Then Jacob prayed to God, ["God of my(Jacob's) ancestor named Abraham, and of my(Jacob's) father named Isaac, you(God) told me(Jacob) [to return to my(Jacob's) country and to my(Jacob's) family]]. Yahweh, you(God) said [that you(God) will treat me(Jacob) well].	Genesis
Matthew 4:18	(title) Jesus calls Jesus’s first disciples. (paragraph) [While Jesus was walking by the sea-Galilee named big lake _implicit,] Jesus saw two men . Those men were Simon [who was called by people _implicitActiveAgent Peter] and Simon’s brother named Andrew. And Simon and Andrew were people [who catch fish _generic [in order to earn money]]. Simon and Andrew were throwing a net into the lake.	Matthew
Genesis 10:29	And Joktan was also the father of Ophir, Havilah, and Jobab. All these people were the sons of Joktan.	Genesis
Esther 1:3	[When King Xerxes had been the king for about three years] King Xerxes invited all the rulers and all the officials [to come to a feast]. King Xerxes also invited all of the princes and all of the important people [that lived in Xerxes' kingdom] [to come to this feast].	Esther
Acts 20:4	Certain people traveled with Paul. A man named Sopater [who was the son of Pyrrhus] [and who was born in the city named Berea] traveled with Paul. And a man named Aristarchus and another man named Secundus traveled with Paul. Those two men were from the city named Thessalonica. And a man named Gaius [who was from the town named Derbe] traveled with Paul. And Timothy also traveled with Paul. And a man named Tychicus and another man named Trophimus traveled with Paul.  These two men were from the province named Asia.	Acts
Daniel 8:13	Then I(Daniel) heard [a holy angel speaking].  And another holy angel asked that angel, ["How long will these things happen]? When will this vision become true?  This vision is about people [who give sacrifices to God each day], people [who refuse [to continue obeying the LORD]], and people [who give the LORD's temple to other people]. And this vision is about the horn [that is walking on the LORD's people]."	Daniel
Matthew 5:30	And [if your(person's) right hand causes [you(person) to sin],] you(person) (imp) cut-off that hand. And you(person) (imp) throw-away that hand. [You(person) lose one part of your(person's) body] is bad. But [your(person's) whole body is thrown by God _implicit into hell] is more bad.	Matthew
Genesis 36:26	Dishon had sons named Hemdan, named Eshban, named Ithran, and named Keran.	Genesis
Mark 15:6	(paragraph) During every holiday/feast of Passover _implicit Pilate freed for-C the people 1 prisoner [that the people chose] .	Mark
Matthew 26:24	The Son-of-man _1stas3rd will die [just-like the Scriptures say [the Son-of-man _1stas3rd will die]]. But the man [who gives the Son-of-man _1stas3rd to the Son-of-man's _1stas3rd enemies] will much suffer! [That man was born] is-V bad for _beneficiary that man."	Matthew
Joshua 10:20	So Joshua and the Israelites completely defeated the Amorites. But a few of the Amorite soldiers ran/escaped to the soldiers' cities [which had very big walls].	Joshua
Joshua 19:27	Then the border went to Beth-Dagon and Zebulun.  Then the border went to the valley-Iphtah-El. Then the border went to Beth-Emek, Neiel, and Kabul.	Joshua
Daniel 7:2	Daniel wrote, ["[While I(Daniel) was sleeping] God showed a vision to me(Daniel)]. I(Daniel) saw [the four winds of heaven making big waves in the great sea].	Daniel
Genesis 1:1	God started creating the heavens and the earth.	Genesis
Mark 1:20	Jesus immediately called James and John. James and John left-B the father of James and John named Zebedee [who stayed in the boat with the men [whom Zebedee employed ]]. And James and John followed-B Jesus.	Mark
Esther 2:4	Then you(king) will choose the woman [that you(king) like most]. That woman will become the queen. Then Vashti will not be the queen." The king liked this plan. So the king told [officials [that were in each country] to bring beautiful young women [that did not sex a man] to the palace].	Esther
Joshua 16:7	Then the border went from Janoah to Ataroth.  Then the border went to Naarah and Jericho. Then the border went to the river-Jordan.	Joshua
1 Samuel 14:21	Previously some Israelites went to the Philistines’ camp [in order to join the Philistine soldiers].  But now those Israelites also started helping Saul and Jonathan [fight the Philistines].	1_Samuel
2 Samuel 1:4	David asked that man, ["Which thing happened at the Israelite's camp]?  (imp) you(man) tell me(David)!"The man said, ["The Israelites run-away from the enemy's soldiers]. The Philistines killed many Israelites. Saul and Saul's son named Jonathan are dead."	2_Samuel
Genesis 42:3	So 10 of Joseph's brothers went to Egypt [in-order-to buy grain].	Genesis
2 Samuel 1:6	The young man answered, ["I(man) was on mount-Gilboa]. And I(man) saw Saul. Saul was standing at that place. And Saul was leaning on Saul's spear. Philistine soldiers [that were riding chariots] were close to Saul.	2_Samuel
Ruth 4:6	The man/kinsman-redeemer said, ["Then I(man) am not able [to buy/redeem that land]]. [If I(man) marry Ruth] [and if Ruth gives birth to a son] my(man’s) sons might receive/inherit less land from me(man). So you(Boaz) (imp) buy/redeem that land for yourself(Boaz). I(man) an not able [to buy/redeem that land"].	Ruth
Joshua 11:5	All of those kings met at a place named the Waters-of-Merom.  And those kings agreed [to fight the Israelites].	Joshua
Mark 2:18	(title) People ask Jesus about people [who do not eat food [in order to pray]] . (paragraph) The people [who followed _routinely John the Baptist ] and the Pharisees were not eating food [in order to pray]. Some people came to Jesus. And those people said to Jesus, ["The people [who follow _routinely John] and the people [who follow _routinely the Pharisees] are not eating food [in order to pray ]]. (rhetorical) Why do the people [who follow _routinely you(Jesus)] not stop eating food [in order to pray]? (statement) The people [who follow _routinely you(Jesus)] should also not eat food [in order to pray]".	Mark
Joshua 13:10	A man named Sihon was the king of the Amorites. Sihon was ruling all of the people [who were living in the towns [that were in that region]].  King Sihon was living in the city named Heshbon. And King Sihon ruled the region [that was next to the Ammonites].	Joshua
1 Samuel 21:2	David answered Ahimelek, ["The king told [me(David) to do a certain thing for the king]]. The king said to me(David), ["You(David) (imp) do not tell people about the thing [that you(David) will do for me(Saul)]"]. And I(David) told [my(David's) soldiers to meet me(David) at a certain place].	1_Samuel
2 Samuel 15:5	And [whenever a person came near Absalom [in order to bow to Absalom]] Absalom held that person's hand.  And Absalom greeted that person.	2_Samuel
Mark 9:22	The spirit often caused [the boy to fall into fire and water] [in-order-to kill the boy]. But [if you(Jesus) are able [to do a thing for the boy _implicit],] you(Jesus) (imp) pity us(father) _excl. And you(Jesus) (imp) help us(father) _excl."	Mark
Joshua 5:12	[After the Israelites ate that food] Yahweh stopped giving manna to the Israelites. The Israelites stopped receiving manna on that day. That year the Israelites ate the food [that people grew in Canaan].	Joshua
1 Samuel 10:3	Then you(Saul) will continue walking [until you(Saul) arrive at the big tree [that is at Tabor]]. 3 other men will meet you(Saul) near that tree. Those men will be walking to Bethel [in-order-to worship God].  One of those men will be carrying 3 young goats.  Another man will be carrying 3 loaves of bread. And the other man will be carrying a bag [that contains wine].	1_Samuel
Joshua 24:14	Now (imp) you(Israelites) fear Yahweh. And (imp) you(Israelites) serve Yahweh faithfully. (imp) You(Israelites) throw-away the gods [that your(Israelites') ancestors worshiped]. Your(Israelites') ancestors worshiped those gods [when your(Israelites') ancestors lived on the other side of the river-Euphrates and in Egypt]. Now you(Israelites) (imp) serve Yahweh.	Joshua
Genesis 27:35	But Isaac said to Esau, ["The brother of you(Esau) tricked me(Isaac)!]  Jacob caused [me(Isaac) to bless Jacob instead-of you(Esau).]"	Genesis
Matthew 7:27	Then _implicit the rain _frameInferable fell-A. The rivers [(implicit-situational) that were by that house] became deep. And the winds blew-A much on that house. So that house fell. And that house was completely destroyed by the rain, the rivers and the winds _allThreeImplicitActiveAgents."	Matthew
Mark 10:11	Jesus said to those followers/disciples, ["A man [who ended that man's marriage [that is with that man's wife]] [and who marries another woman] does a bad-B thing to that man's previous wife [by not being faithful to that man's previous wife]].	Mark
Joshua 14:6	(title) Joshua gives land to Caleb.  One day [when Joshua was in Gilgal] Caleb and several other men [who were in the tribe named Judah] came to Joshua.  Caleb was the son of Jephunneh [who was a Kenizzite]. Caleb said to Joshua, [“Do you(Joshua) remember the things [that Yahweh said to Moses at Kadesh-Barnea]]?  Yahweh spoke to Moses about you(Joshua) and me(Caleb).	Joshua
1 Samuel 10:13	[After Saul stopped speaking the words of Yahweh], Saul went to the mountain [that people worship God at].	1_Samuel
Mark 2:28	(literal) So the Son-of-man is Lord of the seventh day of the week. (dynamic) So I(Jesus) [who am the Son-of-man] have authority [in-order-to choose the things [that people may _permissive do on the seventh day of the week]]."	Mark
Genesis 12:19	Why did you(Abram) say, ["Sarai is my(Abram's) sister"]? [Because you(Abram) told me(king) [that Sarai is your(Abram's) sister]] I(king) married Sarai. You(Abram) (imp) take Sarai. and you(Abram) (imp) leave this place!"	Genesis
1 Samuel 24:6	David said to those men, ["I(David) should not have treated Saul badly]. Saul is my(David’s) master.  Yahweh chose/anointed [Saul to be our(David's) king]."	1_Samuel
Genesis 6:12	God saw [that the people were evil].  All the people [who lived on the earth] except Noah sinned often.	Genesis
Matthew 7:24	(title) Jesus says [there are wise people and stupid/foolish people]. (paragraph) Therefore, every person [who hears my(Jesus's) words] [and who does those things [that I(Jesus) am saying]] be-U like a wise person _otherThingList [who built that person’s house on stone].	Matthew
Mark 6:49	But [when those followers/disciples saw [Jesus walking on the lake],] those followers/disciples thought [Jesus was a spirit/ghost]. And those followers/disciples cry-out/screamed.	Mark
Daniel 8:8	The goat became very great. But [when the goat was great] the goat's big horn broke. Then four big horns grew. One horn pointed to the north. One horn pointed to the south. One horn pointed to the west. And one horn pointed to the east.	Daniel
Ruth 4:20	Amminadab had a son named Nahshon. Nahshon had a son named Salmon.	Ruth
Matthew 14:33	Then the followers/disciples [who were in the boat] honored/worship Jesus. Those followers/disciples said, ["It is-V true [you(Jesus) are the Son-of-God]"].	Matthew
Genesis 1:8	God called this place the sky.  God did these things on the second day.	Genesis
Daniel 11:27	These two kings will want [to do evil things]. These two kings will sit at a table. But these two kings will say false things to each-other(kings). The plans of these two kings will fail. God has already chosen the time [that these two kings will die].	Daniel
Genesis 28:14	There are many pieces of dust on the earth.  The number of the descendants of you(Jacob) will be like the number of pieces of dust. The descendants of you(Jacob) will live in all places [that are on the earth].  The descendants of you(Jacob) will live in the western region, and in the eastern region, and in the northern region, and in the southern region. and all the families [who live on the earth] will be blessed by me(Yahweh) through you(Jacob) and through the descendants of you(Jacob).	Genesis
Acts 20:36	Then Paul stopped talking. And Paul knelt with all those people. And all those people prayed.	Acts
