reference	verse	book
Matthew 25:18	(literalunits) But the servant-B [who received 1 talent] left. (modernunits) But the servant-B [who received 1 bag left]. And [after digging a hole in the ground,] that servant-B hid the money of that servant's master-A.	Matthew
Matthew 8:34	Then all _hyperbolic the people go-out of the city [in order to meet Jesus]. And [when those people saw Jesus,] those people asked/beg Jesus much [to leave those people's area/region].	Matthew
Matthew 7:10	(rhetorical) Or, [if that son asks that person _implicit for a fish,] will that person give a snake to that person’s son? (statement) Or, [if that son asks that person _implicit for a fish,] that person will not give a snake to that person’s son.	Matthew
Genesis 37:16	Joseph answered, ["I(Joseph) am looking for my(Joseph's) brothers]. My(Joseph's) brothers brought our(Joseph) livestock to this region [so that the livestock could eat the grass].  Did you(man) see my(Joseph's) brothers?"	Genesis
2 Samuel 12:4	One day a friend visited the rich man. The rich man (implicit-info) wanted [to feed that friend]. But that rich man did not want [to kill one of the rich man's sheep or one of the rich man's cows]. Instead that rich man take-away the female lamb from the poor man. Then that rich man killed that lamb. And that rich man cooked that lamb for the friend."	2_Samuel
2 Samuel 23:9	The second powerful soldier was a man named Eleazar.  Eleazar was the son of Dodai. And Dodai was the son of Ahohi.  Eleazar and 2 other strong soldiers were with David [when David called/taunted the Philistines at Pas-Dammim]. The Philistines were preparing to fight the Israelites.  But Israel's soldiers run-away/retreated.	2_Samuel
1 Samuel 4:21	That daughter-in-law named that baby Ichabod.  That daughter-in-law said, ["Israel's glory left us(Israelites)."] That daughter-in-law said those words [because the Philistines captured the Ark-of-the-Covenant]. And that daughter-in-law said those words [because that daughter-in-law's father-in-law and husband were dead]. Ichabod (footnote) means no glory.	1_Samuel
Genesis 15:20	And the Hittite, Perizzite and Rephaite live in this land also.	Genesis
2 Samuel 15:20	You(Ittai) came a few days ago. Why should you(Ittai) go with us(David) to a different place? I(David) do not know the place [that I(David) will go to]. So (imp) you(Ittai) return to Jerusalem. And (imp) you(Ittai) take the other people [who came from Gath] to Jerusalem. I(David) hope [that God will be kind to you(Ittai)]."	2_Samuel
1 Samuel 14:30	[If the soldiers had eaten the food [that the soldiers took from the soldiers’ enemy today]] the soldiers would have killed more Philistines!"	1_Samuel
Acts 17:15	The men [who walked with Paul to the coast] led Paul to the city named Athens. Then Paul instructed the people [who believe in Jesus] to tell Silas and Timothy [that Silas and Timothy should come quickly to the place [where Paul was staying].	Acts
Matthew 12:36	But I(Jesus) tell you(Pharisees) [on the day [when God will judge all the people of the earth ] every person will certainly need [to explain that person's words]]. Every person will explain the reason [why that person said every word [that that person said]] [even-though that person said that word carelessly].	Matthew
Genesis 37:15	[After Joseph arrived in Shechem] a man saw [Joseph wandering in the field]. Then the man asked Joseph, ["What are you(Joseph) looking for?"]	Genesis
Matthew 24:14	(complex) And the Good-News of the kingdom-B of God _GodImplicit will be taught/preached by followers/disciples _implicitActiveAgent to the whole world of the people _metonymy [so that all the nations will hear that Good-News]. (simple) And the Good-News of God [who rules people] will be taught/preached by followers/disciples _implicitActiveAgent to the whole world of the people _metonymy [so that all the nations will hear that Good-News]. Then-A the end-A of the world _implicit will come.	Matthew
Mark 8:14	(title) Jesus warns-C Jesus's followers/disciples about the Pharisees and Herod. (paragraph) Jesus's followers/disciples forgot-B [those followers/disciples to bring enough _implicit bread]. But those followers/disciples had 1 piece/loaf in the boat.	Mark
1 Samuel 17:43	Goliath said to David, ["Am I(Goliath) a dog]? Will you(David) fight me(Goliath) with a stick [like people fight dogs]?" Then Goliath called the gods of the Philistines. And Goliath cursed David.	1_Samuel
Titus 2:12	God teaches us(Paul) [that we(Paul) should please God] [by treating us(Paul) kindly] . And God teaches us(Paul) [that we(Paul) should not greatly want the things [that people [who do not follow  Christ Jesus] want]]. And God teaches us(Paul) [that we(Paul) should act wisely]. God teaches us(Paul) [that we(Paul) should act now [so that we(Paul) would please God]].	Titus
Genesis 3:12	Then the man said, ["The woman [that you(God) gave to me(Adam)] gave the fruit to me(Adam)]. and I(Adam) ate the fruit."	Genesis
1 Samuel 14:50	Saul's wife's name was Ahinoam.  Ahinoam was the daughter of Ahimaaz. A man named Abner was the leader/commander of Saul's army. Abner was the son of Ner. And Ner was Saul's uncle.	1_Samuel
Matthew 12:41	The people of Nineveh named the city _implicitType will stand-up-A with this group/generation of people [who (implicit-situational) live now] on the day [when God will judge all people of the earth]. And those people of Nineveh will condemn this group/generation. For those people repented [when Jonah teach/preach those people]. And you(people) (imp) listen/behold. A person [who is greater than Jonah] is here.	Matthew
Genesis 18:22	The 2 men were angels. So the 2 angels started walking toward Sodom. but Abraham stood in-front-of Yahweh.	Genesis
1 Samuel 22:12	Saul said to Ahimelek, ["Ahitub’s son, you(Ahimelek) (imp) listen to me(Saul)]." Ahimelek said, ["You(Saul) are my(Ahimelek's) master]."	1_Samuel
Joshua 7:21	[While we(Israelites) were attacking the city] I(Achan) saw a beautiful robe [that a person made in Babylonia]. And I(Achan) saw silver -quantity about 2 kilograms.  And I(Achan) also saw gold -quantity about .5 kilograms. I(Achan) wanted those things. So I(Achan) took those things. You(Joshua) will find those things under my(Achan's) tent. I(Achan) buried those things under my(Achan's) tent. The silver is under the other things."	Joshua
2 Samuel 9:5	So King David’s servants brought Jonathan’s son from Makir’s house to David. Makir’s house was in Lo-Debar. Makir was Ammiel’s son.	2_Samuel
Mark 6:20	For Herod was afraid-B of John [because Herod knew [John was a good/righteous and special/holy man]]. So Herod protected John. [Whenever Herod listened to John,] Herod was very upset/troubled. But Herod enjoyed [Herod listening to John].	Mark
Genesis 47:13	-Title Joseph buys land for the king. Later the famine became very bad. The people [who lived in Egypt and in Canaan] became very poor [because people were not able [to harvest crops]].	Genesis
Joshua 12:17	The Israelites defeated the king of Tappuah and the king of Hepher.	Joshua
Joshua 4:14	On that day Yahweh caused [all of the Israelites to think [that Joshua was a great man]]. After that day the Israelites respected Joshua [just-like the Israelites previously respected Moses].	Joshua
Daniel 1:5	The king allowed [these young men to eat the king's food]. And the king allowed [these young men to drink the king's wine]. These young men studied for three years [in order to serve the king].	Daniel
Joshua 8:6	Those soldiers will chase us(Israelites). And we(Israelites) will continue running from those soldiers [until all of those soldiers are away from the city]. Those soldiers will think [that we(Israelites) are afraid of those soldiers [just-like we(Israelites) were afraid of those soldiers a few days ago]].	Joshua
Joshua 4:6	Yahweh will use those 12 stones [to remind you(people) [that Yahweh caused [the Jordan River to stop flowing]]]. After many years your(people's) children will ask you(men), ["Why are these stones at this place?"]	Joshua
Joshua 15:20	So Yahweh gave land to the tribe named Judah. Each group of families owned a part of that land.	Joshua
Matthew 20:12	Those people/workers said to that man _implicit, ["The people/workers [who began to work last] worked for only 1 hour]. But you(man) gave to those people/workers the same money/wages [that you(man) gave to us(workers)]. We(workers) worked for the whole day [when the weather was hot]."	Matthew
Genesis 30:14	Later [when wheat was being harvested by people] Reuben went to a field. and Reuben found some mandrake. and Reuben brought those mandrake to Reuben's mother named Leah. Then Rachel said to Leah, ["Please give some mandrake [that your(Leah's) son found] to me(Rachel)."]	Genesis
Matthew 15:9	These people honor/worship me(God) without a reason. For these people teach-B religious _implicit customs/traditions [that people made]. (footnote) You(people) (imp) see Isaiah 29:13.	Matthew
1 Samuel 3:5	Then Samuel ran to Eli. And Samuel said, ["I(Samuel) am at this place]. You(Eli) called me(Samuel)." But Eli said to Samuel, ["I(Eli) did not call you(Samuel)]. You(Samuel) (imp) return to your(Samuel's) bed. And you(Samuel) (imp) lie down." So Samuel returned to Samuel's bed. And Samuel lay down.	1_Samuel
2 Samuel 17:18	But a certain young man saw Jonathan and Ahimaaz. That man told Absalom [that Jonathan and Ahimaaz were waiting outside the city]. So Jonathan and Ahimaaz run-away quickly. Then Jonathan and Ahimaaz went to a man's house [that was in Bahurim]. There was a well near that man's house. So Jonathan and Ahimaaz climbed into that well.	2_Samuel
Genesis 9:19	These three men were Noah's sons. All the people [that live on earth today] are descendants of these three sons.	Genesis
Matthew 20:34	_paragraph Jesus pitied those men _dual. And Jesus touched those men's _dual eyes. Immediately those men became able [to see]. And those men _dual followed-A Jesus.	Matthew
Matthew 11:29	(complex) You(people) (imp) put on you(people) the yoke [that I(Jesus) give you(people)]. (simple) You(people) (imp) obey my(Jesus's) commands. And you(people) (imp) learn things _implicit from me(Jesus). For I(Jesus) am gentle. And I(Jesus) am not proud in my(Jesus's) heart-A. (complex) Then-D your(people's) souls will rest peacefully _implicit. (simple) Then-D you(people) will rest peacefully _implicit.	Matthew
Matthew 3:6	Those people admitted/confess [those people sinned ]. Then those people were dipped/baptized by John in the river-Jordan .	Matthew
Mark 8:36	(literal) (rhetorical) What does a person gain [by owning the whole earth] [if a person loses that person's soul]? (literal) (statement) A person does not gain a thing [by owning the whole earth] [if a person loses that person's soul]. (dynamic) (rhetorical) What does a person gain [by owning the whole earth] [if that person will not live forever _implicit with God _implicit]? (dynamic) (statement) A person does not gain a thing [by owning the whole earth] [if a person will not live forever _implicit with God _implicit].	Mark
Genesis 29:27	You(Jacob) should stay with Leah for 1 week.  Then I(Laban) will allow [you(Jacob) to marry Rachel also]. But you(Jacob) must work for me(Laban) for 7 more years."	Genesis
Mark 15:37	(paragraph) Then Jesus shouted loudly. And Jesus died.	Mark
Genesis 34:13	Then the sons of Jacob lied to Shechem and the father of Shechem [because Shechem attacked Dinah].	Genesis
Mark 10:44	And [if a person wants [to become the most important person among you(followers)],] a person must become the servant/slave of all of you(followers).	Mark
Matthew 8:20	(paragraph) But Jesus said, ["Foxes have holes [(implicit-situational) that those foxes live in]]. And birds have nests _inLDV. But the Son-of-man does not have a place [that the Son-of-man is able [to rest] at]".	Matthew
Matthew 9:34	_paragraph But the Pharisees said to those people _implicit, ["Jesus forces [evil spirits/demon to leave people] [by using the power of the leader/prince of evil spirits/demon]."]	Matthew
Matthew 13:24	(title) Jesus tells a story/parable [that is about plants [that people do not want]] . _paragraph Jesus told Jesus's followers/disciples another parable. (complex) Jesus _implicitNecessary said _implicitNecessary, ["The kingdom-B of heaven is-U like a man [who scattered good seeds in that man's field]]. (simple) Jesus _implicitNecessary said _implicitNecessary, ["God rules the world [just-like a man [who had good seeds] scattered good seeds in that man's field]].	Matthew
Nehemiah 6:7	And those people say [that you(Nehemiah) also chose people/prophets [that will help you(Nehemiah)]].  Those people/prophets will announce/proclaim in Jerusalem, ["There is a king in Judah!"]. The king will certainly hear about these things. So you(Nehemiah) (imp) come to us(Sanballat).  Let us(Sanballat) meet."	Nehemiah
Genesis 43:1	So the brothers stayed in Canaan.  But there was still a famine in Canaan.	Genesis
1 Samuel 15:8	Saul captured Agag [who was the king of the Amalekites]. Saul did not kill Agag.  But Saul killed all of the people [that Agag ruled].	1_Samuel
Matthew 24:42	_paragraph (literal) Therefore you(followers) (imp) be awake . (dynamic) Therefore you(followers) (imp) be ready-A. For you(followers) do not know the day [that the Son-of-man _1stAs3rd will return-B on].	Matthew
Joshua 8:12	On the previous day Joshua sent about 5000 men [to hide in a certain place [that was between Bethel and Ai]].  That place was on the western side of Ai. (footnote) Those 5000 men were probably some of the 30000 men [that Joshua sent to that place].	Joshua
Nehemiah 7:73	So the priests and the people [that were in the tribe named Levi] went to those people's towns. And the people [that sang songs], the people [that worked in the temple], and the people [that guarded the gates] went to those people's towns.  And all of the other people of Israel went to those people's towns.  The people of Israel made the Israelites' houses in the Israelites' town.	Nehemiah
Mark 9:9	(paragraph) [While Jesus and those followers/disciples come-down from the mountain,] Jesus commanded those followers/disciples [those followers/disciples not to tell-C people yet _implicit about the things [that those followers/disciples saw], [until the Son-of-man _1stas3rd becomes alive again [after the Son-of-man _1stas3rd dies]]].	Mark
Genesis 20:17	Then Abraham prayed to God. and God healed Abimelech. and God healed Abimelech's wife and Abimelech's female servants. Then these woman were able [to birth children].	Genesis
2 Samuel 22:26	You(Yahweh) are faithful to people [who are faithful to you(Yahweh)].    You(Yahweh) are good to people [who are good].	2_Samuel
Acts 16:14	One of those women [who was listening to us(disciples) speak] was named Lydia. Lydia bought purple cloth from people who lived in a city named Thyatira.  And Lydia sold that purple cloth to the people who lived in Philippi.  Lydia was a person [who believed in God].  God caused [Lydia to believe the message [that Paul said]].	Acts
Ruth 3:6	So Ruth went to the place [that people separate grain/barley from the plants at].  And Ruth did all of the things [that Ruth’s mother-in-law told [Ruth to do]].	Ruth
Genesis 18:5	and I(Abraham) will bring bread to you(men). you(men) will feel strong again [after you(men) eat]. Then you(men) may continue traveling."  The 3 men said, ["Yes, you(Abraham) (imp) bring the bread to us(men)].  We(men) will rest."	Genesis
Genesis 11:19	Peleg lived for 209 years [after Reu was born]. and Peleg had other children.	Genesis
Esther 5:4	Then Esther said to the king, ["I(Esther) prepared a feast for you(king)]. Will you(king) and Haman come to this feast?"	Esther
2 Samuel 15:2	On each day Absalom woke up early. And Absalom stood near the gate of the city.  People [who had problems] often came to Jerusalem [in order to talk to King David]. Those people wanted [the king to help those people]. [Whenever a person [who had a problem] came to the city], Absalom called that person. And Absalom asked that person, ["Which town are you(person) from?"] The person answered, ["I(person) am from one of Israel's tribes."]	2_Samuel
Genesis 36:15	The leaders of the Edomites were descendants of Esau. The following men were the leaders of the people [that were descendants of Esau]. Esau's first son was Eliphaz. Teman, Omar, Zepho, Kenaz, Korah, Gatam, and Amalek were the leaders [who were sons of Eliphaz].	Genesis
Joshua 10:31	Then Joshua and all of the Israelites traveled from Libnah to Lachish.  And the Israelites camped near Lachish. Then the Israelites attacked that city.	Joshua
Genesis 40:1	-Title Joseph explains 2 dreams. Later 2 officers of the king caused [the king to become angry].  These 2 officers were the man [who made wine for the king] and the man [who baked bread for the king].	Genesis
Matthew 4:16	The people [who were living in darkness] in this land _implicit saw a great light. (literal) A light started to shine on the people [who were living in the land of the shadow of death]. (dynamic) A light started to shine on the people [who were living [just-like those people were not alive]]." (footnote) You(people) (imp) see Isaiah 9:1 and 9:2.	Matthew
Nehemiah 3:18	Other people [who were in the tribe named Levi] repaired the next part of the wall. A man named Binnui [who was a son of Henadad] led those people. Binnui ruled the people [who were in the other half of the region named Keilah].	Nehemiah
Esther 4:1	[when Mordecai heard about the new law] Mordecai was very sad. Mordecai tore Mordecai's clothes. Then Mordecai put on clothes [that were made of sackcloth]. and Mordecai put ashes on Mordecai's body. Then Mordecai went to the city. Mordecai cried loudly [because Mordecai was very sad].	Esther
Matthew 26:66	What do you(priests) think-A?" _paragraph The priests _frameInferable answered, ["This man deserves [to die]"].	Matthew
Genesis 42:35	[After the brothers told Jacob about all these things] the brothers took out the grain from the brothers' bags.  Then the brothers found money in all the bags. Then the brothers and Jacob became very afraid.	Genesis
Matthew 10:19	But [when those people take-away/arrest you(disciples),] you(disciples) (imp) do not worry about the words [that you(disciples) will say]. (literal) At-that-time you(disciples) will receive from the Holy-Spirit _implicit the words [that you(disciples) should say]. (dynamic) At-that-time the Holy-Spirit _implicitNecessary will cause [you(disciples) to know the words [that you(disciples) should say]].	Matthew
Joshua 19:38	The tribe named Naphtali also owned the towns named Iron, Migdal-El, Horem, Beth-Anath, and Beth-Shemesh. Therefore the tribe named Naphtali owned 19 towns. And the tribe named Naphtali also owned the villages [that were near those towns].	Joshua
Joshua 17:12	But the people [that were in the tribe named Manasseh] were not able [to defeat the people [who were living in those cities]]. So the Canaanites continued living in those cities.	Joshua
Nehemiah 9:9	You(Yahweh) saw [our(Israelites’) people/ancestors suffering in Egypt]. And you(Yahweh) heard [those people cry to you(Yahweh)  at the sea-Red].	Nehemiah
1 Samuel 14:17	(implicit-info) Saul's soldiers told Saul [that the Philistine soldiers were run-away].  So Saul said to Saul's soldiers, ["You(soldiers) (imp) call all of the soldiers].  And you(soldiers) (imp) find out [who left our(Israelites') camp]."  So the soldiers found out [that Jonathan and the soldier [that carried Jonathan's shield] left the camp].	1_Samuel
Daniel 5:6	The face of the king became very white. And the king was afraid. The king's knees and the king's legs began to shake.	Daniel
Mark 11:29	(paragraph) But Jesus said to those chief priests, those people/scribes and those older leaders, ["I(Jesus) will ask you(priests) 1 question]. You(priests) (imp) first _implicit tell-D to me(Jesus) the answer of my(Jesus's) question _implicit. Then-D I(Jesus) will tell-C to you(priests) about the authority [that I(Jesus) have [in-order-to do these things]].	Mark
Matthew 17:22	(title) Jesus talks about Jesus's death again. _paragraph Then Jesus and the followers/disciples met-C in Galilee. Jesus said to those followers/disciples, ["The Son-of-Man _1stAs3rd will soon _implicit be given to the Son-of-Man's enemies by a person _implicitActiveAgent].	Matthew
Matthew 1:4	Ram became the father of Amminadab. Amminadab became the father of Nahshon. And Nahshon became the father of Salmon.	Matthew
Daniel 6:3	The work [that Daniel did] was better than the work [that the other officials did]. The king knew [that Daniel did Daniel's work very well]. So the king wanted [Daniel to oversee the entire kingdom].	Daniel
Matthew 14:10	So Herod of a soldier _metonymy cut-off John's head in the prison.	Matthew
2 Samuel 2:30	[After Joab stopped chasing Abner] Joab returned to Joab's soldiers. Then Joab counted the soldiers.  Only Asahel and 19 of David’s other soldiers were dead.	2_Samuel
Matthew 16:28	_paragraph I(Jesus) am telling you(followers) the truth. (complex) Some of the people [who are standing here] will not die [until those people see [the Son-of-Man _1stAs3rd coming in the Son-of-Man's _1stAs3rd kingdom]]. (simple) Some of the people [who are standing here] will not die [until those people see [the Son-of-Man _1stAs3rd ruling people with power _inLDV]].	Matthew
Genesis 13:10	Lot looked at all the places [that were in that region]. and Lot saw that [much water was in the plain [where the Jordan is]]. That place was like Yahweh's garden. That place was like the beautiful places in Egypt. -Footnote At that time Yahweh had not destroyed Sodom and Gomorrah [which are two cities [that were in this plain]].	Genesis
Joshua 3:15	During the season [when people harvest crops] the Jordan River is very deep. The priests [who were carrying the ark-of-the-covenant] stepped into the water.	Joshua
Matthew 3:11	(paragraph) I(John) wash/baptize you(people) [who repent] with water . But a person [who is greater than me(John)] will come soon. [Because I(John) am much less good/worthy than that person,] I(John) should not even carry that person’s shoes/sandals. That person will wash/baptize you(people) with the Holy-Spirit and fire.	Matthew
Joshua 19:15	And the tribe named Zebulun owned the towns named Kattath, Nahalal, Shimron, Idalah, and Bethlehem. Therefore the tribe named Zebulun owned 12 towns.  And the tribe named Zebulun also owned the villages [that were near those towns].	Joshua
Matthew 26:37	Jesus walk-away with Peter and the 2 sons of Zebedee. (implicit-situational) Those 2 sons were James and John. And Jesus became very sad and upset/troubled.	Matthew
Genesis 24:19	[After the servant finished drinking water] Rebekah said, ["I(Rebekah) will also pour some water into the trough [so that your(servant's) camels could drink water]."]	Genesis
1 Samuel 17:17	One day Jesse said to Jesse's son named David, ["You(David) (imp) take this grain [that I(Jesse) roasted] and these ten loaves of bread to your(David's) brothers]. You(David) (imp) go quickly to the place [that your(David's) brothers are camping at].	1_Samuel
Matthew 20:16	_paragraph (literal) So the people [who are last now _implicit] will be first in the future _implicit. (dynamic) So the people [who are least important now _implicit] will be most important in the future _implicit. (literal) And the people [who are first now _implicit] will be last in the future _implicit. (dynamic) And the people [who are most important now _implicit] will be least important in the future _implicit."	Matthew
Genesis 17:17	Then Abraham bowed to God. But Abram laughed. Abraham said to Abraham, ["Is a man [that is 100 years old] able [to have a child]?] Is Sarah [who is 90 years old] able [to birth a child]?"	Genesis
Joshua 21:23	The Israelites also gave towns [that the tribe named Dan owned] to the other families [that were Kohath’s descendants]. The tribe named Dan gave the towns named Eltekeh and Gibbethon to those families.	Joshua
Nehemiah 3:28	A group of priests repaired the wall [that led to the gate-Horse]. Each priest repaired the part of the wall [that was in-front-of that priest’s house].	Nehemiah
1 Samuel 25:15	Those men treated us(servants) very kindly. Those men did not hurt us(servants).  And those men did not steal things from us(servants) [while  we(servants) were in the fields with those men].	1_Samuel
Matthew 13:8	Other seeds fell on good soil. Those seeds produced many plants. Some plants produced 100 new seeds. Some plants produced 60 new seeds. And some plants produced 30 new seeds.	Matthew
Genesis 50:15	(title) Joseph's brothers are afraid of Joseph. [when Joseph's brothers saw [that Joseph's brothers' father was dead]] Joseph's brothers said to each-other(brothers), ["Joseph might be very angry at us(brothers) [because we(brothers) treated Joseph badly]]. So Joseph might want [to punish us(brothers)]. What should we(brothers) do?"	Genesis
2 Samuel 12:3	But the poor man did not have many things. That man had one little female lamb [that that man bought]. The poor man took care of that lamb. And that lamb grew up. The poor man's children loved that lamb. That lamb ate the man's food. And that lamb drank water from that man's cup.  That lamb slept with the man. That man took care of that lamb [just-like that man took care of that man's daughter].	2_Samuel
Genesis 30:11	And Leah said, ["I(Leah) am lucky."] So Leah named that child Gad. -Footnote Gad means lucky.	Genesis
Genesis 44:29	Now you(Judah) want [to take Rachel's other son from me(Jacob) also]. But some terrible thing might happen to this boy. Then I(Jacob) will be very sad [until I(Jacob) die]."	Genesis
Nehemiah 6:2	Sanballat and Geshem sent a message to me(Nehemiah). That message said, ["You(Nehemiah) (imp) come to us(Sanballat)]. Let us(Sanballat) meet in one of the villages [that is on the plain named Ono]." But I(Nehemiah) knew [that Sanballat and Geshem wanted [to hurt me(Nehemiah)]].	Nehemiah
1 Samuel 31:12	Then all of the brave soldiers [that lived in Jabesh-Gilead] walked/marched to Beth-Shan during the night.  And those soldiers took Saul’s body and Saul's sons’ bodies from the wall. Then those soldiers took those bodies to Jabesh. And those soldiers burned those bodies.	1_Samuel
Joshua 17:10	The tribe named Ephraim owned the land [that was on the southern side of that valley]. And the tribe named Manasseh owned the land [that was on the northern side of that valley]. The tribe named Manasseh also owned the land [that was between that valley and the sea-Mediterranean].  The tribe named Asher owned the land [that was on the northern side of the land that [the tribe named Manasseh owned]]. And the tribe named Issachar owned the land [that was on the western side of the land that [the tribe named Manasseh owned]].	Joshua
Matthew 13:35	Jesus _implicitNecessary said _implicitNecessary these things _implicitNecessary [so that the things [that God _implicitNecessary said through the prophet _frameInferable] happened/be-fulfilled]. That prophet said, ["I(God) will speak [by telling parables]]. I(God) will say things [that were hidden by me(God) _implicitActiveAgent [since the earth was made/created by me(God) _implicitActiveAgent]]." (footnote) You(people) (imp) see Psalms 78:2.	Matthew
Genesis 31:8	On one day Laban said to me(Jacob), ["[After the animals birth the animals' babies] I(Laban) will give all the babies of the animals [that have black marks] to you(Jacob)"]. [After Laban said those words] the animals birthed babies [that had black marks]. But then Laban said, ["[After the animals birth the animals' babies] I(Laban) will give all the babies of the animals [that have stripe] to you(Jacob)”]. Then all the animals birthed babies [that had stripe].	Genesis
Matthew 27:3	_paragraph [When Judas saw [Pilate _implicitNecessary decided [to punish Jesus]],] Judas was extremely sorry [because Judas betrayed Jesus]. And Judas returned-E the 30 silver coins _frameInferable to the chief priests and the old leaders in the big building _implicit [that Jews honor/worship God in].	Matthew
Mark 8:22	(title) Jesus heals a man [who is not able [to see]] in Bethsaida. (paragraph) Jesus and Jesus's disciples came to Bethsaida. And some people brought a man [who was not able [to see]] to Jesus. Those people asked/beg [Jesus to touch that man [(implicit-situational) in-order-to heal that man]].	Mark
Mark 1:14	(title) Jesus tells the Good-News to people. (paragraph) King Herod (implicit-subaction) take-away/arrested John. [While John was in a prison,] Jesus went to Galilee named the region _implicit. And Jesus taught/preach God's Good-News in that place.	Mark
Joshua 12:2	A man named Sihon was the king of the Amorites.  Sihon lived/reigned in the city named Heshbon.  Sihon ruled all of the people [who lived between the city named Aroer and the river-Jabbok].  Aroer was near the valley-Arnon.  And the river-Jabbok was the Ammonites' border.  So Sihon's land was beside the Ammonites' land.  And Sihon ruled half of Gilead.	Joshua
Genesis 15:3	And Abram said, ["[because You(Yahweh) did not give me(Abram) a son] a slave [who was born in my(Abram's) house] will inherit all my(Abram's) things"].	Genesis
1 Samuel 19:14	Then the men entered the house [in-order-to capture David]. But Michal said to those men, ["David is sick."]	1_Samuel
1 Samuel 26:20	You(Saul) (imp) do not let [me(David) die in a place [that is far from Yahweh]]. You(Saul) are a great king. So why are you(Saul) looking for me(David)?  I(David) am like a small insect/flea. You(Saul) are hunting me(David) [just-like a man hunts a bird in the mountains]."	1_Samuel
Matthew 12:43	_paragraph [When an evil/unclean spirit leaves a person,] that evil/unclean spirit travels much through dry places. That spirit tries [to find a place [where that spirit is able [to rest]]]. But that spirit does not find a place [where that spirit is able [to rest]].	Matthew
1 Samuel 25:3	That man’s name was Nabal.  And that man's wife’s name was Abigail. Abigail was wise and very beautiful. But Nabal was cruel to people. Nabal was a descendant of Caleb.	1_Samuel
2 Samuel 24:13	So Gad went to David. And Gad said to David, ["(imp) You(David) choose the thing [that Yahweh will do to Israel [in order to punish you(David)]]]. Should Yahweh cause [the people to be hungry for 3 years]? There will not be enough food in Israel for 3 years.  Or should Yahweh cause [your(David's) enemies to chase you(David) for 3 months]? Or should Yahweh cause [people [that are in your(David's) country] to become sick for 3 days]? You(David) must choose the thing [that Yahweh will do].  Yahweh sent me(Gad) to you(David). I(Gad) will tell Yahweh the answer [that you(David) say to me(Gad)]."	2_Samuel
1 Samuel 3:13	Previously I(Yahweh) told Eli [that I(Yahweh) will punish Eli's family forever]. Eli's sons sinned against me(Yahweh). And Eli knew [that Eli's sons were evil]. But Eli did not punish Eli’s sons.	1_Samuel
Genesis 18:19	I(Yahweh) have chosen Abraham [so that Abraham will teach the descendants of Abraham]. Then the descendants of Abraham will act good [just-like I(Yahweh) want [the descendants of Abraham to act good]]. Abraham's descendants will be righteous. Then I(Yahweh) will give the things [that I(Yahweh) promised to give] to Abraham."	Genesis
2 Samuel 2:17	[After those men died] the other men started fighting. Those men fought each-other(men) very hard. But David's soldiers defeated Abner and the Israelites' soldiers.	2_Samuel
1 Samuel 18:27	So David and David's soldiers went to a place [that some Philistines were at]. And David and David’s soldiers killed 200 Philistines. Then David brought the foreskins of those Philistines to Saul.  The king’s servants counted the foreskins [so that David could become the king’s son-in-law]. Then Saul allowed [David to marry Saul's daughter named Michal].	1_Samuel
Nehemiah 12:22	[When Eliashib, Joiada, Johanan and Jaddu were living] the names of the leaders of the families of the people [who were in the tribe named Levi] and the names of the priests were written in a book _implicit by people _implicit. Those names were written by people _implicit during the time [when Darius [who was from Persia] was ruling people _implicit].	Nehemiah
2 Samuel 3:34	A person did not tie Abner's hands.  A person did not put chains on Abner's feet.Abner died [like a person [that evil men kill] dies]."Then all of the people cried/mounred again for Abner.	2_Samuel
Nehemiah 11:25	The other people [who lived in Judah] lived in the towns and in the fields [that were near those towns]. Those people lived in the following towns. Kiriath Arba, the villages [that were near Kiriath Arba], Dibon, the villages [that were near Dibon], Jekabzeel, the villages [that were near Jekabzeel],	Nehemiah
Daniel 11:7	Later a man [who comes from the daughter's family] will become the king. That king will attack the army of the king of the north region. And that king will enter the palace of the king of the north region. The king of the south region will fight the king of the north region. And the king of the south region will defeat the king of the north region.	Daniel
Genesis 37:13	After a few days Israel said to Joseph, ["Your(Joseph's) brothers took the sheep to the fields [that are near Shechem] [so that the sheep could eat the grass at that place]].  You(Joseph) (imp) go to your(Joseph's) brothers." Joseph said, ["I(Joseph) will go"].	Genesis
Jonah 3:10	God saw the things [that those people did]. God saw [that those people stopped doing evil things].  So God pitied those people.  And God did not destroy those people.	Jonah
Genesis 2:18	-title God creates the first woman.  Then God said, ["[The man is alone] is not good].  I(God) will create a person [that will help the man]."	Genesis
Acts 2:4	But the leaders of Jerusalem did not agree with Jesus' disciples. So the leaders ordered [people to start killing the Christians]. But [when the leaders started killing Christians], the Spirit caused [the Jews [who were living in Jerusalem] to leave Jerusalem]. Then people [who were not Jews] started believing in Jesus.	Acts
1 Samuel 19:4	So Jonathan talked to Jonathan's father named Saul about David. Jonathan told Saul [that David was a good man]. Jonathan said, ["You(Saul) are the king]. And David is your(Saul's) servant. So you(Saul) should not treat David badly. David did not treat you(Saul) badly. David helped you(Saul) greatly.	1_Samuel
