reference	verse	book
Mark 9:38	(title) Jesus talks about people [who support Jesus] and people [who oppose Jesus]. (paragraph) John said to Jesus, ["Master/Teacher, we(followers) _excl saw a man [who was forcing [evil spirits/demon to leave people _implicit] [by using your(Jesus's) name of the authority _implicitType]]]. That man was using your(Jesus's) name of the authority _implicitType [in-order-to do that thing]. And we(followers) _excl told that man [that man to stop doing forcing [evil spirits/demons to leave people _implicit]] [because that man was-W not in our(followers') group]."	Mark
1 Samuel 24:12	I(David) hope [that Yahweh will judge you(Saul) and me(David)]. And I(David) hope [that Yahweh will punish you(Saul)] [because you(Saul) are treating me(David) badly]. But I(David) will not hurt you(Saul).	1_Samuel
Mark 4:40	(paragraph) Jesus said to Jesus's disciples, ["(rhetorical) Why are you(disciples) afraid?] ["(statement) You(disciples) should not be afraid]. (norhetorical) (complex) Do you(disciples) still not have faith? (norhetorical) (simple) Do you(disciples) still not trust in me(Jesus) _implicit ? (statement) (complex) You(disciples) should have faith. (statement) (simple) You(disciples) should trust in me(Jesus) _implicit."	Mark
Mark 8:5	(paragraph) Jesus asked those followers/disciples, ["How-much-many pieces/loaves of bread do you(followers) have?"] (paragraph) And those followers/disciples answered, ["7"].	Mark
Joshua 21:43	Previously Yahweh promised the Israelites [that Yahweh would give land to the Israelites]. So Yahweh gave all of that land to the Israelites. So the Israelites owned that land. And the Israelites lived in that land.	Joshua
Matthew 26:14	(title) Judas decides [to give Jesus to Jesus's enemies]. _paragraph Then Judas-Iscariot, [_descriptive who was 1 of the 12 followers/disciples,] went to the chief priests.	Matthew
Acts 17:12	Therefore, many of the Jews believed in Jesus. And many important Greek women and many Greek men also believed in Jesus.	Acts
Matthew 20:32	_paragraph [When (implicit-subaction) Jesus heard those 2 men _dual,] Jesus stopped walking. And Jesus called-A those men _dual. Jesus asked, ["What do you(men) want [me(Jesus) to do for you(men) _dual]?"]	Matthew
Mark 2:25	(paragraph) And Jesus said to those Pharisees, ["(rhetorical) Did you(Pharisees) never read in the Scriptures _implicit about the thing [that king _implicit David did [when David and the men [who were with David] needed food _necessaryImplicit]]?] ["(statement) You(Pharisees) read in the Scriptures _implicit about the thing [that king _implicit David did [when David and the men [who were with David] needed food _implicitNecessary]]]. David and the men [who were with David] were very hungry.	Mark
Genesis 30:33	Later you(Laban) will know [that I(Jacob) am honest] [or I(Jacob) am not honest].  You(Laban) may look at my(Jacob's) livestock.  [If I(Jacob) have a goat [that does not have black marks]] [or if I(Jacob) have a sheep [that is not black]] you(Laban) will know [that I(Jacob) stole that animal].	Genesis
2 Samuel 7:6	I(Yahweh) did not live in a house [when I(Yahweh) brought the Israelites out of Egypt]. And I(Yahweh) do not live in a house today. I(Yahweh) was in a tent [while the Israelites were traveling in the desert].	2_Samuel
Genesis 43:8	Then Judah said to Judah's father named Jacob, ["You(Jacob) (imp) allow [Benjamin to go with me(Judah)]]. We(brothers) must go immediately [so that you(Jacob) and your(Jacob's) children will not starve]. [ If we(brothers) do not go-A immediately] you(Jacob) and your(Jacob) children will die-A [ because you(Jacob) do not have-A food]. [if we(brothers) do not go immediately] you(Jacob) and your(Jacob) children will die [because you(Jacob) do not have food].	Genesis
Jonah 3:3	Then Jonah obeyed Yahweh.   Jonah went to Nineveh. Nineveh was a very big/important city. A person must walk for three days [in order to travel through Nineveh].	Jonah
Acts 16:10	[After Paul saw that vision], we(disciples) decided [that God called us(disciples) [to teach the people [who live in Macedonia] about God’s message]. So we(disciples) immediately prepared [in order to go to Macedonia].	Acts
Genesis 22:6	Then Abraham gave the wood [that Abraham had cut] to Abraham's son.  So Abraham's son carried the wood. and Abraham carried the knife and a piece of wood [that was burning]. Thus Abraham and Abraham's son walked to the place [that God had told Abraham about].	Genesis
Genesis 34:24	All the men [who came to the gate of the city] heard [Shechem speaking]. Then these men agreed with Hamor and Shechem. and all the men were circumcised by a person.	Genesis
Acts 19:34	But [when the people realized [that Alexander was a Jew]], the people started shouting together, ["Artemis is great. We(people) worship Artemis great!"]	Acts
Matthew 26:26	_paragraph [While Jesus and those followers/disciples were eating the meal _implicit,] Jesus pick-up some _implicit bread. And Jesus thanked God _implicitNecessary for that bread _implicit. Then Jesus broke that bread. And Jesus gave that bread to those followers/disciples. And Jesus said, ["You(followers) (imp) take this bread _implicit]. And you(followers) (imp) eat this bread _implicit. (primary) This bread is-X my(Jesus's) body. (meaning-1) This bread is-B my(Jesus's) body."	Matthew
Acts 21:39	Paul said, ["No. I(Paul) am a Jew. I(Paul) am a citizen of an important city named Tarsus.  Tarsus is in the region named Cilicia. You(commander) please allow (imp) me(Paul) [to speak to these people".]	Acts
Matthew 14:18	_paragraph Jesus said, ["You(followers) (imp) bring those pieces/loaves of bread and those fish to me(Jesus)."]	Matthew
Daniel 4:9	I(Nebuchadnezzar) said to Belteshazzar, ["Belteshazzar, you(Belteshazzar) are the chief wise man]. I(Nebuchadnezzar) know [that the spirit of the holy gods is in you(Belteshazzar)]. I(Nebuchadnezzar) know also [that you(Belteshazzar) are able [to understand all mysteries]]. So I(Nebuchadnezzar) want [to tell you(Belteshazzar) about my(Nebuchadnezzar's) dream]. And I(Nebuchadnezzar) want [you(Belteshazzar) to tell me(Nebuchadnezzar) about the meaning of the dream].	Daniel
Matthew 28:9	Suddenly Jesus meet-D those women. Jesus said, ["I(Jesus) greet you(women)"]. Those women went to Jesus. And those women held/grab Jesus's feet. Those women honored/worship Jesus.	Matthew
Genesis 24:64	and Rebekah saw Isaac. Then Rebekah jumped from the camel.	Genesis
Ruth 3:7	[After (implicit-info) Boaz finished separating the grain/barley from the plants] Boaz ate some food.  And Boaz drank some wine.  Then Boaz was happy. And Boaz lay down beside the pile of grain/barley.  Then (implicit-info) Boaz slept.  Later Ruth came to Boaz quietly.  Ruth lifted the blanket [that was on Boaz’s feet]. Then Ruth lay down.	Ruth
Genesis 42:10	But Joseph's brothers said to Joseph, ["Master, we(brothers) are your(Joseph's) servants].  We(brothers) came to Egypt [in-order-to buy food].	Genesis
Genesis 3:6	Then the woman looked at the tree.  The tree was very beautiful.  The woman thought [that the fruit will taste good].  And the woman thought [that the fruit will cause [the woman to become wise]].  So the woman took some fruit of that tree. and the woman ate the fruit.  And the woman gave some fruit to the man. and the man ate the fruit.	Genesis
Daniel 2:30	I(Daniel) am not wiser than other people. But God explained this secret to me(Daniel) [so that you(king) will know the meaning of the dream]. And then you(king) will understand your(king's) thoughts.	Daniel
Nehemiah 7:51	The temple servants were also descendants of  Gazzam, Uzza, and Paseah.	Nehemiah
2 John 1:8	Therefore you(people) should be careful [so that those people would not deceive you(people)]. Then the work [that you(people) do [in-order-to serve God]] will not be wasted by you(people). But God will reward you(sisters) much [because you(sisters) served God].	2_John
Joshua 19:47	( But the people [who were in the tribe named Dan] were not able [to defeat the people [who were living in that region]]. So the people [who were in the tribe named Dan] went to the city named Leshem.  And those people attacked that city. And those people defeated the people [who were living in that city]. Then those people lived in Leshem. Then those people called that city Dan [because Dan was the ancestor of those people]. )	Joshua
Genesis 38:20	A few days later Judah sent Judah's friend named Hirah [in order to take a goat to Tamar]. Judah wanted [Hirah  to bring Judah's special ring and the staff [that Judah gave to Tamar] to Judah].  But Hirah was not able [to find Tamar].	Genesis
1 Samuel 23:28	So Saul stopped chasing David. And Saul went [in-order-to fight the Philistines]. People call that place ["Saul left this rock"] [because Saul left that place].	1_Samuel
Genesis 31:52	These stones will remind us(Laban) [that I(Laban) will never pass these stones [in-order-to hurt you(Jacob)]] [and that you(Jacob) must never pass these stones [in-order-to hurt me(Laban)]].	Genesis
Genesis 41:23	Then 7 other plants grew quickly. Those 7 plants were thin. Those plants did not have much grain. A hot wind [that blew from the east] had burned those plants.	Genesis
Nehemiah 4:8	All of those people planned/plotted [to come to Jerusalem]. And those people planned/plotted [to fight the people [that were in Jerusalem]].  Those people wanted [to cause [the people [that were in Jerusalem] to have trouble]].	Nehemiah
Esther 8:8	You(Mordecai) (imp) write a new law [that will protect the Jews]. Then I(king) will write my(king's) name on the law. And you(Mordecai) (imp) put the sign of my(king's) ring on the letter. Then no person will be able [to change this new law]."	Esther
Joshua 15:62	And the tribe named Judah owned the towns named Nibshan, City-of-Salt, and En-Gedi. Therefore the tribe named Judah owned 6 towns [that were in that region].  And the tribe named Judah also owned the villages [that were near those towns].	Joshua
Daniel 9:19	Lord, you(Lord) (imp) listen to us(people). You(Lord) (imp) forgive us(people). You(Lord) (imp) do not wait. Then all people will know [that you(Lord) are God]."	Daniel
2 Samuel 2:31	But David’s soldiers killed 360 of Abner’s soldiers.  Those 360 soldiers were in the tribe named Benjamin.	2_Samuel
Genesis 38:29	But that baby pulled the baby's hand into the womb. Then Tamar birthed the other baby. The nurse said, ["You(baby) were able [to open the womb first]."] So Tamar named that baby Perez. -footnote Perez means to open.	Genesis
Acts 16:7	[When Paul and those people [who were traveling with Paul] arrived at the border [that is between Mysia and Bithynia]], Paul and those people [who were traveling with Paul] tried to enter Bithynia. But Jesus' Spirit did not allow [Paul and the people [who were traveling with Paul] to enter Bithynia].	Acts
Mark 13:26	Then people _generic will see [the Son-of-man _1stas3rd coming in the clouds]. (complex) And the Son-of-man _1stas3rd will come with-A great power and glory. (simple) And the Son-of-man _1stas3rd will be very powerful and very great/glorious. (footnote) You(followers) (imp) see Daniel 7:13.	Mark
Daniel 2:27	Daniel said to the king, ["No astrologers and no magicians are able [to explain this mystery to you(king)]].	Daniel
Genesis 10:4	Javan had sons named Elishah, named Tarshish, named Kittim, and named Rodanim.	Genesis
Nehemiah 7:24	112 men [that were from Hariph] returned.	Nehemiah
1 Samuel 14:36	Then Saul said, ["Let us(Israelites) continue chasing the Philistines tonight]. We(Israelites) should take all of the things [that the Philistines own].  And we(Israelites) will kill all of the Philistines."  Then the soldiers said, ["Yes]. We(Israelites) should continue chasing the Philistines." But the priest said, ["Let us(Israelites) ask God first]."	1_Samuel
Matthew 23:4	(literal) Those people tie-A heavy loads. (dynamic) Those people teach many very hard-B laws to other _implicit people _differentNounIndex. (literal) And those people put those loads on other _implicit people. (dynamic) And those people tell [those other _implicit people to obey those laws]. (literal) But those people _Pharisees do not want [to move one of those people's _Pharisees fingers [in order to move those loads]]. (dynamic) (primary) But those people _Pharisees do not try [to obey those laws]. (dynamic) (meaning-1) But those people _Pharisees do not help [those other _implicit people to obey those laws]. (footnote) Some copies/manuscripts of this part of the Scriptures say, ["Those people _Pharisees tie heavy and hard-B loads to other _implicit people"].	Matthew
Joshua 13:23	The Jordan river was the border of the land [that Moses gave to the tribe named Reuben].  Moses gave those towns and villages to the families [that were in the tribe named Reuben].	Joshua
Genesis 19:27	Early the next morning Abraham went to the place [where Abraham had spoken to Yahweh].	Genesis
Matthew 12:14	But the Pharisees go-out. And the Pharisees planned/plotted [to kill Jesus].	Matthew
Genesis 21:25	Then Abraham complained about the servants of Abimelech to Abimelech . Abraham told Abimelech [that some servants of Abimelech had prevented [Abraham use a well [that Abraham dug]]].	Genesis
Matthew 25:20	(literalunits) The servant-B [who received 5 talents] brought the other 5 talents [that (implicit-situational) that servant-B earned]. (modernunits) The servant-B [who received 5 bags of _quantity gold] brought the other 5 bags [that (implicit-situational) that servant-B earned]. (literalunits) That servant-B said, ["Master, I(servant) used the 5 talents [that you(master) gave/entrust me(servant)]]. (modernunits) That servant-B said, ["Master, I(servant) used the 5 bags [that you(master) gave/entrust me(servant)]]. You(master) (imp) look. (literalunits) I(servant) earned 5 more talents. (modernunits) I(servant) earned 5 more bags."	Matthew
Genesis 21:6	And Sarah said, ["God has caused [me(Sarah) to laugh]]. All people [who hear [that I(Sarah) birthed Isaac]] will laugh with me(Sarah).	Genesis
Daniel 2:35	Then the statue [that was iron, clay, bronze, silver, and gold] broke into many pieces. The pieces were very small [just like sand is very small]. The wind blew the small pieces [so that people could not see the pieces]. Then the stone [that broke the statue] became a very big mountain. That stone became bigger than the whole earth.	Daniel
Genesis 38:6	[After Judah's oldest son named Er grew up] Judah chose a girl named Tamar [in order to marry Er].	Genesis
Esther 3:11	The king said to Haman, ["You(Haman) (imp) keep your(Haman's) money]. [If you(Haman) want [to kill these people]] you(Haman) may kill these people."	Esther
Acts 19:27	Paul might persuade people [to speak badly [about our(people) job].] And Paul’s words may cause [people to stop going to the temple of the great god named Artemis]. People [who live all over the region named Asia] and people [who live all over the world] worship Artemis. I(Demetrius) am afraid [that Paul's speech will cause those people [to not believe [that Artemis is great]]"].	Acts
Genesis 24:48	and I(servant) thanked Yahweh. I(servant) praised Yahweh [who is the God of my(servant's) master named Abraham] [because Yahweh caused [me(servant) to find the granddaughter of Abraham's brother for Abraham's son]].	Genesis
Genesis 36:5	and Oholibamah birthed Jeush, Jalam, and Korah. These children were Esau's sons [who were birthed by Esau's wives in the land of Canaan].	Genesis
Matthew 15:17	(norhetorical) Do you(followers) understand [that the things [that enter a person's mouth] go into that person's stomach] [and that those things later come-out from that person's body]? (statement) You(followers) should understand [that the things [that enter a person's mouth] go into that person's stomach] [and that those things later come-out from that person's body].	Matthew
1 Samuel 15:15	Then Saul said, ["The soldiers take away those animals from the Amalekites].  The soldiers kept the best sheep and the best cows.  The soldiers will give/sacrifice those animals to your(Samuel's) God named Yahweh. But we(Saul) completely destroyed all of the other animals."	1_Samuel
Genesis 7:20	The water became deeper.  The water was 6 meters above the tops of the mountains.	Genesis
Genesis 21:33	Abraham planted a tamarisk at Beersheba. and Abraham prayed to Yahweh [who is God-Eternal].	Genesis
Joshua 15:53	And the tribe named Judah owned the towns named Janim, Beth-Tappuah, and Aphekah.	Joshua
Genesis 21:29	Abimelech asked Abraham, ["Why did you(Abraham) put these 7 female lamb in-front-of me(Abimelech)?"]	Genesis
Genesis 49:13	Zebulun will live near the sea.  The shore of Zebulun's land will be safe.  Ships will stay in Zebulun's harbor. Zebulun will own much land [that is near the ocean].  Zebulun will even own land [that is near Sidon].	Genesis
1 Samuel 7:5	Then Samuel said, ["All of the Israelites must gather at Mizpah]. Then I(Samuel) will pray to Yahweh for you(Israelites)."	1_Samuel
Genesis 35:21	Then Israel started traveling again. One day Israel camped at a place [that was near Migdal-Eder].	Genesis
Ruth 1:5	Then Mahlon and Kilion also died. So Naomi was alone. Naomi did not have Naomi's husband or Naomi's sons.	Ruth
Genesis 28:22	Then This pillar will be the house of God. And I(Jacob) will give 0.1 things [that Yahweh gives to me(Jacob)] to Yahweh."	Genesis
Genesis 34:21	Shechem said to those men, ["These people want [to become the friends of us(Shechem)]]. Therefore you(men) (imp) allow [these people to live in our(Shechem) land]. There is much land. You(men) (imp) allow [these people to trade with us(Shechem)]. Then we(Shechem) will marry the women of these people. and these people will marry the women of us(Shechem).	Genesis
2 Samuel 11:18	Then Joab sent a messenger to David. That messenger told David about that battle.	2_Samuel
Mark 13:28	(paragraph) You(followers) learn-A (imp) the following lesson [by thinking _implicitNecessary the tree-fig]. [When the tree-fig's branches become soft ] [and when new _implicit leaves start to grow,] you(followers) know [summer will begin soon].	Mark
Genesis 39:13	Potiphar's wife saw [that Joseph left Joseph's coat in Potiphar's wife's hand].  And Potiphar's wife saw [that Joseph ran out of that house]. Then Potiphar's wife became angry.	Genesis
Joshua 13:20	Moses also gave the town named Beth-Peor, the hills [that were in Pisgah], and the town named Beth-Jeshimoth to those people.	Joshua
Mark 6:31	Then Jesus said to those men/apostles, ["You(men) leave _suggestiveLets these people]. You(men) (imp) come with me(Jesus) to a place [that no other people are at] [in-order-to rest ]". For [whenever people left Jesus and those men/apostles _implicit ,] many other people immediately _implicit came [so that Jesus and those men/apostles were not able [to eat food _implicit]] [(implicit-situational) and so that Jesus and those men/apostles were never alone].	Mark
Matthew 8:7	(paragraph) (primary) Jesus said to that officer, ["I(Jesus) will come to your(officer's) house _implicit [in order to heal that servant]]. (meaning-1) Jesus said to that officer, ["Do you(officer) want [me(Jesus) to come to your(officer's) house _implicit [in order to heal that servant ]]?"]	Matthew
Genesis 8:14	The ground was completely dry on the 27th day of the second month.	Genesis
1 Samuel 25:25	You(David) (imp) do not listen to Nabal. Nabal is wicked. Nabal's name means foolish. And Nabal is foolish. But I(Abigail) am your(David's) servant. I(Abigail) did not see the men [that you(David) sent to Nabal].	1_Samuel
Daniel 4:25	People will chase you(king) away from this city. You(king) will live with the animals. And you(king) will eat grass [like animals eat grass]. Dew [that comes from the sky] will be on you(king). These things will happen for 7 years. Then you(king) will know [that God rules the kingdoms of men]. God is able [to give kingdoms to any person [that God chooses]].	Daniel
Genesis 11:1	-Title God causes [the people [who live at Babel] to speak many languages]. At-that-time all the people [that lived on the earth] spoke the same language.	Genesis
Genesis 27:17	Then Rebekah told Jacob [to Jacob take the food and the bread [that Rebekah made] to Isaac].	Genesis
2 Samuel 17:8	You(Absalom) know [that your(Absalom's) father and the soldiers [that are with your(Absalom’s) father] fight very well]. Those men fight [like a bear [that is protecting that bear's children] fight]. Your(Absalom’s) father fought your(Absalom’s) father’s enemies for many years. And your(Absalom's) father will not sleep with the soldiers during the night.	2_Samuel
Matthew 16:24	_paragraph Then Jesus said to Jesus's followers/disciples, ["[If a person wants [to be my(Jesus's) follower/disciple],] a person must stop caring-B about only _implicit that person]. (literal) That person must carry that person's cross. (dynamic) That person must be ready [to suffer] [and to die] for me(Jesus) _implicit. And that person must follow-B _routinely me(Jesus).	Matthew
Genesis 21:23	Therefore you(Abraham) (imp) promise me(Abimelech) [that you(Abraham) will treat me(Abimelech), my(Abimelech's) children, and my(Abimelech's) descendants] kindly]. You(Abraham) are a foreigner in my(Abimelech) country. So you(Abraham) (imp) treat me(Abimelech) kindly [just-like I(Abimelech) treat you(Abraham) kindly]."	Genesis
2 Samuel 14:32	Absalom said to Joab, ["I(Absalom) asked [you(Joab) to come to my(Absalom's) house]]. I(Absalom) wanted [you(Joab) to go to the king] for me(Absalom). And I(Absalom) wanted you(Joab) to ask the king for me(Absalom), ["Why did I(Absalom) come from Geshur to Jerusalem]? I(Absalom) should have stayed in Geshur!" I(Absalom) want [to see the king now]. [If I(Absalom) sinned] then the king should kill me(Absalom)."	2_Samuel
Daniel 11:36	The king of the north region will do all the things [that that king wants [to do]]. That king will say [that the king is greater than all gods]. That king will say terrible things about God. That king will succeed [until God becomes angry with that king]. Then God will do all the things [that God has decided [to do]].	Daniel
Matthew 22:39	And the following command/commandment is also extremely important. You(person) (imp) love the person [who lives near you(person)] [just-like you(person) love yourself(person)]. (footnote) You(people) (imp) see Leviticus 19:18.	Matthew
Esther 4:7	Mordecai told Hathach about the new law. Mordecai also told Hathach [that Haman wanted [to kill all the Jews]]. Mordecai told Hathach about the 10000 silver coins [that Haman will give to the people [that killed the Jews]].	Esther
Matthew 26:63	But Jesus did not speak. _paragraph Then the chiefest priest said to Jesus, ["I(priest) command you(Jesus) [to answer the following question for us(priests) _excl in front of God [who is alive]]]. Are you(Jesus) the Christ, [_descriptive who is the Son-of-God]?"	Matthew
Genesis 45:23	Joseph also sent 10 donkeys [in order to carry the best things [that people made in Egypt]] to Joseph's father. and Joseph also sent 10 female donkeys [in order to carry grain, bread, and other food] to Joseph's father.	Genesis
Genesis 18:29	Abraham asked Yahweh, ["[If you(Yahweh) find only 40 righteous people [who live in the city]] will you(Yahweh) destroy the city?"]  Yahweh answered Abraham, ["[If I(Yahweh) find 40 righteous people] I(Yahweh) will not destroy the city."]	Genesis
Acts 2:1	The book named Acts. [When Luke started writing this book], Luke wrote about Jesus [who became alive again]. And Luke showed [us(people) that God made [Jesus become very important]]. Jesus is the king of the world. Jesus promised Jesus' disciples that [Jesus will send the Holy Spirit].	Acts
Philemon 1:14	But I(Paul) do not want [Onesimus to stay with me(Paul)] [unless you(Philemon) allow [Onesimus to stay with me(Paul)]]. I(Paul) do not want [to force [you(Philemon) to help me(Paul)]]. On-the-contrary I(Paul) want [you(Philemon) to do good things [because you(Philemon want [to do those good things]]].	Philemon
Matthew 18:14	Similarly, your(followers') Father [who is in heaven] does not want [one of these children [who (implicit-situational) believe in me(Jesus)] to die forever/eternally].	Matthew
Genesis 9:26	Noah also said, ["I(Noah) praise the Lord [who is the God of Shem]]! I(Noah) pray [that Canaan will be Shem's slave].	Genesis
2 John 1:11	[if a person greets that person [like that person greets other Christians]] that person is joining with that person [who teaches false things]. And that person is doing the same evil things [that that person is doing].	2_John
1 Samuel 30:13	Then David asked that Egyptian man, ["Who is your(man's) master]? Where did you(man) come from?" That man answered, ["I(man) am an Egyptian man]. I(man) am an Amalekite’s slave. My(man's) master left me(man) 3 days ago [because I(man) was sick].	1_Samuel
Genesis 33:19	Jacob bought the field [where Jacob stayed] from the sons of Hamor [who was the father of Shechem] for pieces of silver -quantity 100.	Genesis
Philemon 1:21	I(Paul) have asked [you(Philemon) to welcome Onesimus]. [While I(Paul) am writing this letter to you(Philemon)] I(Paul) know [that you(Philemon) will do this thing]. And I(Paul) know [that you(Philemon) will do more good things].	Philemon
Genesis 3:15	I(God) will cause [you(snake) to be the enemy of the woman].  The descendants of you(snake) will be enemies of the descendants of the woman.  A descendant of the woman will crush the head of you(snake). and you(snake) will hurt the heel of the descendant of the woman."	Genesis
Daniel 8:25	That king will encourage [people to cheat other people]. And that king will encourage [people to say false things to other people]. That king will think [that the king is very important]. People will think [that people are safe]. Then that king will destroy those people. That king will fight against the Prince-of-princes. Then the Prince-of-princes will defeat that king. But no man will defeat that king.	Daniel
2 Samuel 18:18	Previously Absalom made a pillar.  And Absalom put that pillar in the King's Valley. Absalom wanted [people to respect Absalom] [whenever people saw that pillar]. Absalom thought, ["I(Absalom) do not have a son]. So people will forget me(Absalom)."  Absalom named that pillar Absalom's pillar.  And people today still call that pillar Absalom's pillar.	2_Samuel
Mark 16:10	Mary-Magdalene went to the people [who were previously with Jesus]. Those people were very sad. And those people were much crying/weeping. And Mary-Magdalene talked to those people about Jesus _implicit.	Mark
Joshua 13:31	Moses also gave part of Gilead to those people.  And Moses gave the cities named Ashtaroth and Edrei to those people. Og [who was the king of Bashan] ruled the people [who were living in those cities]. Moses gave that land to half of the people [who were in the family named Makir]. Makir was the son of Manasseh.	Joshua
2 Samuel 17:11	I(Hushai) advise you(Absalom) [to do these things]. You(Absalom) (imp) call all of the Israelites. All of the Israelites must come to you(Absalom). So many people will be at this place. Then you(Absalom) lead those people. And you(Absalom) go [in order to fight David].	2_Samuel
Genesis 2:14	The third river is Tigris.  This river flows towards the eastern region.  The Tigris flows along the eastern border of Assyria.  The fourth river is Euphrates.	Genesis
Genesis 41:45	Then The king named Joseph Zaphenath-Paneah. The king also gave a wife named Asenath to Joseph. Asenath was the daughter of Potiphera [who was the priest of On]. Then Joseph traveled throughout Egypt.	Genesis
Daniel 2:26	The king spoke to Daniel [whom the chief officer had named Belteshazzar]. The king said to Daniel, ["You(Daniel) are able [to tell me(king) about my(king's) dream]]? And you(Daniel) are able [to explain the meaning of my(king's) dream to me(king)]?"	Daniel
Acts 3:26	God raised God's servant. And God first sent God's servant to you(people) [so that he(God) is able [to bless you(people)]]. He(God) will cause [you(people) to leave your(people's) evil thoughts and evil actions].	Acts
Mark 5:28	For that woman thought, ["[Even-if I(woman) touch only Jesus's clothes,] I(woman) will be healed by Jesus _implicitActiveAgent"].	Mark
1 Samuel 15:21	The soldiers took the best sheep and the best cows [so that the soldiers could give/sacrifice those animals to your(Samuel's) God named Yahweh at Gilgal]."	1_Samuel
2 Samuel 4:9	Rekab and Rekab's brother named Baanah were Rimmon's sons.  Rimmon was from Beeroth. David said to Rekab and Baanah, ["Yahweh certainly saved me(David) from all of my(David's) trouble].	2_Samuel
Matthew 9:24	Jesus said to those people _implicit, ["You(people) (imp) go-out from this house _implicit]. The girl _frameInferable is not dead. Instead, the girl is sleeping." But those people laughed/mocked Jesus.	Matthew
Nehemiah 3:11	Malkijah [who was the son of Harim] and Hasshub [who was the son of Pahath-Moab] repaired the next part of the wall. Malkijah and Hasshub also built the tower-Ovens.	Nehemiah
Daniel 5:26	Now I(Daniel) will tell you(Belshazzar) about the meaning of each word. Mene means [that God has counted the days of your(Belshazzar's) kingdom]. Soon God will take away this kingdom from you(king).	Daniel
1 Samuel 25:17	So you(Abigail) (imp) think about these things. What will you(Abigail) do? David will become angry at Nabal and at Nabal's family. Then David will certainly hurt us(servants). Nabal is very bad/wicked. And Nabal does not listen to people."	1_Samuel
Matthew 26:12	This woman poured this perfume on my(Jesus's) body [in order to prepare-C my(Jesus's) body [so that people could bury-A my(Jesus's) body [after (implicit-situational) I(Jesus) die]]].	Matthew
Genesis 34:30	Then Jacob said to Simeon and Levi, ["You(Simeon) caused [me(Jacob) to have trouble]]. The Canaanites and the Perizzites [who are living in this land] will hate me(Jacob) now [because (implicit-situational) you(Simeon) killed those people]. Our(Jacob's) family has only a few people.  [If the Canaanites and Perizzites attack me(Jacob)] the Canaanites and the Perizzites will destroy me(Jacob) and my(Jacob's) family."	Genesis
1 Samuel 17:57	[After David killed Goliath] David returned to the Israelites’ camp.  Then Abner brought David to Saul. David was still holding Goliath’s head.	1_Samuel
2 Samuel 12:20	Then David stood up. And David washed David. And David put on clean clothes. Then David went into Yahweh’s house [in order to worship Yahweh]. Then David returned to David's house. Then David asked [a servant to bring food to David]. And David ate that food.	2_Samuel
Mark 11:27	(title) Jesus talks about Jesus's authority. (paragraph) Jesus and Jesus's followers/disciples came to Jerusalem again. [While Jesus was walking in the temple of the courtyard _implicitType,] the chief priests , the scribes, and the older leaders came to Jesus.	Mark
Mark 15:35	(paragraph) [When some of the people [who were standing near Jesus] heard "Eloi" _implicit of the word _implicitType ,] those people said, ["You(people) (imp) look/behold]. Jesus is calling Elijah."	Mark
Mark 10:14	But [when Jesus saw [Jesus's followers/disciples telling those people [the thing [that those people were doing] was bad]],] Jesus became angry. Jesus said to those followers/disciples, ["You(followers) (imp) let [the children come to me(Jesus)]]. You(followers) (imp) do not prevent [those children coming]. (complex) For the kingdom-B of God belongs to people [who are like these children]. (simple) For the people [whom God leads] are like these children.	Mark
1 Samuel 30:26	[When David arrived at Ziklag] David gave things [that David took from the Amalekites] to the leaders of Judah.  Those leaders were David's friends.  And David said to those leaders, ["I(David) want [to give these things to you(friends)]]. We(David) took these things from Yahweh’s enemies."	1_Samuel
Mark 9:26	(paragraph) That spirit cry-out/scream. Then that spirit shook the boy much. And that spirit come-out from the boy _implicit. The boy looked dead. So many people said, ["The boy is dead"].	Mark
Daniel 2:36	This story was your(king's) dream. Now I(Daniel) will tell you(king) about the meaning of the dream.	Daniel
Esther 4:13	Then Mordecai told [Hathach to say to Esther, ["[when people kill all the Jews] you(Esther) will also be killed by people]]. You(Esther) (imp) do not think [that people will not kill you(Esther) [because you(Esther) live in the king's palace]].	Esther
Mark 3:2	Some Pharisees watched Jesus carefully. Those Pharisees made a plan. [If Jesus healed that man on the Sabbath,] those Pharisees would say/accuse about Jesus [ Jesus was doing bad _morally things].	Mark
Genesis 3:3	But God said to us(Eve), ["You(Eve) must not eat the fruit of the tree [that is in the middle of the garden]]. You(Eve) (imp) do not touch that tree.  [If you(Eve) touch that tree] you(Eve) will die."	Genesis
Mark 11:9	Some people walked in-front-of Jesus. And other people walked behind Jesus. All _implicitHyperbolic those people were shouting, ["You(people) (imp) praise God!] (literal) God did good things for the person [who came in the name of the Lord]! (dynamic) God did good things for the person [who came with God's authority]! (footnote) The people shouted, ["Hosanna"]. The word Hosanna means-A, ["You(God) (imp) save us(people)"]. But during the time [when Mark lived], Hosanna also meant-A, ["You(people) (imp) praise God"]. (footnote) You(people) (imp) see Psalms 118:26.	Mark
Genesis 24:54	Then the servant and the men [who came with the servant] ate food. and the men slept at that house. [After the men wake-up the next morning] the servant said, ["You(Laban) (imp) allow [me(servant) to return to my(servant's) master]".]	Genesis
