reference	verse	book
Genesis 41:24	Then the thin wheat ate the fat wheat. I(king) told the magicians about these dreams. but the magicians were not able [to explain these dreams to me(king)]."	Genesis
Daniel 2:31	[While you(king) were dreaming] you(king) saw a big statue. That big statue was in front of you(king). The statue was very bright. And people were afraid of the statue.	Daniel
Genesis 4:25	-Title Eve births another son.  Adam sexed Eve again.  Then Eve birthed another son.  Eve named that son Seth.  Eve said, ["God gave another son to me(Eve)].  This son will replace Abel  [who Cain killed]".  Seth means to give.	Genesis
Nahum 1:11	People [who live in Nineveh], a king marched out from your(people's) city. That king plans [to do evil things to Yahweh]. That king thinks about doing evil things.	Nahum
Matthew 13:21	(literal) But [because that person does not have long _implicit roots,] that person quickly stops believing that message _implicit. (dynamic) But [because that person does not believe that message _implicit in that person's heart-A,] that person quickly stops believing that message _implicit. [When that person has trouble] [and when that person is persecuted by people _implicitActiveAgent because of that message,] that person quickly stops following-B God _implicit.	Matthew
Mark 9:33	(paragraph) Then Jesus and Jesus's followers/disciples arrived at Capernaum. (implicit-subaction) And Jesus and those followers/disciples entered the house [where Jesus and those followers/disciples usually stayed] . [When Jesus and those followers/disciples were in the house _frameInferable,] Jesus asked those followers/disciples, ["About what were you(followers) arguing-B with each-other(followers) [while we(Jesus) _incl were traveling on the road]?"]	Mark
Genesis 36:2	Esau married three women [who were from Canaan].  Esau married Adah [who was the daughter of Elon [who was a Hittite]]. and Esau also married Oholibamah [who was the daughter of Anah]. Anah was the son of Zibeon [who was a Hivite].	Genesis
2 Samuel 22:4	I(David) called Yahweh.  All people should praise Yahweh! Then Yahweh saved me(David) from my(David's) enemies.	2_Samuel
Daniel 10:10	Then a hand touched me(Daniel). And the hand lifted me(Daniel). I(Daniel) was kneeling on my(Daniel's) knees. But I(Daniel) was very afraid.	Daniel
2 Samuel 14:26	A person cut Absalom’s hair one time each year [because Absalom’s hair became too heavy]. Then Absalom weighed Absalom’s hair. Absalom's hair weighed about 2.3 kilograms.	2_Samuel
Matthew 12:6	I(Jesus) tell you(Pharisees) [a thing [that is greater than the temple] is here].	Matthew
Joshua 22:23	[If we(people) broke God’s law] we(people) want [Yahweh to punish us(people)]. We(people) did not build this altar [in-order-to burn offerings on this altar]. And we(people) did not build this altar [in-order-to give offerings on this altar].	Joshua
Matthew 6:13	And you(Father) (imp) do not let [us(people) be tempted by a person _implicitActiveAgent or a thing-D _implicitActiveAgent [(implicit-situational) so that we(people) would sin]]. Instead, you(Father) (imp) save us(people) from the evil spirit _frameInferable." (footnote) Some manuscripts of this part of the Scripture include the following words ./: (complex) For the kingdom-B is your(Father's) kingdom-B. (simple) For you(Father) _emphasized rule all things _implicit . (complex) And the power and the glory belong to you(Father) forever. (simple) And you(Father) will be powerful and wonderful/glorious forever. Amen.	Matthew
Jonah 1:12	Jonah said to those men, ["You(men) (imp) pick up me(Jonah)].  And you(men) (imp) throw me(Jonah) into the sea. Then the sea will become calm. I(Jonah) know [that I(Jonah) caused this terrible storm]."	Jonah
Mark 12:33	You(Jesus) also said true things [when you(Jesus) said [a person must love God with all that person's heart-A, all that person's mind-A, and all that person's strength]]. And you(Jesus) also said true things [when you(Jesus) said [a person must love the people [who live near that person] [just-like that person loves that person _reflexive]]]. Those 2 commands/commandments are important [more-than all of the commands/commandments _implicitNecessary [that are about the gifts/offerings [that are burned by Jews _implicitActiveAgent] and the other animals/sacrifices [that we(Jews) give to God]] are important]."	Mark
Genesis 32:28	Then the man said to Jacob, ["After today your(Jacob's) name will not be Jacob]. Your(Jacob's) name will be Israel [because you(Jacob) fought God and people]. and you(Jacob) won". -Footnote Israel means [the man fights God].	Genesis
1 Samuel 25:28	You(David) (imp) please forgive me(Abigail) [for talking to you(David)]. Yahweh will certainly cause [many of your(David's) descendants to become kings]. Yahweh will bless your(David's) family [because you(David) fight for Yahweh]. And you(David) will certainly be good/righteous [until you(David) die].	1_Samuel
Mark 12:32	(paragraph) Then that person/scribe said to Jesus, ["Master/Teacher, you(Jesus) are right]. You(Jesus) said true things [when you(Jesus) said [there is only 1 God] [and there are no other gods except God]].	Mark
2 Samuel 18:29	The king asked, ["Is the young man named Absalom healthy?]"Ahimaaz answered, ["I(Ahimaaz) am your(David’s) servant].  [When Joab sent me(Ahimaaz) to you(David)] I(Ahimaaz) saw [that many people were excited]. But I(Ahimaaz) do not know about the things [that those people saw]."	2_Samuel
1 Samuel 15:30	Saul said, ["I(Saul) sinned]. But you(Samuel) (imp) please honor me(Saul) in front of my(Saul's) people's old leaders and in front of the Israelites.  You(Samuel) (imp) come with me(Saul) [so that I(Saul) could worship your(Samuel's) God named Yahweh]."	1_Samuel
1 Samuel 20:10	David asked, ["[If your(Jonathan’s) father becomes angry] who will tell me(David)]?"	1_Samuel
Daniel 6:28	So Daniel lived well [while Darius was the king]. And Daniel lived well [while Cyrus [who came from Persia] was the king].	Daniel
1 Samuel 19:3	My(Jonathan's) father and I(Jonathan) will stand in the field [that you(David) are hiding in]. And I(Jonathan) will talk to my(Jonathan’s) father about you(David). Then I(Jonathan) will talk to you(David)."	1_Samuel
Joshua 18:6	[After you(people) finish describing the seven parts of this land] (imp) you(people) bring the reports to me(Joshua). Then we(Israelites) will let [our(Israelites') God named Yahweh give one region to each tribe].	Joshua
Mark 6:51	Then Jesus entered the boat [that those followers/disciples were in]. And the wind stopped blowing. Those followers/disciples were completely surprised/amazed.	Mark
Genesis 22:4	[After the men walked for 3 days] Abraham saw the place [that God had told Abraham about].	Genesis
2 Samuel 3:17	Then Abner sent a message to the leaders of Israel. Abner said, ["Previously  you(leaders) wanted[David to become your(leaders') king]].	2_Samuel
Genesis 43:19	So the brothers went to the chief servant [that worked in Joseph's house]. and the brothers spoke to that servant near the door of the house.	Genesis
Genesis 48:7	[while I(Jacob) was going to Canaan from Northwest Mesopotamia] Rachel died.  Rachel died [when we(Jacob) were near Ephrathah]. I(Jacob) was very sad at that time.  I(Jacob) buried Rachel's body beside that road [that we(Jacob) were walking on]." -Footnote People call Ephrathah Bethlehem.	Genesis
Genesis 30:32	You(Laban) (imp) allow [me(Jacob) to examine all your(Laban's) sheep]. I(Jacob) will take all the sheep [that have black marks]. And I(Jacob) will take all the lambs [that are black]. and I(Jacob) will take all the goats [that have black marks]. Those animals will belong to me(Jacob).	Genesis
Nehemiah 7:8	2172 men [that were descendants of Parosh] returned.	Nehemiah
Daniel 11:33	The wise leaders will teach the people about God. But some people will capture those teachers. And those people will steal money from the teachers. Those people will kill some teachers with swords. And those people will burn some teachers with fire.	Daniel
Genesis 24:2	One day Abraham said to Abraham's chief servant [who oversaw all things [that Abraham owned]], ["You(servant) (imp) make a promise to me(Abraham) [by you(servant) putting your(servant's) hand under my(Abraham's) leg]].	Genesis
Genesis 47:21	and all the people [who lived in Egypt] became the king's slaves.	Genesis
Acts 21:3	[While we were in the ocean] we(passengers) saw the island named Cyprus. The ship traveled past Cyprus on Cyprus' southern coast. Then the ship traveled to the region named Syria. And the ship stopped travelling at the city named Tyre [so that people could remove the things [which that ship carried].]	Acts
2 John 1:1	John (title) greets the people. I(John) [who am an old leader of the church] am writing this letter to you(people), to the sister [whom God chose [to be among God's people]], and to your(people's) children. I(John) love all of you(people) much. And I(John) am not the only person [who loves all of you(people) much]. For all of the other people [who know the true things [which God revealed to us(John)]] also love you(people) much.	2_John
1 Samuel 8:17	The king will take .1 of your(people’s) sheep. And you(people) will become the king's slaves.	1_Samuel
Joshua 11:17	Joshua defeated all of the people [that were living between mount-Halak and Baal-Gad].  mount-Halak was near Edom.  And Baal-Gad was in the valley-Lebanon. Baal-Gad was near mount-Hermon. Joshua captured all of the kings [that were living in that land]. And Joshua killed all of those kings.	Joshua
Nehemiah 7:26	188 men [that were from Bethlehem and Netophah] returned.	Nehemiah
1 Samuel 15:20	Saul said, ["But I(Saul) obeyed Yahweh]. I(Saul) did all of the things [that Yahweh told [me(Saul) to do]]. I(Saul) completely destroyed all of the Amalekites. And I(Saul) brought Agag [who is the Amalekites’ king].	1_Samuel
Joshua 17:3	Zelophehad was the son of Hepher. And Hepher was the son of Gilead. And Gilead was the son of Makir. And Makir was the son of Manasseh. But Zelophehad did not have sons. But Zelophehad had 5 daughters. The names of those daughters were Mahlah, Noah, Hoglah, Milkah, and Tirzah.	Joshua
Joshua 23:14	I(Joshua) will soon die. You(Israelites) certainly know [that Yahweh did great things for you(Israelites)]. And you(Israelites) know [that Yahweh kept all of Yahweh's promises].	Joshua
2 Samuel 21:16	A Philistine soldier named Ishbi-Benob was Rapha's descendant.  Ishbi-Benob's bronze spear tip weighed about 3.5 kilograms. And Ishbi-Benob had a new sword. Ishbi-Benob said [that Ishbi-Benob will kill David].	2_Samuel
1 Samuel 30:11	Some men [who were traveling with David] found an Egyptian man in a field. So those men brought that Egyptian man to David.  Then those men gave water and food to that Egyptian man.	1_Samuel
Genesis 16:11	Then the angel said, ["You(Hagar) are pregnant]. and you(Hagar) will give birth to a son. You(Hagar) (imp) name your(Hagar's) son Ishmael [because Yahweh heard [you(Hagar) crying]]." -Footnote The word Ishmael means hear.	Genesis
Matthew 6:30	God causes [grass [that is in the fields] to look very beautiful] [even-though that grass lives for only a short time [before that grass is thrown by people _implicit into people's _implicit furnaces]]. (yesrhetorical) Therefore will God provide clothes for you(people)? (statement) Therefore God will certainly provide clothes for you(people). (complex) Your(people's) faith is very little ! (simple) You(people) believe in God _implicit very little!	Matthew
Daniel 9:9	The Lord is our(people's) God. The Lord forgives us(people) [although we(people) have not been faithful to the Lord].	Daniel
Mark 3:17	Jesus also chose/appointed James [who was Zebedee's son] and James's brother named John. (comment-begin) Jesus named James and John Boanerges [which means sons of thunder] (comment-end).	Mark
Genesis 24:30	[After Laban heard all the things [that Rebekah said]]  [and after Laban saw the ring [that was on the nose of Rebekah] and the 2 bracelet [that were on the arms of Rebekah]] Laban ran to the spring. and Laban saw the man [who was standing near the spring].	Genesis
Mark 3:20	(title) Certain people say [Jesus is controlled by an evil spirit]. (paragraph) Then-E Jesus entered a house. And a crowd gathered-C again, [so-that Jesus and Jesus's disciples could not even eat food].	Mark
Mark 4:28	The soil caused [those plants to grow] without-A other things. First, the plant/stalk grew. Then the plant's top [that produces new grains] grew. Then the grains became ready/ripe.	Mark
Joshua 21:17	The Israelites also gave towns [that the tribe named Benjamin owned] to Aaron's descendants. The tribe named Benjamin gave the towns named Gibeon and Geba to Aaron's descendants.	Joshua
Nehemiah 12:43	And on that day the people gave many gifts/sacrifices to God _implicit. Those people were very happy/joyful [because God caused [those people to be very happy/joyful]]. The women and the children were also very happy/joyful. And other people [that were far-away-from Jerusalem] heard the happy/joyful sounds [that those people made].	Nehemiah
Genesis 42:12	Then Joseph said to Joseph's brothers, ["I(Joseph) do not believe you(brothers)!] You(brothers) came to Egypt [in-order-to learn about our(Joseph's) secrets]!"	Genesis
Genesis 10:7	Cush had sons named Seba, named Havilah, named Sabtah, named Raamah, and named Sabteca. Raamah had sons named Sheba and named Dedan.	Genesis
Genesis 13:14	[After Lot left Abram] Yahweh said to Abram, ["You(Abram) (imp) look at all the places [that are around you(Abram)]].  You(Abram) (imp) look at the northern regions and at the southern regions and at the eastern regions and at the western regions.	Genesis
2 Samuel 22:46	All of the foreigners become afraid.    Those foreigners come out from the foreigners’ strong cities.  And those foreigners are shaking [because those foreigners are afraid].	2_Samuel
1 Samuel 17:7	Goliath's other spear was very large. The spear's pole was made of wood. And the spear's iron tip weighed about 6.9 kilograms. Another soldier [who carried Goliath's shield] walked in-front-of Goliath.	1_Samuel
Genesis 40:15	[When I(Joseph) lived with the Hebrews] men forced [me(Joseph) to come to Egypt].  I(Joseph) did not do evil things. I(Joseph) do not deserve [to be in this prison]."	Genesis
Genesis 47:19	We(people) will certainly die in-front-of you(Joseph) [if you(Joseph) do not help us(people)]. [If You(Joseph) will give food to us(people)] we(people) will give our(people's) land to you(Joseph). And We(people) will become the king's slaves. And the king will own our(people's) land. You(Joseph) (imp) give seeds to us(people) [so that we(people) could plant the seeds].  Then we(people) will not die. and the land will not become a desert."	Genesis
1 Samuel 24:4	Those men said/whispered to David, ["Yahweh will help you(David) today]. Previously Yahweh told you(David), ["I(Yahweh) will help [you(David) defeat your(David's) enemy]]. [If you(David) want [to kill your(David’s) enemy]], then you(David) may kill your(David’s) enemy."" Then David quietly crawled near Saul.  And David cut-off a small piece of Saul’s robe. But Saul did not see David.	1_Samuel
Titus 1:11	You(Titus) (imp) do not allow [those people to teach people those things]. Those people are causing [groups of people [that are in houses] to believe false things]. Those people should not teach those  things to people. Those people should be ashamed [because those people teach those things to people [in order to get money]].	Titus
Mark 9:42	(title) Jesus warns-C Jesus's followers/disciples about bad _morally actions . (paragraph) A person might cause [one of these children [who believes in me(Jesus)] to sin]. That person will be punished by God _impicitActiveAgent worse [more-than a person _otherThingList is punished [by being thrown by people _implicitActiveAgent into the sea with a heavy stone [that is tied around that person's neck by people _implicitActiveAgent]]].	Mark
1 Samuel 20:12	Then Jonathan said to David, ["I(Jonathan) promise Yahweh [that I(Jonathan) will help you(David)]]. Yahweh is the God of Israel. After 2 days I(Jonathan) will ask my(Jonathan's) father about you(David). [If my(Jonathan’s) father is pleased with you(David)], then I(Jonathan) will send a message to you(David).	1_Samuel
1 Samuel 12:22	Yahweh will continue being with you(Israelites) [so that other people could know [that Yahweh’s name is great]].  Yahweh was pleased [when you(Israelites) became Yahweh's children]. So Yahweh will not leave you(Israelites).	1_Samuel
Mark 7:10	For Moses named the prophet _implicit said, ["You(person) (imp) honor your(person's) father and your(person's) mother"]. And Moses said , ["A person [who says-C evil things-C about that person's father or that person's mother] must die"]. (footnote) You(people) (imp) see Exodus 20:12, Deuteronomy 5:16, Exodus 21:17, and Leviticus 20:19 .	Mark
Acts 19:12	People took pieces of clothing [that Paul had already touched] to sick people. And [after the sick people touched those cloths] those sick people became healthy again. And evil spirits left those sick people.	Acts
Genesis 50:2	Joseph commanded [the doctors [who served Joseph] to prepare Jacob's body] [so that Joseph could bury Jacob's body].	Genesis
Matthew 21:39	So those people/farmers took/grab that son. Those people/farmers brought that son out of that garden/vineyard. And those people/farmers killed that son.	Matthew
Mark 13:37	I(Jesus) say to you(followers) the thing-C [that I(Jesus) say to all people [(implicit-situational) who follow-B me(Jesus)]] ["You(followers) (imp) continuously _implicit be awake/alert !"]"	Mark
Esther 1:13	So the king wanted [to punish queen Vashti]. But [before the king punished a person] the king always talked to men [who knew the law well] about the problem. So the king talked to some wise men about queen Vashti.	Esther
Matthew 2:16	(paragraph) [When Herod realized [the wise men deceived Herod],] Herod became extremely angry. So Herod commanded [Herod's soldiers _implicit to kill all of the boys [who were in the region of Bethlehem ] [and who were 2 years old or younger]]. (literal) Herod used the time [that Herod learned from the wise men] [in-order-to know the age of the child _implicit]. (dynamic) Herod previously learned from the wise men [the child was less than 2 years old].	Matthew
Matthew 26:60	But those chief priests and those leaders were not able [to find a reason [that will cause [Jesus to be killed by the Roman soldiers _implicitActiveAgent]]] [even-though many people said false-A things-C [that were about Jesus]]. _paragraph Finally 2 people stand-up-A among the Sanhedrin _implicit of the people _metonymy.	Matthew
2 Samuel 7:12	[After you(David) die]  I(Yahweh) will cause [your(David's) son to become the king]. And I(Yahweh) will make [your(David’s)  son’s kingdom powerful].	2_Samuel
Mark 13:20	(paragraph) [Unless the Lord-A causes [those days to end-A quickly],] all people will die. (literal) But the Lord-A will cause [those days to end-A quickly ] for the people [whom the Lord-A chose-B [to be the Lord's-A people]]. (dynamic) But the Lord-A will cause [those days to end-A quickly] [in-order-to help the people [whom the Lord-A chose-B [to be the Lord's-A people]]].	Mark
Nehemiah 6:9	Those people were trying [to scare us(Nehemiah)]. Those people thought, ["The Jews will become weak [so that the Jews could not work]]. Then the Jews will not finish building the wall." But I(Nehemiah) prayed to God, ["God, you(God) (imp) cause [us(Nehemiah) to become strong]]."	Nehemiah
Matthew 22:1	(title) Jesus tells a story/parable [that is about a wedding]. _paragraph Jesus again told parables to those Pharisees _implicit.	Matthew
Genesis 27:19	Then Jacob said to Isaac, ["I(Esau) am the firstborn son of you(Isaac) named Esau.] I(Esau) obeyed you(Isaac). Now you(Isaac) (imp) sit-up  [so-that you(Isaac) could eat the meat of the animal [that I(Esau) hunted for you(Isaac)]]]. Then you(Isaac) (imp) bless me(Esau)."	Genesis
Genesis 25:12	–Title Ishmael has descendants. Ishmael was the son of Hagar.  Hagar had been the female servant of Sarah. Hagar was from Egypt.	Genesis
Acts 17:18	Then Paul met with some teachers [who belonged to the group named Epicurean]. Paul also met with some teachers [who belonged to the group named Stoic]. Those teachers argued with Paul. Paul told those teachers about the good message [that is about Jesus Christ]. And Paul told those teachers [that Jesus had died]. And Jesus had lived again]. Therefore some of those teachers said to each-other(teachers), ["That man says strange things. We(teachers) are not able [to understand the things [that that man says].] But Other teachers said, ["We(teachers) think [that that man is talking about gods [whom people [who live in other nations] worship]."]	Acts
2 Samuel 15:1	(title) Absalom tries [to become the king].  Later Absalom bought a chariot and horses. And Absalom asked [50 men to run in front of Absalom].	2_Samuel
Joshua 8:17	All of the men [who were living in Ai] and all of the men [who were living in Bethel] chased the army of Israel. Those people did not close the city’s gates.  No men stayed inside the city [in-order-to to protect the city].	Joshua
Genesis 19:32	We(daughter) should cause [our(daughter's) father to drink much wine]. Then we(daughters) will sex our(daughter's) father. Thus we(daughters) will be able [to have descendants].	Genesis
Genesis 50:18	Then Joseph's brothers came to Joseph. And The brothers bowed to Joseph. and the brothers said, ["We(brothers) are your(Joseph's) slaves."]	Genesis
Daniel 1:6	Daniel, Hananiah, Mishael, and Azariah were young men [that Nebuchadnezzar brought from Judah]. These four men were among the young men [who were chosen by the officials [in order to serve the king]].	Daniel
Esther 10:3	Xerxes was the only person [that was more important than Mordecai]. Mordecai was the most important Jew [that lived in Xerxes' kingdom]. The Jews respected Mordecai greatly [because Mordecai worked hard for the Jews]. And the Jews liked Mordecai [because Mordecai protected the Jews].	Esther
2 Samuel 14:22	Joab bowed to the king [in order to honor the king]. And Joab blessed the king. Then Joab said, ["Today I(Joab) know [that you(David) are pleased with me(Joab)]]. My(Joab's) master and my(Joab's) king, you(David) gave to me(Joab) the thing [that I(Joab) asked you(David) for]."	2_Samuel
Matthew 22:3	[After (implicit-situational) the servants-B finished preparing-B the meal/feast,] that king sent that king's servants-B to the people [whom the king had invited to that meal/feast] [in order to call-A the people [whom the king had invited to that meal/feast]]. But those people refused [to come].	Matthew
Matthew 10:1	(title) Jesus gives authority to Jesus’s 12 followers/disciples. _paragraph Jesus called Jesus’s 12 followers/disciples. And Jesus gave those 12 followers/disciples authority [so that those 12 followers/disciples would force [evil/unclean spirits to leave people _implicit]] [and so that those 12 followers/disciples would heal people _implicitNecessary [who had any kind of disease]].	Matthew
Daniel 7:11	I(Daniel) continued watching the small horn [because the small horn was saying proud words]. [While I(Daniel) watched [the small horn speak]] a person killed the fourth animal. That person destroyed the fourth animal. And that person burned the fourth animal with fire.	Daniel
Nehemiah 6:12	I(Nehemiah) realized [that God did not send Shemaiah to me(Nehemiah)].  I(Nehemiah) knew [that Shemaiah said those things to me(Nehemiah) [because Tobiah and Sanballat paid money to Shemaiah]].	Nehemiah
Joshua 15:26	And the tribe named Judah owned the towns named Amam, Shema, and Moladah.	Joshua
Matthew 12:29	_paragraph (norhetorical) Similarly, is a person able [to enter the house of a strong man [in order to steal that man's things]] [unless a person first ties a strong man]? (statement) Similarly, a person is not able [to enter the house of a strong man [in order to steal that man's things]] [unless a person first ties a strong man]. Then that person will be able [to steal those things _implicit from that strong man's house].	Matthew
Genesis 43:14	I(Jacob) will pray [that God-Almighty will cause [that official to be kind to you(sons)]]. And I(Jacob) will pray [that that official will allow [Simeon and Benjamin to return with you(sons)]]. [If that man steals my(Jacob's) children] then I(Jacob) must live without those children!"	Genesis
Mark 2:24	Then some _implicit Pharisees asked Jesus, ["You(Jesus) (imp) listen to us(Pharisees)]. (rhetorical) Why are your(Jesus's) disciples picking grain [even-though the religious _implicit laws/Law _implicitNecessary does not allow [people to work on the seventh day of the week]]? (statement) Your(Jesus's) disciples should not pick grain [because the religious _implicit laws/Law _implicitNecessary does not allow [people to work on the seventh day of the week]]."	Mark
1 Samuel 14:34	Then Saul said to certain men, ["You(men) (imp) go to those men]. And you(men) (imp) say to those men, ["You(men) (imp) bring your(men's) cows and your(men's) sheep to me(Saul)].  And you(men) (imp) kill/slaughter your(men's) animals on this rock. And you(men) (imp) eat the animals at this rock. You(men) (imp) do not sin against Yahweh [by eating meat [that contains blood]]."" So the soldiers brought the animals to that rock.  And the soldiers killed/slaughtered the animals at that rock.	1_Samuel
Matthew 21:29	_paragraph That son answered, ["I(son) will not go there _implicit"]. But later that son changed-B. And that son went to the garden/vineyard _implicit.	Matthew
2 Samuel 11:15	David wrote, ["Joab, (imp) you(Joab) put Uriah in front of the other soldiers].  And you(Joab) (imp) put Uriah at a place [that many enemies are fighting us(Israelites) at]. Then (imp) you(Joab) leave Uriah at that place. (imp) You(Joab) allow [the enemy to kill Uriah]."	2_Samuel
Acts 1:4	One day [while Jesus was eating with the apostles] Jesus told [the apostles to stay in Jerusalem].  Jesus said to the apostles, ["You(apostles) (imp) wait here [until you(apostles) receive the gift [that the Father promised [that Father will send to you(apostles)]]]].  You(apostles) (imp) remember [that I(Jesus) told you(apostles) about this gift earlier].	Acts
Daniel 8:11	This horn pretended [to be great [like God [who is the leader of the army of heaven] is great]]. This horn prevented [people from giving sacrifices to God every day]. And this horn destroyed the temple of God.	Daniel
2 Samuel 3:11	Then Ish-Bosheth was afraid[to speak to Abner]. Ish-Bosheth was very afraid of Abner.	2_Samuel
Matthew 15:29	(title) Jesus provides food for 4000 people. _paragraph Jesus left that place. And Jesus walked along the shore of the sea-Galilee. Then Jesus go-up on the side of a mountain. And Jesus sit-down.	Matthew
Nehemiah 13:1	The people of Israel (title) start doing different things. On that day the priests and the men [that were in the tribe named Levi] read the Book-of-Moses to the people. All of the people listened to the words [that Moses wrote]. Then the people learned [that [when the people meet [in order to worship God]] Ammonites and Moabites must not join the people].	Nehemiah
1 Samuel 21:7	At that time one of Saul’s servants was at that place. That servant needed [to stay near Yahweh] on that day. That servant’s name was Doeg. Doeg was from Edom. And Doeg was the leader of Saul’s shepherds.	1_Samuel
Matthew 4:12	(title) Jesus starts teaching/preach people _implicit about God _implicit. (paragraph) [After Jesus heard [ John the Baptist _implicit was put into prison by king Herod _implicitActiveAgent of the soldiers _metonymyImplicitType],] Jesus went from Judea _implicitNecessary to Galilee .	Matthew
Genesis 23:20	Thus Abraham bought the field and the cave from the Hittites [in-order-to Abraham bury Abraham's wife and Abraham's relatives].	Genesis
Genesis 36:16	These men were the leaders [who were sons of Eliphaz] [and who lived in Edom]. These people were the grandsons of Adah.	Genesis
Nehemiah 3:13	A man named Hanun and the people [that lived in the city named Zanoah] repaired the gate-Valley. Hanun and those people put the doors in that gate. And Hanun and those people put bars on that gate [so that people could lock those doors]. Hanun and those people also repaired the wall -quantity 450 meters. That part of the wall led to the gate-Dung.	Nehemiah
Mark 4:10	(paragraph) [(implicit-situational) After the crowd of people left,] [ and when Jesus was with the 12 disciples and some other people [that were near Jesus]] those people/disciples and those other people asked Jesus about the stories/parables.	Mark
1 Samuel 2:31	Soon I(Yahweh) will destroy your(Eli’s) sons. And your(Eli's) descendants will not be my(Yahweh’s) priests. No person [that is in your(Eli's) family] will become old.	1_Samuel
1 Samuel 13:19	In those days the Philistines did not allow [the Israelites to make things with iron].  The Philistines said, ["The Israelites must not make spears and swords!"]	1_Samuel
Mark 3:26	Similarly, [if Satan opposes Satan of evil spirits/demons _implicitType ] [and if Satan fights Satan of evil spirits/demons _implicitType,] then Satan is not able [to continue existing]. Satan's time will end.	Mark
Nehemiah 11:7	The following people were the people/descendants of Benjamin [who moved to Jerusalem]. Sallu [who was a son of Meshullam]. Meshullam was a son of Joed. Joed was a son of Pedaiah. Pedaiah was a son of Kolaiah. Kolaiah was a son of Maaseiah. Maaseiah was a son of Ithiel. And Ithiel was a son of Jeshaiah.	Nehemiah
Genesis 43:6	Then Jacob said, ["You(sons) should not have told that man [that you(sons) have another brother]!] You(sons) caused [me(Jacob) to have much trouble]."	Genesis
1 Samuel 28:2	David answered, ["Then you(Achish) will see [that I(David) fight very well]]." Achish said, ["Then you(David) will become my(Achish's) guard [until I(Achish) die]]."	1_Samuel
Ruth 3:12	I(Boaz) am our(Boaz’s) family’s kinsman-redeemer. I(Boaz) must protect our(Boaz’s) family and our(Boaz’s) family’s property. But another man is a closer kinsman-redeemer than me(Boaz). But another man is a closer relative than me(Boaz).	Ruth
Acts 19:4	So Paul said to those people, ["The baptism [about which John the Baptist taught people] meant [that people stopped doing bad things]. John the Baptist told people [to believe in the person [who would start teaching people after John the Baptist taught people]. And that person is Jesus."]	Acts
Daniel 3:30	Then the king caused [Shadrach, Meshach, and Abednego to be very important people in Babylon].	Daniel
Mark 7:28	(paragraph) But that woman said to Jesus, ["Master/Lord-C, yes ]. But the dogs [that are under the table] eat the small pieces of the children's food [(implicit-situational) that fall from those children's plates]."	Mark
Genesis 48:11	Then Jacob said to Joseph, ["I(Jacob) thought [that I(Jacob) would not see you(Joseph) again]]. But now God allowed [me(Jacob) to see you(Joseph) and your(Joseph's) 2 children!]"	Genesis
Joshua 10:4	Adoni-Zedek said to those kings, ["(imp) You(kings) come to Gibeon with me(Adoni-Zedek)]. (imp) You(kings) help me(Adoni-Zedek) [attack Gibeon] [because the Gibeonites made a treaty with Joshua and the Israelites]."	Joshua
Esther 5:8	I(Esther) hope [that I(Esther) please you(king)]. I(Esther) will prepare another feast for you(king) and for Haman tomorrow. You(king) (imp) please come to that feast. Then I(Esther) will tell you(king) about the thing [that I(Esther) want]."	Esther
1 Samuel 3:7	At that time Samuel did not know Yahweh. Yahweh did not speak to Samuel previously.	1_Samuel
Mark 9:3	Jesus's clothes started to shine. And those clothes were extremely white. A person [who is on the earth] is not able [to wash/bleach clothes [so that clothes would become whiter than the clothes [that Jesus was wearing]]].	Mark
Ruth 4:19	Hezron had a son named Ram. Ram had a son named Amminadab.	Ruth
1 Samuel 8:10	So Samuel went to the leaders [who asked Samuel for a king]. And Samuel told those leaders about all of the things [that Yahweh said].	1_Samuel
2 Samuel 18:21	Then Joab said to a man [who was from Cush], ["(imp) You(man) go to the king]. And (imp) you(man) tell the king about the things [that you(man) saw today]." That man bowed to Joab. Then that man started running to David.	2_Samuel
Matthew 18:4	(complex) Therefore a person [who does not think [person is more important than other people]  [so-B a person is like this child]] is the greatest person in the kingdom-B of heaven. (simple) Therefore a person [who does not think [person is more important than other people] [so-B a person is like this child]] is the most important person among the people [whom God rules].	Matthew
1 Samuel 22:20	But a man named Abiathar escaped. Abiathar was Ahimelek’s son. Abiathar ran/fled from that place. Then Abiathar found David. And Abiathar joined David.	1_Samuel
2 Samuel 3:21	Then Abner said to David, ["You(David) (imp) let me(Abner) go now [in order to gather all of  the Israelites for you(David)]].  You(David) are my(Abner's) king and my(Abner's) master.  Then the Israelites will make a promise/covenant to you(David).  The Israelites will choose you(David) [to become the Israelites' king].  Then you(David) will rule all of the Israelites." So David let[Abner go to the Israelites].	2_Samuel
Genesis 1:15	Let these lights shine on the earth."  Thus God created these lights.	Genesis
1 Samuel 25:7	I(David) heard that [you(Nabal) are cutting your(Nabal's) sheep’s hair/wool]. [When your(Nabal's) servants/shepherds were with us(David)], we(David) treated your(Nabal’s) servants/shepherds kindly. And [when your(Nabal's) servants/shepherds were at Carmel], we(David) did not steal things from your(Nabal’s) servants/shepherds.	1_Samuel
2 Samuel 2:23	But Asahel continued chasing Abner. So Abner stabbed Asahel's stomach with Abner's spear. That spear went through Asahel's body. Then Asahel died at that place. [When other men came to the place [that  Asahel died at]] those men stopped fighting.	2_Samuel
